Target_genes	CTNNB1|Average	SRX15288290|293	SRX15288296|293	SRX15288297|293	SRX15288298|293	SRX15288299|293	SRX15288300|293	DRX051430|DLD-1	SRX8929135|DLD-1	SRX8929136|DLD-1	SRX596338|ES_cells	SRX596340|ES_cells	SRX596342|ES_cells	SRX10437637|Hep_G2	SRX6699759|Hep_G2	SRX6699760|Hep_G2	SRX11919243|hESC_derived_endodermal_cells	SRX11919244|hESC_derived_endodermal_cells	SRX11919255|hESC_derived_endodermal_cells	SRX11919256|hESC_derived_endodermal_cells	SRX11919257|hESC_derived_endodermal_cells	SRX11919258|hESC_derived_endodermal_cells	SRX15288277|hESC_derived_endodermal_cells	SRX15288278|hESC_derived_endodermal_cells	SRX15288292|hESC_derived_endodermal_cells	SRX15288294|hESC_derived_endodermal_cells	SRX11919231|hESC_derived_mesendodermal_cells	SRX11919232|hESC_derived_mesendodermal_cells	SRX3686691|hESC_derived_neural_cells	SRX3686693|hESC_derived_neural_cells	SRX11919282|hESC_derived_neuromesodermal_cells	SRX11919283|hESC_derived_neuromesodermal_cells	SRX11919284|hESC_derived_neuromesodermal_cells	SRX11919285|hESC_derived_neuromesodermal_cells	SRX11919286|hESC_derived_neuromesodermal_cells	SRX11919287|hESC_derived_neuromesodermal_cells	SRX2844298|hESC_H1	SRX2844299|hESC_H1	SRX833402|hESC_H1	SRX833403|hESC_H1	SRX6039031|iPSC_derived_chondrocytes	SRX6039032|iPSC_derived_chondrocytes	SRX6039033|iPSC_derived_chondrocytes	SRX6039034|iPSC_derived_chondrocytes	SRX6039035|iPSC_derived_chondrocytes	SRX6039036|iPSC_derived_chondrocytes	SRX11919219|iPS_cells	SRX11919220|iPS_cells	DRX431467|JHH-7	SRX1036603|Jurkat	SRX14222008|Jurkat	SRX14222009|Jurkat	SRX14222010|Jurkat	SRX4493018|K-562	SRX4493019|K-562	SRX096347|LS-180	SRX096348|LS-180	SRX13991431|MCF_10A	SRX13991432|MCF_10A	SRX4815187|MCF-7	SRX4815188|MCF-7	SRX11522904|RPMI_8402	SRX11522905|RPMI_8402	SRX11522906|RPMI_8402	SRX11522907|RPMI_8402	SRX11522908|RPMI_8402	SRX11522909|RPMI_8402	SRX11522910|RPMI_8402	SRX11522911|RPMI_8402	SRX11522912|RPMI_8402	SRX11522913|RPMI_8402	SRX11522914|RPMI_8402	SRX12970355|SNU-387	SRX12970356|SNU-387	SRX4815189|SUM_149PT	SRX4815190|SUM_149PT	SRX423971|SW_480	SRX8929141|SW_480	SRX8929142|SW_480	STRING
XKR7	71.115385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	1320	1382	0	0	0	0	0	0	0	0	0	0	0	0	0	1132	1024	0	267	182	0
GREB1	70.820513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	626	0	207	643	1410	425	0	0	1001	0	170	0	0	0	0	152	0	171	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	150	0
AMOTL2	70.500000	0	0	0	0	0	0	0	433	378	0	0	0	112	0	0	0	198	0	0	301	490	0	0	0	504	0	196	0	0	176	179	142	175	0	0	0	0	0	714	0	0	0	0	102	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	549	607	0
TMEM209	69.987179	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	0	77	99	0	0	0	0	0	0	1340	1396	119	149	207	189	110	180	145	0	0	0	0	0	0	349	573	0	0	0	0
STYXL1	69.564103	0	0	0	0	0	0	0	127	388	0	80	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	1494	1505	0	0	0	0	0	0	0	0	0	0	0	0	0	549	596	0	222	127	0
KCNIP4	69.461538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	244	287	0	0	0	0	0	0	1078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	148	0	0	0	0	0	373	376	727	754	598	441	0	0	0	0	0	0	0	0	0	0	0	0
MARCHF7	68.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	300	0	0	0	0	0	0	0	0	0	1317	1485	78	111	0	0	0	108	69	0	0	0	0	0	0	750	611	0	217	242	0
ASXL1	68.679487	0	0	0	0	0	0	0	0	0	0	247	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	104	0	0	0	518	0	0	0	0	0	0	0	0	0	1027	714	187	156	153	221	214	166	125	0	0	0	0	0	0	607	445	0	226	0	0
AKAP11	66.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	1559	1853	0	0	0	0	70	0	0	0	0	0	0	0	0	342	587	0	208	107	0
SULT2B1	65.987179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	975	1905	795	0	702	770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS23	65.782051	0	1524	0	257	604	910	0	453	981	0	0	0	0	0	0	0	0	0	0	153	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0
UHRF2	65.653846	0	0	0	0	0	0	0	118	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	83	0	0	0	0	0	0	0	0	1041	1023	144	138	113	85	94	142	109	0	0	0	0	0	0	599	787	0	130	0	0
GAS8	65.538462	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	1488	1658	0	0	0	0	0	0	0	0	0	0	0	0	0	545	719	0	0	0	0
RESF1	65.025641	0	0	0	0	0	0	0	421	346	0	0	0	0	0	0	0	248	0	189	0	351	0	0	0	498	0	149	0	0	0	0	149	0	143	0	0	204	0	950	0	134	0	0	212	115	0	0	0	0	0	0	0	0	214	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	271	0
RPS19	64.794872	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	0	0	0	0	0	0	0	495	0	1163	1301	0	109	125	195	99	130	135	0	0	0	0	0	0	387	429	0	0	0	0
SEMA3C	64.576923	0	221	0	0	0	145	0	192	438	0	0	0	0	0	0	361	527	271	161	244	676	0	389	0	886	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0
HYI	62.820513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	655	556	668	470	515	281	347	282	520	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAD1L1	61.666667	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	1495	1595	0	0	0	0	0	62	0	0	0	0	0	0	0	486	538	0	129	174	0
FAM200B	61.538462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	111	0	0	0	0	0	0	1182	1092	0	142	80	135	0	146	209	0	0	0	0	0	0	468	527	0	227	85	0
ANKFY1	61.397436	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	0	1161	1124	0	119	0	89	0	106	131	0	0	0	0	0	0	643	718	0	217	0	0
CDC5L	61.333333	0	0	0	0	0	0	0	0	0	121	206	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	134	126	0	0	0	0	0	0	0	890	731	0	112	125	137	110	184	129	0	0	0	0	0	0	520	660	0	0	0	0
ALDH3A2	61.230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	221	0	0	0	160	0	0	0	174	0	165	0	0	361	259	410	341	413	377	67	273	0	920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	108	0
DGKD	60.243590	0	0	0	0	0	0	0	187	260	0	0	0	0	0	0	0	695	361	546	240	592	324	0	504	817	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPN4	60.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	325	112	103	0	0	0	0	0	0	0	1084	1140	0	0	89	141	0	150	114	0	0	0	0	0	0	402	654	0	186	93	0
SCAMP5	59.730769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	96	0	0	0	0	0	0	1328	1409	0	0	0	95	96	0	91	0	0	0	0	0	0	620	762	0	0	0	0
PUF60	59.589744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	1447	1615	0	101	63	0	106	127	144	0	0	0	0	0	0	318	466	0	0	0	0
RASGRP3	59.025641	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	307	461	297	424	487	886	330	243	323	730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCOA6	59.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	573	0	727	392	794	576	0	0	1431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0
VENTX	58.961538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	656	0	0	152	300	0	154	0	271	0	339	0	0	156	265	346	120	145	0	0	147	0	511	161	0	0	0	301	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LUC7L2	58.217949	0	0	0	0	0	0	0	0	0	88	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	0	0	0	0	0	0	0	0	0	1016	1059	102	250	152	131	265	142	164	0	0	0	0	0	0	164	175	0	176	102	0
PBLD	57.807692	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	124	86	0	0	0	0	0	0	0	812	846	146	95	99	162	105	198	146	0	0	0	0	0	0	500	546	0	136	0	0
HNRNPH3	57.807692	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	124	86	0	0	0	0	0	0	0	812	846	146	95	99	162	105	198	146	0	0	0	0	0	0	500	546	0	136	0	0
SNAP25	57.653846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	742	943	0	0	0	0	0	0	0	0	0	0	0	0	0	1209	1211	0	257	0	0
RPL12	57.615385	0	0	0	0	0	0	0	0	0	112	161	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0	0	0	0	0	0	0	0	125	920	1047	0	0	119	0	89	122	123	0	0	0	0	0	0	456	424	0	121	101	0
LRSAM1	57.615385	0	0	0	0	0	0	0	0	0	112	161	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0	0	0	0	0	0	0	0	125	920	1047	0	0	119	0	89	122	123	0	0	0	0	0	0	456	424	0	121	101	0
CRYBB2	57.461538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	269	0	0	0	0	0	361	427	910	957	775	555	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	57.371795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	181	218	125	0	0	0	0	0	0	91	0	189	216	155	0	0	0	737	0	0	0	0	0	0	815	960	0	537	102	0
MACROH2A1	56.141026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	165	0	226	230	388	0	0	372	414	584	0	234	210	0	112	0	923	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0
TAS1R1	55.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	0	0	0	0	0	0	0	0	0	868	910	145	244	163	153	100	211	101	0	0	0	0	0	0	413	461	0	97	0	0
NOL9	55.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	0	0	0	0	0	0	0	0	0	868	910	145	244	163	153	100	211	101	0	0	0	0	0	0	413	461	0	97	0	0
REST	55.820513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	563	673	703	193	226	0	184	147	0	1493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0
HSBP1	55.256410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	79	0	0	0	0	0	0	0	1226	1326	0	0	0	0	0	115	0	0	0	0	0	0	0	554	760	0	110	0	0
NCAPG	55.205128	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	1188	920	76	83	108	99	109	153	114	0	0	0	0	0	0	439	442	0	0	109	0
NAA38	55.064103	0	0	0	0	0	0	0	0	0	0	164	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	0	125	158	0	0	0	0	0	0	815	861	84	88	0	150	174	262	128	0	0	0	0	0	0	420	323	0	104	0	0
RPL10A	54.166667	0	0	0	0	0	0	0	0	0	134	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0	0	0	170	156	718	635	125	159	103	0	98	132	133	0	0	0	0	0	0	436	430	0	119	93	0
ESRP1	54.128205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1320	1217	0	0	0	0	0	0	0	0	0	0	0	0	0	870	815	0	0	0	0
GIMAP5	54.038462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	703	0	649	0	909	0	0	284	0	1503	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAA35	54.012821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	247	0	0	0	0	0	0	0	0	0	1060	1142	0	147	0	0	105	0	0	0	0	0	0	0	0	497	692	0	154	88	0
CYB5D1	53.730769	0	0	0	0	0	0	0	0	0	0	164	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	0	125	158	0	0	0	0	0	0	815	861	84	88	0	150	174	262	128	0	0	0	0	0	0	420	323	0	0	0	0
CDC14B	52.910256	0	0	0	0	0	0	0	632	1195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	753	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	474	605	0
EIF5	51.256410	0	0	0	0	0	0	0	95	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	0	0	0	0	0	0	0	0	0	1134	1013	105	115	0	0	0	0	0	0	0	0	0	0	0	280	441	0	208	144	0
EYA1	51.192308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	449	182	182	581	796	221	0	0	827	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP7	51.128205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	507	167	131	153	293	144	0	0	446	0	118	0	0	0	0	247	0	247	0	0	0	0	704	0	137	0	0	208	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARPC2	50.987179	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	441	0	281	614	1025	530	0	154	680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0
TIPIN	50.192308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	1287	1139	0	64	135	69	71	83	0	0	0	0	0	0	0	395	388	0	0	0	0
PRSS56	50.128205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	142	0	0	181	0	534	0	253	0	0	0	0	258	560	137	0	0	877	671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ECHS1	50.025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	1164	1140	0	0	100	111	0	53	0	0	0	0	0	0	0	514	595	0	0	0	0
NANS	50.012821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1137	1265	0	0	0	0	0	0	0	0	0	0	0	0	0	588	763	0	148	0	0
UTS2	49.846154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	149	178	797	929	424	0	218	854	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TACC2	49.461538	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	323	0	0	0	0	0	189	0	0	0	242	0	0	264	245	330	293	434	288	0	0	0	869	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0
ZNF587B	48.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	277	0	497	1107	284	0	217	1077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAOA	48.435897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	438	206	289	0	0	0	157	0	0	220	545	0	0	237	173	309	0	0	0	0	0	0	777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFP36L1	48.256410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	103	1134	908	0	0	0	0	0	0	0	0	0	0	0	0	0	466	359	0	119	0	0
SMG5	48.012821	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	67	88	0	0	0	78	0	0	0	852	891	0	0	103	95	0	123	128	0	0	0	0	0	0	264	394	0	236	129	0
ERAP2	48.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	487	0	182	537	683	405	112	209	822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0
YAP1	47.576923	0	0	0	0	0	0	0	511	1616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	249	0	355	252	0
TTC23	47.448718	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	1027	1044	0	0	0	0	0	115	0	0	0	0	0	0	0	396	556	0	135	0	0
LRRC28	47.448718	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	1027	1044	0	0	0	0	0	115	0	0	0	0	0	0	0	396	556	0	135	0	0
LGR5	47.320513	0	0	0	0	0	0	0	441	514	0	0	0	0	0	0	0	0	169	172	254	432	0	0	179	1259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	145	0
FAM151A	47.294872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	471	0	187	561	988	402	0	0	896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM72D	47.243590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	113	0	0	0	0	176	165	398	224	419	148	0	0	0	732	236	158	0	0	288	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0
ALDH7A1	47.217949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	979	804	0	0	0	0	0	0	0	0	0	0	0	0	0	881	834	0	185	0	0
NOL11	47.064103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	1209	1315	0	0	0	0	0	0	0	0	0	0	0	0	0	307	380	0	173	104	0
ZNF143	47.012821	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	800	513	0	0	0	0	0	0	0	0	0	0	0	0	0	1024	815	0	167	87	0
