Target_genes	ZNF398|Average	SRX3322508|293	SRX3322509|293	SRX6742746|hES_BG01V	SRX6742745|hESC_H9	SRX16497164|K-562	SRX16497166|K-562	STRING
CCDC40	412.833333	1090	1387	0	0	0	0	0
PDP1	412.000000	1084	1388	0	0	0	0	0
SMAD2	411.666667	802	1581	87	0	0	0	0
CROCC	411.666667	1000	1320	0	150	0	0	0
SLC38A2	411.500000	1042	1427	0	0	0	0	0
HSCB	410.833333	965	1500	0	0	0	0	0
CHEK2	410.833333	965	1500	0	0	0	0	0
ZHX2	409.833333	1039	1420	0	0	0	0	0
HBP1	409.833333	964	1495	0	0	0	0	0
CSRNP1	409.666667	862	1596	0	0	0	0	0
ABCF2	409.666667	952	1506	0	0	0	0	0
CBFA2T2	409.000000	908	1546	0	0	0	0	0
ZBTB12	408.666667	1098	1354	0	0	0	0	0
MYO9B	408.666667	1051	1401	0	0	0	0	0
HAUS8	408.666667	1051	1401	0	0	0	0	0
ARHGEF6	408.666667	1030	1422	0	0	0	0	0
IFNAR1	408.333333	1140	1310	0	0	0	0	0
PRKCH	408.166667	938	1511	0	0	0	0	0
BAIAP2L1	408.166667	1088	1361	0	0	0	0	0
PLEKHG3	407.000000	960	1482	0	0	0	0	0
POLR2H	406.166667	1073	1364	0	0	0	0	0
CLCN2	406.166667	1073	1364	0	0	0	0	0
UBE2R2	406.000000	879	1331	0	226	0	0	0
JDP2	405.500000	983	1450	0	0	0	0	0
P3H4	404.666667	966	1342	0	120	0	0	0
FKBP10	404.666667	966	1342	0	120	0	0	0
ASCL5	404.000000	1159	1265	0	0	0	0	0
APOBEC3C	404.000000	982	1442	0	0	0	0	0
TFAP4	403.500000	1135	1286	0	0	0	0	0
NSD1	403.500000	949	1472	0	0	0	0	0
ADRM1	401.500000	1062	1347	0	0	0	0	0
UTP4	401.000000	939	1467	0	0	0	0	0
DERPC	401.000000	939	1467	0	0	0	0	0
CHTF8	401.000000	939	1467	0	0	0	0	0
PRKAR2B	400.833333	1000	1405	0	0	0	0	0
KCNB1	400.833333	966	1439	0	0	0	0	0
NAMPT	400.000000	910	1490	0	0	0	0	0
TMEM65	399.333333	967	1429	0	0	0	0	0
SALL1	398.666667	752	1640	0	0	0	0	0
NR1D2	398.166667	1074	1315	0	0	0	0	0
SFRP5	397.666667	1011	1375	0	0	0	0	0
CASP7	397.000000	1000	1382	0	0	0	0	0
UBE2I	396.833333	1159	1222	0	0	0	0	0
ATP13A3	396.333333	805	1573	0	0	0	0	0
WLS	394.833333	1108	1261	0	0	0	0	0
AKT3	394.833333	1043	1326	0	0	0	0	0
DPY19L4	394.666667	894	1474	0	0	0	0	0
SP8	394.166667	958	1407	0	0	0	0	0
PRRT4	394.166667	1208	1157	0	0	0	0	0
CNOT2	394.000000	976	1388	0	0	0	0	0
HOXC4	393.500000	1063	1298	0	0	0	0	0
FOXF1	392.000000	1019	1333	0	0	0	0	0
ZNF821	391.666667	945	1405	0	0	0	0	0
SLC44A1	391.500000	573	1776	0	0	0	0	0
URM1	391.333333	927	1421	0	0	0	0	0
TIMP1	391.000000	831	1515	0	0	0	0	0
ADNP	390.833333	849	1204	0	292	0	0	0
NKX3-1	389.666667	1033	1305	0	0	0	0	0
FAM131A	389.666667	793	1545	0	0	0	0	0
NPEPPS	389.333333	942	1297	0	97	0	0	0
CTTNBP2	388.333333	969	1361	0	0	0	0	0
PPIP5K1	388.166667	1175	1154	0	0	0	0	0
B3GNT3	387.166667	1007	1316	0	0	0	0	0
CORO1C	386.666667	878	1442	0	0	0	0	0
TENT4A	385.333333	869	1443	0	0	0	0	0
LIF	385.333333	832	1480	0	0	0	0	0
ATP2C1	384.833333	891	1418	0	0	0	0	0
CHD2	384.666667	992	1316	0	0	0	0	0
JOSD2	384.333333	1060	1246	0	0	0	0	0
FADS2	384.333333	1027	1279	0	0	0	0	0
IGF2	384.166667	1097	1208	0	0	0	0	0
BEX3	384.000000	897	1407	0	0	0	0	0
HOXC6	383.500000	1063	1238	0	0	0	0	0
PRR5L	381.833333	1015	1276	0	0	0	0	0
HOXA3	381.166667	879	1408	0	0	0	0	0
CDKN1B	381.166667	839	1292	0	156	0	0	0
PRKCG	381.000000	793	1337	0	156	0	0	0
CLTC	381.000000	1003	1283	0	0	0	0	0
STYK1	380.333333	933	1349	0	0	0	0	0
SPOP	380.333333	1122	1160	0	0	0	0	0
IRS4	378.833333	864	1409	0	0	0	0	0
TUBB4A	378.500000	946	1325	0	0	0	0	0
CRTC1	378.000000	1003	1265	0	0	0	0	0
DIPK2A	377.666667	927	1339	0	0	0	0	0
EIF4B	377.500000	1094	1171	0	0	0	0	0
TFE3	377.333333	991	1273	0	0	0	0	0
VEZF1	377.000000	1098	1164	0	0	0	0	0
SKIDA1	376.500000	984	1275	0	0	0	0	0
SNAP29	376.000000	897	1359	0	0	0	0	0
PI4KA	376.000000	897	1359	0	0	0	0	0
IRX6	375.833333	1069	1186	0	0	0	0	0
RIPPLY2	375.500000	829	1424	0	0	0	0	0
ARHGEF9	375.000000	868	1382	0	0	0	0	0
IPO8	374.333333	931	1315	0	0	0	0	0
FAM234A	374.000000	988	1256	0	0	0	0	0
CSNK1G3	374.000000	880	1364	0	0	0	0	0
TRIM62	373.833333	1156	1087	0	0	0	0	0
EFEMP1	373.833333	942	1301	0	0	0	0	0
FRAS1	373.500000	925	1316	0	0	0	0	0
DNAJC6	373.166667	844	1256	0	139	0	0	0
SP3	372.000000	983	1249	0	0	0	0	0
FBXO41	371.833333	954	1277	0	0	0	0	0
MEIS3	371.500000	1056	1173	0	0	0	0	0
ZSWIM9	371.166667	1094	1133	0	0	0	0	0
LIG1	371.166667	1094	1133	0	0	0	0	0
CNTRL	371.000000	1047	1179	0	0	0	0	0
C5	371.000000	1047	1179	0	0	0	0	0
BASP1	370.500000	994	1229	0	0	0	0	0
ADAMTS5	370.333333	959	1263	0	0	0	0	0
MYCBP2	368.333333	1064	1146	0	0	0	0	0
ERAP1	368.166667	866	1343	0	0	0	0	0
FCHSD2	367.666667	1049	1157	0	0	0	0	0
TCF7L1	367.333333	993	1211	0	0	0	0	0
NFKB1	367.166667	968	1235	0	0	0	0	0
BMI1	366.166667	833	1364	0	0	0	0	0
XPOT	366.000000	917	1279	0	0	0	0	0
SMARCD3	366.000000	993	1203	0	0	0	0	0
TTC9	365.666667	983	1211	0	0	0	0	0
PHLDA3	365.000000	1007	1183	0	0	0	0	0
CPNE5	365.000000	879	1311	0	0	0	0	0
GABPB2	364.833333	1044	1145	0	0	0	0	0
PAN3	364.333333	883	1185	0	118	0	0	0
SPTBN1	364.166667	903	1282	0	0	0	0	0
SLFN5	364.166667	933	1252	0	0	0	0	0
CELF4	363.333333	937	1243	0	0	0	0	0
VAX2	363.166667	957	1222	0	0	0	0	0
SYT14	361.500000	1029	1140	0	0	0	0	0
PFKL	361.500000	797	1372	0	0	0	0	0
SLCO4C1	361.333333	830	1338	0	0	0	0	0
TPM3	361.000000	935	1231	0	0	0	0	0
NDRG2	361.000000	989	1177	0	0	0	0	0
ARHGEF40	361.000000	989	1177	0	0	0	0	0
ECI2	360.666667	889	1275	0	0	0	0	0
REV3L	360.333333	871	1291	0	0	0	0	0
HIF1A	359.666667	913	1245	0	0	0	0	0
EGR2	359.333333	890	1266	0	0	0	0	0
CAMSAP2	359.166667	925	1230	0	0	0	0	0
CATSPERG	358.833333	1026	1127	0	0	0	0	0
LAMB2	358.666667	873	1279	0	0	0	0	0
DLX1	358.000000	879	1269	0	0	0	0	0
FOXA2	357.833333	889	1258	0	0	0	0	0
PIM1	357.333333	927	1217	0	0	0	0	0
MOV10	356.833333	869	1272	0	0	0	0	0
TFCP2	356.333333	1052	1086	0	0	0	0	0
UBB	356.166667	1044	1093	0	0	0	0	0
SPATA9	356.166667	846	1291	0	0	0	0	0
RHOBTB3	356.166667	846	1291	0	0	0	0	0
AMPH	356.000000	765	1371	0	0	0	0	0
SINHCAF	355.833333	947	1188	0	0	0	0	0
PARP8	355.500000	852	1281	0	0	0	0	0
ZBTB37	354.166667	1006	1119	0	0	0	0	0
PDF	353.333333	852	1268	0	0	0	0	0
SOX5	353.000000	848	1270	0	0	0	0	0
NFIC	352.500000	1016	1099	0	0	0	0	0
TLX1	352.333333	894	1220	0	0	0	0	0
HTR3A	352.333333	807	1307	0	0	0	0	0
ARHGEF2	351.833333	800	1180	0	131	0	0	0
SSTR2	351.333333	905	1203	0	0	0	0	0
GAP43	351.000000	869	1237	0	0	0	0	0
PPP1R18	350.833333	862	1243	0	0	0	0	0
MEX3A	350.833333	906	1199	0	0	0	0	0
NRCAM	350.333333	714	1388	0	0	0	0	0
PTOV1	350.166667	823	1278	0	0	0	0	0
PCDH18	350.166667	813	1128	0	160	0	0	0
COL13A1	350.166667	882	1219	0	0	0	0	0
BRIP1	350.166667	968	1133	0	0	0	0	0
MOB1B	349.166667	920	1175	0	0	0	0	0
LZTS3	349.000000	843	1251	0	0	0	0	0
ADCK2	348.666667	808	1284	0	0	0	0	0
SUPT3H	348.500000	973	1118	0	0	0	0	0
TMEM35B	347.666667	703	1383	0	0	0	0	0
BATF3	347.666667	940	1146	0	0	0	0	0
ZKSCAN2	347.333333	698	1386	0	0	0	0	0
CSNK1G1	347.000000	804	1278	0	0	0	0	0
CLPX	347.000000	596	879	0	0	220	387	0
TAGLN2	346.666667	800	1280	0	0	0	0	0
AHCYL1	346.666667	804	1276	0	0	0	0	0
FRMD5	346.500000	997	1082	0	0	0	0	0
CAMKK1	346.333333	857	1221	0	0	0	0	0
NUMA1	346.166667	803	1274	0	0	0	0	0
LRTOMT	346.166667	803	1274	0	0	0	0	0
PCMT1	346.000000	798	1278	0	0	0	0	0
MSI1	345.666667	784	1290	0	0	0	0	0
SMC1A	345.333333	931	1141	0	0	0	0	0
RIBC1	345.333333	931	1141	0	0	0	0	0
TEP1	344.833333	820	1249	0	0	0	0	0
PRKD2	344.333333	830	1236	0	0	0	0	0
AP1G1	343.833333	788	1275	0	0	0	0	0
PTGS2	343.500000	881	1180	0	0	0	0	0
CAMK2D	343.166667	825	1234	0	0	0	0	0
CARMIL1	342.833333	775	1282	0	0	0	0	0
MRPL32	342.166667	830	1223	0	0	0	0	0
XKR6	341.666667	897	1153	0	0	0	0	0
ELOVL2	340.500000	865	1178	0	0	0	0	0
SESN2	340.166667	859	1182	0	0	0	0	0
PJA1	340.000000	930	1110	0	0	0	0	0
COL12A1	339.333333	794	1242	0	0	0	0	0
MAP4	339.000000	980	1054	0	0	0	0	0
KAT2B	338.666667	808	1224	0	0	0	0	0
ANKS1B	338.666667	822	1210	0	0	0	0	0
IRS2	338.166667	923	1106	0	0	0	0	0
HIGD2B	338.166667	865	1164	0	0	0	0	0
BBS4	338.166667	865	1164	0	0	0	0	0
HDHD3	337.666667	786	1240	0	0	0	0	0
LCOR	337.500000	535	1287	0	203	0	0	0
AXL	336.166667	904	1113	0	0	0	0	0
RNF121	335.833333	834	1181	0	0	0	0	0
LOC100133315	335.833333	834	1181	0	0	0	0	0
RBM14-RBM4	335.666667	766	1248	0	0	0	0	0
RBM14	335.666667	766	1248	0	0	0	0	0
SOCS5	335.000000	864	1146	0	0	0	0	0
ZNF827	334.500000	849	1158	0	0	0	0	0
BRWD1	334.500000	905	1102	0	0	0	0	0
MOSPD1	333.833333	743	1260	0	0	0	0	0
FGFR1	333.333333	887	1113	0	0	0	0	0
SETD1B	332.166667	812	1181	0	0	0	0	0
SH3BGRL3	331.833333	859	1132	0	0	0	0	0
ARRB2	331.166667	803	1184	0	0	0	0	0
GDF7	330.000000	728	1252	0	0	0	0	0
SCYL2	329.500000	814	1163	0	0	0	0	0
DEPDC4	329.500000	814	1163	0	0	0	0	0
PTK6	329.333333	806	1170	0	0	0	0	0
RBMS1	329.166667	750	1116	0	109	0	0	0
MLLT3	328.666667	927	1045	0	0	0	0	0
CCN1	328.666667	928	1044	0	0	0	0	0
YJU2	328.500000	1012	959	0	0	0	0	0
LDB1	328.500000	792	1116	0	63	0	0	0
CDK4	328.333333	831	1139	0	0	0	0	0
CDC42BPA	328.000000	851	1117	0	0	0	0	0
SH3PXD2A	327.833333	835	1132	0	0	0	0	0
SNX11	327.666667	816	1150	0	0	0	0	0
PPP4R4	327.500000	837	1128	0	0	0	0	0
SYN2	327.333333	926	1038	0	0	0	0	0
MAPT	327.166667	718	1245	0	0	0	0	0
TCF7L2	326.333333	781	1177	0	0	0	0	0
SLIT1	326.333333	648	1310	0	0	0	0	0
TIAM1	326.166667	717	1240	0	0	0	0	0
AMOTL2	325.833333	903	915	0	137	0	0	0
NXPH4	325.666667	840	1114	0	0	0	0	0
YARS1	324.833333	838	985	0	126	0	0	0
TTC23	324.833333	708	1241	0	0	0	0	0
SCN9A	324.833333	705	1244	0	0	0	0	0
S100PBP	324.833333	838	985	0	126	0	0	0
LRRC28	324.833333	708	1241	0	0	0	0	0
IFT88	324.333333	701	1245	0	0	0	0	0
PROX1	324.166667	803	1142	0	0	0	0	0
CEP170B	324.000000	710	1234	0	0	0	0	0
SIRPA	323.833333	776	1167	0	0	0	0	0
KCNK9	323.000000	694	1244	0	0	0	0	0
ELAVL2	322.833333	734	1203	0	0	0	0	0
PATZ1	322.666667	807	1129	0	0	0	0	0
GABBR1	322.666667	743	1193	0	0	0	0	0
RAPGEF2	322.500000	808	1127	0	0	0	0	0
ANO6	321.666667	853	1077	0	0	0	0	0
PHLPP1	321.166667	589	1338	0	0	0	0	0
ANP32E	321.166667	950	977	0	0	0	0	0
HS3ST3B1	320.833333	925	1000	0	0	0	0	0
HOXD8	320.333333	747	1175	0	0	0	0	0
EEF1A1	320.333333	120	173	811	818	0	0	0
PAFAH1B1	320.166667	830	1091	0	0	0	0	0
RSF1	320.000000	797	1047	0	76	0	0	0
RAB8A	320.000000	777	1143	0	0	0	0	0
AAMDC	320.000000	797	1047	0	76	0	0	0
GATA6	319.166667	857	1058	0	0	0	0	0
HPSE2	319.000000	847	1067	0	0	0	0	0
RIN2	318.833333	893	1020	0	0	0	0	0
YWHAB	318.333333	843	1067	0	0	0	0	0
CHD4	318.166667	999	910	0	0	0	0	0
TTC3	317.833333	774	1133	0	0	0	0	0
PIGP	317.833333	774	1133	0	0	0	0	0
SNPH	317.500000	731	1174	0	0	0	0	0
DNAJB2	317.333333	733	1171	0	0	0	0	0
BAG6	317.333333	891	1013	0	0	0	0	0
TRIP6	317.166667	768	1135	0	0	0	0	0
MEIS2	316.666667	832	1068	0	0	0	0	0
TUBB4B	315.833333	707	1188	0	0	0	0	0
NRP1	315.833333	809	1086	0	0	0	0	0
SRFBP1	315.333333	945	947	0	0	0	0	0
NPPC	314.333333	738	1148	0	0	0	0	0
SRC	314.166667	732	1153	0	0	0	0	0
CDC42EP1	314.000000	720	1050	0	114	0	0	0
NMRK2	312.666667	753	1123	0	0	0	0	0
GALNT7	312.666667	755	1121	0	0	0	0	0
FNTA	312.666667	843	1033	0	0	0	0	0
GATAD2B	312.333333	874	1000	0	0	0	0	0
CIC	312.333333	765	1109	0	0	0	0	0
FAM53C	312.166667	913	960	0	0	0	0	0
CDC25C	312.166667	913	960	0	0	0	0	0
CDC42	311.833333	710	1161	0	0	0	0	0
DISC1	311.333333	823	1045	0	0	0	0	0
RAP1A	311.166667	590	1277	0	0	0	0	0
SYT11	311.000000	783	1083	0	0	0	0	0
GON4L	311.000000	783	1083	0	0	0	0	0
TMBIM1	310.833333	768	1097	0	0	0	0	0
GDF5	310.833333	903	962	0	0	0	0	0
LEPROT	310.666667	796	1068	0	0	0	0	0
LEPR	310.666667	796	1068	0	0	0	0	0
TLCD1	310.500000	800	1063	0	0	0	0	0
MMP16	310.333333	827	1035	0	0	0	0	0
BRWD3	310.000000	891	969	0	0	0	0	0
BEST1	310.000000	822	1038	0	0	0	0	0
RNF220	309.166667	898	957	0	0	0	0	0
VLDLR	309.000000	712	1142	0	0	0	0	0
TMCO3	308.666667	804	1048	0	0	0	0	0
DCUN1D2	308.666667	804	1048	0	0	0	0	0
RUNX1T1	308.166667	761	1088	0	0	0	0	0
KAT6B	308.166667	732	1117	0	0	0	0	0
MTCH1	308.000000	814	1034	0	0	0	0	0
HMGCLL1	307.666667	773	1073	0	0	0	0	0
CNN1	307.666667	698	1148	0	0	0	0	0
C6orf132	307.500000	827	1018	0	0	0	0	0
SATB1	307.000000	743	1099	0	0	0	0	0
EFCAB13	307.000000	784	1058	0	0	0	0	0
XRCC6	306.500000	820	1019	0	0	0	0	0
DESI1	306.500000	820	1019	0	0	0	0	0
TIGD1	306.166667	703	1134	0	0	0	0	0
EIF4E2	306.166667	703	1134	0	0	0	0	0
PSIP1	305.500000	638	1195	0	0	0	0	0
STAU1	305.333333	600	1232	0	0	0	0	0
TRIM8	304.666667	897	931	0	0	0	0	0
SLC27A3	303.833333	757	1066	0	0	0	0	0
POC1B-GALNT4	303.833333	787	1036	0	0	0	0	0
GALNT4	303.833333	787	1036	0	0	0	0	0
MTSS2	303.333333	608	1212	0	0	0	0	0
NDNF	302.833333	842	975	0	0	0	0	0
ETV5	302.666667	872	944	0	0	0	0	0
TMEM255A	302.166667	816	997	0	0	0	0	0
RMI1	302.000000	862	950	0	0	0	0	0
HNRNPK	302.000000	862	950	0	0	0	0	0
HAUS4	301.666667	703	1107	0	0	0	0	0
FBLN1	301.500000	637	1085	0	87	0	0	0
PPP1CC	301.000000	730	1076	0	0	0	0	0
BTN2A2	300.666667	697	1107	0	0	0	0	0
TMEM271	300.500000	827	976	0	0	0	0	0
SLC25A6	300.500000	933	870	0	0	0	0	0
KLF7	300.500000	813	990	0	0	0	0	0
KLF5	300.000000	653	1147	0	0	0	0	0
SCN1B	299.666667	876	922	0	0	0	0	0
PRKAA2	299.500000	636	1161	0	0	0	0	0
SPRED1	299.333333	837	959	0	0	0	0	0
PLAGL1	299.333333	597	1199	0	0	0	0	0
CASKIN2	299.333333	652	1144	0	0	0	0	0
MTRNR2L2	299.166667	0	0	1582	213	0	0	0
PRKCE	298.666667	804	988	0	0	0	0	0
GPATCH8	298.500000	745	1046	0	0	0	0	0
CAMK1D	298.333333	769	1021	0	0	0	0	0
TAB2	297.833333	665	1122	0	0	0	0	0
PCBP2	297.666667	716	1070	0	0	0	0	0
YWHAZ	297.500000	784	1001	0	0	0	0	0
MRPL55	297.333333	730	1054	0	0	0	0	0
HIP1	297.333333	646	1138	0	0	0	0	0
FUCA2	297.333333	621	1163	0	0	0	0	0
SOWAHD	297.166667	732	1051	0	0	0	0	0
DEDD2	296.833333	667	1003	0	111	0	0	0
MAP3K12	296.666667	985	795	0	0	0	0	0
KIFC2	296.000000	672	1104	0	0	0	0	0
CYHR1	296.000000	672	1104	0	0	0	0	0
DNAJC27	295.500000	630	1143	0	0	0	0	0
LUZP1	295.000000	440	1330	0	0	0	0	0
MCM3	294.833333	798	971	0	0	0	0	0
HDGFL3	294.666667	680	1088	0	0	0	0	0
SAMD14	294.333333	731	1035	0	0	0	0	0
CSDC2	294.333333	999	767	0	0	0	0	0
KMT2A	294.166667	742	929	0	94	0	0	0
CHD3	293.833333	768	995	0	0	0	0	0
SPATA1	293.500000	693	1068	0	0	0	0	0
PCED1B	293.500000	448	1313	0	0	0	0	0
GNG5	293.500000	693	1068	0	0	0	0	0
AMIGO2	293.500000	448	1313	0	0	0	0	0
MAP3K11	293.333333	768	992	0	0	0	0	0
RASL10B	292.833333	625	1132	0	0	0	0	0
CRLF3	292.666667	676	1080	0	0	0	0	0
TTC39C	292.333333	622	1132	0	0	0	0	0
KCTD9	292.166667	673	1080	0	0	0	0	0
ICAM5	292.166667	735	1018	0	0	0	0	0
COL14A1	292.166667	702	1051	0	0	0	0	0
CDCA2	292.166667	673	1080	0	0	0	0	0
ZBTB7A	292.000000	751	1001	0	0	0	0	0
ATXN3	291.833333	732	1019	0	0	0	0	0
ZBTB20	291.666667	817	933	0	0	0	0	0
CRB1	291.333333	593	1155	0	0	0	0	0
BCL7A	291.000000	715	1031	0	0	0	0	0
PPP2R5B	289.500000	792	945	0	0	0	0	0
WDR45	289.166667	791	944	0	0	0	0	0
IPMK	288.833333	675	1058	0	0	0	0	0
CISD1	288.833333	675	1058	0	0	0	0	0
B4GALT5	288.833333	651	1082	0	0	0	0	0
NCOR2	288.666667	633	1099	0	0	0	0	0
ANP32B	288.166667	766	963	0	0	0	0	0
NCOA1	287.833333	604	1123	0	0	0	0	0
UBE2Q1	287.666667	797	929	0	0	0	0	0
STMN3	287.500000	777	948	0	0	0	0	0
RNF150	287.000000	820	902	0	0	0	0	0
MLLT10	286.833333	702	1019	0	0	0	0	0
YEATS4	286.500000	698	1021	0	0	0	0	0
HMGN2	286.500000	572	1147	0	0	0	0	0
TIGD2	286.333333	757	961	0	0	0	0	0
CEP85L	286.000000	798	918	0	0	0	0	0
LIN54	285.500000	759	954	0	0	0	0	0
APOLD1	285.500000	689	1024	0	0	0	0	0
SETD5	285.000000	749	961	0	0	0	0	0
TRERF1	284.833333	698	1011	0	0	0	0	0
TRABD2B	284.666667	678	1030	0	0	0	0	0
GRM8	284.666667	555	1153	0	0	0	0	0
SLC35B2	283.000000	702	996	0	0	0	0	0
TRIM45	282.833333	699	998	0	0	0	0	0
RPL12	282.666667	690	1006	0	0	0	0	0
LRSAM1	282.666667	690	1006	0	0	0	0	0
SYNGR3	282.500000	758	937	0	0	0	0	0
SERINC2	282.333333	658	1036	0	0	0	0	0
OCLN	282.000000	608	1084	0	0	0	0	0
LSR	281.666667	643	1047	0	0	0	0	0
FCGRT	281.666667	677	1013	0	0	0	0	0
CAVIN1	281.333333	697	991	0	0	0	0	0
ZFHX3	280.833333	795	890	0	0	0	0	0
HIVEP3	280.000000	689	991	0	0	0	0	0
FOXJ2	280.000000	600	1002	0	78	0	0	0
CCSER1	279.833333	773	906	0	0	0	0	0
NEDD4L	279.666667	426	1252	0	0	0	0	0
TMEM256	279.166667	702	973	0	0	0	0	0
RNF187	278.833333	694	979	0	0	0	0	0
WFIKKN1	278.333333	696	974	0	0	0	0	0
RFX3	278.333333	773	897	0	0	0	0	0
KPNB1	278.333333	683	987	0	0	0	0	0
ACAP2	278.000000	661	1007	0	0	0	0	0
PKNOX2	277.666667	631	1035	0	0	0	0	0
BBC3	277.666667	788	878	0	0	0	0	0
ACBD5	277.500000	812	853	0	0	0	0	0
CCDC136	277.333333	645	1019	0	0	0	0	0
TGFBR3	277.166667	568	1095	0	0	0	0	0
LCORL	277.000000	767	895	0	0	0	0	0
TCF4	276.833333	655	1006	0	0	0	0	0
SH3D19	276.833333	673	988	0	0	0	0	0
HOXC5	276.500000	814	845	0	0	0	0	0
SHISA8	276.166667	506	1151	0	0	0	0	0
FAM161A	276.166667	597	1060	0	0	0	0	0
BHLHE23	276.000000	581	1075	0	0	0	0	0
ADGRE5	274.500000	752	895	0	0	0	0	0
RUNDC3A	274.333333	594	1052	0	0	0	0	0
PPP2R5C	274.333333	773	873	0	0	0	0	0
WNT7B	274.000000	677	967	0	0	0	0	0
ORC4	273.833333	608	1035	0	0	0	0	0
MBD5	273.833333	608	1035	0	0	0	0	0
UPF2	273.666667	737	905	0	0	0	0	0
PYROXD2	273.666667	584	1058	0	0	0	0	0
USP11	273.500000	619	1022	0	0	0	0	0
SNAP47	273.500000	763	878	0	0	0	0	0
JMJD4	273.500000	763	878	0	0	0	0	0
SPRING1	273.333333	780	860	0	0	0	0	0
RNFT2	273.333333	780	860	0	0	0	0	0
FHOD1	273.333333	668	972	0	0	0	0	0
MRPS26	273.166667	630	1009	0	0	0	0	0
BTN3A2	273.166667	715	924	0	0	0	0	0
NDEL1	273.000000	598	1040	0	0	0	0	0
TBCC	272.833333	694	943	0	0	0	0	0
BICRAL	272.833333	694	943	0	0	0	0	0
BICDL1	272.333333	526	1108	0	0	0	0	0
GET4	271.500000	845	784	0	0	0	0	0
TSC22D1	270.166667	597	1024	0	0	0	0	0
KANK2	270.166667	540	995	0	86	0	0	0
ITGB4	269.833333	622	997	0	0	0	0	0
BANP	269.833333	439	1009	0	171	0	0	0
MBD6	269.666667	701	917	0	0	0	0	0
CHRFAM7A	269.666667	718	900	0	0	0	0	0
VSTM2B	269.166667	637	978	0	0	0	0	0
CDC37	268.666667	751	861	0	0	0	0	0
THUMPD2	268.500000	600	1011	0	0	0	0	0
TMSB15B	268.333333	626	984	0	0	0	0	0
CHEK1	267.666667	626	980	0	0	0	0	0
RAP2C	267.333333	705	899	0	0	0	0	0
PLS3	267.166667	691	912	0	0	0	0	0
LRRC4B	267.166667	674	929	0	0	0	0	0
POU6F1	266.666667	647	953	0	0	0	0	0
NKX2-1	266.500000	592	1007	0	0	0	0	0
APEH	266.500000	666	933	0	0	0	0	0
STAG2	265.666667	681	913	0	0	0	0	0
IFNAR2	265.500000	539	1054	0	0	0	0	0
HTT	265.500000	698	895	0	0	0	0	0
SNX16	265.166667	135	353	255	848	0	0	0
DOC2A	265.000000	688	902	0	0	0	0	0
SIX1	264.666667	631	957	0	0	0	0	0
PRRX1	264.166667	714	871	0	0	0	0	0
GFRA3	264.166667	660	925	0	0	0	0	0
RRAGD	264.000000	510	1074	0	0	0	0	0
EPB41L3	264.000000	642	942	0	0	0	0	0
DTX4	264.000000	669	915	0	0	0	0	0
REM2	263.666667	571	1011	0	0	0	0	0
PLEKHA2	263.000000	452	1126	0	0	0	0	0
SLC7A6OS	262.833333	616	961	0	0	0	0	0
PRMT7	262.833333	616	961	0	0	0	0	0
NUP153	262.500000	637	938	0	0	0	0	0
SLC12A2	262.333333	656	918	0	0	0	0	0
MATK	262.333333	634	940	0	0	0	0	0
SKAP2	262.166667	654	919	0	0	0	0	0
NDRG4	262.166667	604	969	0	0	0	0	0
MLEC	261.500000	619	950	0	0	0	0	0
SH3PXD2B	261.333333	535	1033	0	0	0	0	0
RBX1	261.166667	698	869	0	0	0	0	0
DHX15	261.166667	632	935	0	0	0	0	0
ZSWIM2	260.833333	665	900	0	0	0	0	0
CABIN1	260.500000	869	694	0	0	0	0	0
NREP	260.333333	492	1070	0	0	0	0	0
BEND5	260.333333	567	995	0	0	0	0	0
SLC39A7	260.166667	692	869	0	0	0	0	0
RXRB	260.166667	692	869	0	0	0	0	0
PRKG1	260.166667	629	932	0	0	0	0	0
PAPOLA	260.166667	426	1135	0	0	0	0	0
NR2C2	260.000000	558	1002	0	0	0	0	0
GPRC5A	260.000000	669	891	0	0	0	0	0
ADAMTS16	259.833333	641	918	0	0	0	0	0
CDK6	259.666667	694	864	0	0	0	0	0
ATF1	259.500000	553	1004	0	0	0	0	0
PIP5KL1	259.166667	630	925	0	0	0	0	0
ZSWIM8	259.000000	605	949	0	0	0	0	0
ZSCAN22	258.500000	653	898	0	0	0	0	0
NEIL1	258.500000	587	964	0	0	0	0	0
EPHB1	258.000000	594	954	0	0	0	0	0
SYT17	257.833333	611	936	0	0	0	0	0
CNNM2	257.666667	811	735	0	0	0	0	0
CLK2	257.666667	622	924	0	0	0	0	0
YBX3	257.500000	621	924	0	0	0	0	0
ETS1	257.500000	585	960	0	0	0	0	0
CSF1	256.833333	506	1035	0	0	0	0	0
JUN	256.500000	620	919	0	0	0	0	0
DUSP16	256.500000	557	982	0	0	0	0	0
WDR87	256.166667	664	873	0	0	0	0	0
SIPA1L3	256.166667	664	873	0	0	0	0	0
STXBP1	255.666667	592	942	0	0	0	0	0
HOXA9	255.666667	633	901	0	0	0	0	0
PRPSAP1	255.500000	595	938	0	0	0	0	0
MFGE8	255.500000	581	952	0	0	0	0	0
RIMBP2	254.833333	673	856	0	0	0	0	0
RBBP7	254.833333	572	957	0	0	0	0	0
PIP4P2	254.333333	435	982	109	0	0	0	0
NUP50	254.000000	489	1035	0	0	0	0	0
DTX3	253.833333	586	937	0	0	0	0	0
FGF2	253.666667	580	942	0	0	0	0	0
