Target_genes	UBTF|Average	SRX2423977|GM12878	SRX2423978|GM12878	SRX2424229|HeLa	SRX2424230|HeLa	SRX10478330|Hep_G2	SRX10478331|Hep_G2	SRX1519704|hESC_H9	SRX1519705|hESC_H9	SRX150418|K-562	SRX150721|K-562	SRX23177015|PLC/PRF/5	SRX23177016|PLC/PRF/5	STRING
NUDT4	254.916667	0	0	0	0	1569	660	0	0	358	472	0	0	0
TOR1B	254.750000	0	0	0	0	1056	441	0	0	630	930	0	0	0
CPPED1	254.666667	0	0	0	0	1206	1090	0	0	127	470	163	0	0
XKR7	254.583333	0	0	0	0	1522	882	0	0	174	477	0	0	0
RDH14	254.416667	0	0	0	0	1935	546	0	0	205	367	0	0	0
RIMBP3	254.333333	0	0	0	0	1172	537	0	0	519	824	0	0	0
SYNPO2	254.166667	0	0	0	0	977	318	397	272	343	743	0	0	0
TMEM230	254.000000	0	0	0	0	1121	1010	0	0	254	474	189	0	0
SLC22A5	254.000000	0	0	0	0	1789	804	0	0	117	338	0	0	0
RWDD1	253.916667	0	0	0	0	1298	708	0	0	284	581	176	0	0
MXD1	253.750000	0	0	0	0	1130	641	0	0	277	482	285	230	0
STEAP2	253.583333	0	0	0	0	1837	1206	0	0	0	0	0	0	0
ATL2	253.333333	0	0	0	0	1250	444	0	0	501	685	160	0	0
COX5A	253.166667	0	0	0	81	1063	625	0	0	280	393	375	221	0
PERP	253.000000	0	0	0	0	1578	525	0	0	126	486	244	77	0
SNX3	252.750000	0	0	0	0	1038	883	0	0	194	570	192	156	0
MED23	252.416667	0	0	0	0	1222	1119	0	0	190	361	137	0	0
PHF8	251.750000	78	107	0	0	891	700	0	0	626	619	0	0	0
ARPC1A	251.583333	0	0	0	0	1403	712	0	0	300	604	0	0	0
SMIM20	251.083333	0	0	0	0	1193	779	0	0	328	713	0	0	0
ABCB10	251.083333	0	0	0	123	1100	426	0	0	387	526	318	133	0
TFAM	250.833333	0	0	0	0	1123	817	0	0	315	755	0	0	0
CDC27	249.833333	0	0	0	0	1441	689	0	0	256	612	0	0	0
KMT2C	249.750000	0	0	0	0	1422	402	0	0	469	704	0	0	0
GAREM1	249.666667	0	0	0	0	1383	492	0	0	427	592	102	0	0
STXBP5	249.583333	0	0	0	0	1743	367	0	0	336	549	0	0	0
RAB37	249.333333	0	0	0	0	1402	1017	0	0	114	347	112	0	0
ARL6IP1	249.333333	0	0	0	0	1314	879	0	0	119	499	181	0	0
IPPK	249.166667	0	0	0	0	951	550	0	0	638	851	0	0	0
TMEM131	249.083333	0	0	0	0	1363	457	0	0	389	459	216	105	0
RSPH3	249.083333	0	0	0	0	1176	1025	0	0	249	319	220	0	0
RCN2	249.000000	0	0	0	0	1625	365	0	0	182	542	152	122	0
NFU1	249.000000	0	0	0	0	1516	901	0	0	179	392	0	0	0
NCOA7	248.916667	0	0	0	0	1710	543	0	0	233	327	174	0	0
NAA25	248.916667	131	129	0	0	1149	252	0	0	611	715	0	0	0
FAM177A1	248.666667	0	0	0	0	1408	983	0	0	188	289	116	0	0
C5orf24	248.666667	0	0	0	0	1630	467	0	0	386	501	0	0	0
TIGD6	248.416667	0	0	0	0	986	1035	0	0	189	654	117	0	0
HMGXB3	248.416667	0	0	0	0	986	1035	0	0	189	654	117	0	0
ZNF277	248.250000	0	0	0	0	1316	650	0	0	230	559	116	108	0
DOCK4	248.250000	0	0	0	0	1316	650	0	0	230	559	116	108	0
BIRC2	248.250000	0	0	0	0	1181	821	0	0	255	549	173	0	0
WDR25	248.000000	0	0	0	0	1091	951	0	0	156	460	220	98	0
WARS1	248.000000	0	0	0	0	1091	951	0	0	156	460	220	98	0
ASPH	247.833333	0	0	0	0	1332	696	0	0	286	375	189	96	0
TSGA10	247.666667	0	0	0	0	1462	954	0	0	0	148	280	128	0
CORO2A	247.666667	0	0	0	0	1083	526	0	0	538	825	0	0	0
C2orf15	247.666667	0	0	0	0	1462	954	0	0	0	148	280	128	0
MFAP3	247.333333	0	0	0	0	1390	987	0	0	118	473	0	0	0
FAM114A2	247.333333	0	0	0	0	1390	987	0	0	118	473	0	0	0
PSMA1	247.083333	0	0	0	0	1093	409	0	0	538	925	0	0	0
INPP5F	247.083333	0	0	0	0	1578	754	0	0	143	368	122	0	0
H2BC8	247.083333	0	0	0	0	1053	675	0	0	370	608	155	104	0
H2AC8	247.083333	0	0	0	0	1053	675	0	0	370	608	155	104	0
ZNF579	247.000000	0	0	0	0	849	602	0	0	430	1083	0	0	0
ZNF423	246.750000	0	0	0	0	1358	431	0	0	422	750	0	0	0
YAF2	246.666667	0	0	0	0	1395	625	0	0	278	662	0	0	0
WDR11	246.416667	0	0	0	0	1041	1145	0	0	215	556	0	0	0
PKIG	246.416667	0	0	0	0	1788	687	0	0	133	349	0	0	0
NDUFV3	246.416667	0	0	0	0	1355	458	0	0	307	384	304	149	0
ROMO1	246.250000	0	0	0	0	1309	1034	0	0	90	318	139	65	0
NFS1	246.250000	0	0	0	0	1309	1034	0	0	90	318	139	65	0
TLK2	245.583333	0	69	0	0	1109	217	0	0	756	796	0	0	0
EIF3D	244.833333	0	0	0	0	1239	1234	0	0	122	203	140	0	0
BMP1	244.833333	0	0	0	0	1337	322	0	0	397	882	0	0	0
LAMC1	244.500000	0	0	0	0	1772	1162	0	0	0	0	0	0	0
NOTCH2	244.416667	0	0	0	0	1033	629	0	0	370	584	166	151	0
POGK	243.833333	0	0	0	0	1479	539	0	0	323	489	96	0	0
KLHL12	243.833333	0	0	0	0	1234	559	0	0	335	505	172	121	0
DPY19L4	243.833333	0	0	0	0	1300	861	0	0	211	326	228	0	0
TLL2	243.583333	0	0	0	0	1463	965	0	0	130	365	0	0	0
VAMP5	243.500000	0	0	0	0	2120	802	0	0	0	0	0	0	0
USP47	243.416667	0	0	0	88	1297	831	0	0	256	449	0	0	0
SRD5A3	243.250000	0	0	0	0	1627	426	0	0	330	536	0	0	0
TMEM106B	243.166667	0	0	0	0	1682	900	0	0	108	228	0	0	0
ACVR1C	243.166667	0	0	0	0	1472	552	0	0	288	606	0	0	0
H2BC11	242.833333	0	0	0	0	445	261	0	0	643	961	397	207	0
H2AC11	242.833333	0	0	0	0	445	261	0	0	643	961	397	207	0
FBXO4	242.500000	0	0	0	0	1361	653	0	0	303	593	0	0	0
EXOSC3	241.833333	0	0	0	0	884	698	0	0	438	458	242	182	0
LARP1B	241.750000	0	0	0	0	1208	681	0	0	162	474	244	132	0
TSPAN10	241.666667	0	0	0	0	1416	586	0	0	372	526	0	0	0
NPLOC4	241.666667	0	0	0	0	1416	586	0	0	372	526	0	0	0
FAM3C	241.666667	0	0	0	0	1413	482	0	0	359	548	98	0	0
PPP3CC	241.583333	0	0	0	0	1534	311	0	0	352	546	156	0	0
SRGAP1	241.416667	0	0	0	0	1350	792	0	0	179	350	226	0	0
YIPF3	241.250000	0	0	0	0	943	845	0	0	429	678	0	0	0
POLR1C	241.250000	0	0	0	0	943	845	0	0	429	678	0	0	0
SLC25A21	241.166667	0	0	0	0	1199	908	0	0	357	430	0	0	0
EPHX1	241.166667	0	0	0	0	1006	361	0	0	534	993	0	0	0
STX7	241.000000	0	0	0	0	1513	455	0	0	291	478	155	0	0
CLOCK	240.916667	0	0	0	0	1412	772	0	0	223	484	0	0	0
CD2AP	240.916667	0	0	0	0	1456	564	0	0	302	461	108	0	0
JAK2	240.583333	0	0	0	0	1219	728	0	0	261	559	120	0	0
ELAC1	240.583333	0	0	0	0	1895	499	0	0	158	335	0	0	0
SMG1	240.416667	0	0	0	0	1318	377	0	0	277	467	261	185	0
DHRS13	240.416667	0	0	0	0	1324	218	0	0	277	687	236	143	0
PLGRKT	240.166667	0	0	0	0	1802	823	0	0	0	257	0	0	0
EEF1AKMT2	240.166667	0	0	0	0	1385	951	0	0	211	335	0	0	0
NUDT3	240.000000	0	0	0	0	1362	625	0	0	320	456	117	0	0
SENP6	239.750000	0	0	0	0	1579	823	0	0	191	284	0	0	0
AFF1	239.416667	0	0	0	0	1423	568	0	0	262	488	132	0	0
VARS2	239.333333	0	0	0	0	1622	668	0	0	132	450	0	0	0
FRMD3	238.916667	0	0	0	0	1823	1044	0	0	0	0	0	0	0
NOTCH2NLA	238.416667	0	0	0	0	1318	658	0	0	314	441	130	0	0
GKAP1	238.250000	0	0	0	0	1941	265	0	0	276	377	0	0	0
DOCK8	238.166667	0	0	0	0	1668	405	0	0	241	544	0	0	0
MAP2K2	238.000000	0	0	0	0	741	319	0	0	820	976	0	0	0
C6orf47	238.000000	0	0	0	0	1451	307	0	0	410	688	0	0	0
DPY19L3	237.916667	0	0	0	0	696	676	0	0	421	688	214	160	0
CTCF	237.750000	0	0	0	0	1111	440	0	0	280	417	344	261	0
AFG3L2	237.416667	0	0	0	0	1247	265	0	0	209	414	408	306	0
ZSWIM7	237.250000	0	0	0	0	1542	672	0	0	199	310	124	0	0
TTC19	237.250000	0	0	0	0	1542	672	0	0	199	310	124	0	0
MAP3K4	236.583333	0	0	0	0	1063	671	0	0	395	710	0	0	0
USP3	236.500000	0	0	0	0	951	421	0	0	491	809	166	0	0
RFX1	236.416667	0	0	98	0	567	354	0	0	590	754	284	190	0
NABP1	235.833333	0	0	0	0	1128	818	0	0	246	467	171	0	0
CEP135	235.583333	0	0	0	0	1465	791	0	0	132	268	171	0	0
CAPN7	235.416667	0	0	0	0	1203	571	0	0	432	619	0	0	0
GTF3C2	234.916667	0	0	0	0	1112	672	0	0	185	435	238	177	0
CDKN2AIP	234.916667	0	0	0	0	1281	794	0	0	198	402	144	0	0
ZNF410	234.333333	0	0	0	0	1142	733	0	0	233	559	145	0	0
HIBCH	234.250000	0	0	0	0	1051	1009	0	0	327	424	0	0	0
GPBP1	234.250000	0	0	0	0	1208	571	0	0	298	507	158	69	0
COMMD7	234.166667	0	0	0	0	1695	289	0	0	300	526	0	0	0
AFDN	233.416667	0	0	0	0	824	444	0	0	649	750	134	0	0
SLC66A3	233.083333	0	0	0	0	1532	511	0	0	212	369	173	0	0
ATG5	233.000000	0	0	0	0	1084	891	0	0	215	419	187	0	0
SYT7	232.666667	0	0	0	0	702	336	0	0	714	1040	0	0	0
ASCC3	232.666667	0	0	0	0	1339	711	0	0	245	497	0	0	0
SF3A3	232.250000	0	0	0	0	990	956	0	0	248	593	0	0	0
SPATC1L	232.000000	0	0	420	303	120	171	0	0	0	0	1097	673	0
FAM228B	231.916667	0	0	0	0	965	803	0	0	159	324	298	234	0
DSTYK	231.916667	0	0	0	0	1077	503	0	0	207	647	206	143	0
INTS12	231.833333	0	0	0	0	961	961	0	0	244	507	109	0	0
GSTCD	231.833333	0	0	0	0	961	961	0	0	244	507	109	0	0
BAG2	231.583333	0	0	0	0	1294	697	0	0	175	289	197	127	0
TAP2	231.083333	0	0	0	0	913	511	0	0	527	822	0	0	0
CRYZL2P-SEC16B	230.666667	0	0	0	0	1639	593	0	0	105	431	0	0	0
CCNL1	230.583333	0	0	0	0	979	937	0	0	169	351	224	107	0
MFSD4B	230.500000	0	0	0	0	789	737	0	0	530	710	0	0	0
ZNF706	230.333333	0	0	0	0	1092	488	0	0	422	625	137	0	0
ZKSCAN2	229.916667	0	0	0	0	1509	648	0	0	170	275	157	0	0
TMEM63A	229.916667	0	0	0	0	1048	539	0	0	462	710	0	0	0
GATAD2A	229.416667	0	0	0	0	483	244	0	0	167	469	833	557	0
ZNF397	229.333333	0	0	0	0	1167	864	0	0	221	500	0	0	0
SNAP47	229.333333	0	0	0	0	1198	749	0	0	256	549	0	0	0
JMJD4	229.333333	0	0	0	0	1198	749	0	0	256	549	0	0	0
RBX1	229.250000	0	0	0	0	1326	400	0	0	215	612	198	0	0
LAMA2	228.416667	0	0	0	0	1238	885	418	200	0	0	0	0	0
DIS3L	228.333333	0	0	0	0	1381	362	0	0	370	488	139	0	0
CYREN	228.000000	0	0	0	0	747	407	0	0	345	677	320	240	0
SPATA6L	227.750000	0	0	0	0	1378	915	0	0	128	120	192	0	0
PLPP6	227.750000	0	0	0	0	1378	915	0	0	128	120	192	0	0
BHMT2	227.666667	0	0	0	0	2130	602	0	0	0	0	0	0	0
COX18	227.583333	0	0	0	0	1379	722	0	0	194	351	85	0	0
CCDC107	227.583333	0	0	0	0	967	539	0	0	225	562	178	260	0
ACTC1	227.500000	0	0	0	0	1185	75	0	0	500	970	0	0	0
RANBP9	227.000000	0	0	0	0	1039	530	0	0	387	446	207	115	0
PTBP3	226.750000	0	0	0	0	1120	390	0	0	325	434	300	152	0
TTC21B	226.583333	0	0	0	0	1441	599	0	0	253	347	79	0	0
VPS13B	226.500000	0	0	0	0	1227	686	0	0	183	441	181	0	0
SERPINB1	226.166667	0	0	0	0	1261	621	0	0	238	594	0	0	0
UTP3	226.083333	0	0	0	0	880	788	0	0	359	473	213	0	0
REL	226.000000	0	0	0	0	1027	664	0	0	233	467	215	106	0
SNX9	225.583333	0	0	0	0	1508	127	0	0	417	655	0	0	0
CTBS	225.333333	0	0	0	0	1479	536	0	0	226	463	0	0	0
MTHFD2L	225.250000	0	0	0	0	1144	825	0	0	225	345	164	0	0
CRPPA	225.166667	0	0	0	0	1625	350	0	0	250	477	0	0	0
GOT2	224.666667	0	0	0	0	1427	840	0	0	0	429	0	0	0
ZNF326	224.500000	0	0	0	0	1343	502	0	0	195	480	174	0	0
VPS36	224.416667	0	0	0	0	1323	498	0	0	185	358	181	148	0
USP10	224.250000	0	0	0	0	1437	698	0	0	239	317	0	0	0
ELMO2	224.250000	0	0	0	0	1355	655	0	0	0	246	282	153	0
MRPL39	224.166667	0	0	0	0	1003	730	0	0	312	645	0	0	0
CCPG1	224.000000	0	0	0	0	1210	640	0	0	138	308	268	124	0
C15orf65	224.000000	0	0	0	0	1210	640	0	0	138	308	268	124	0
RNF146	223.750000	0	0	0	0	1424	793	0	0	149	319	0	0	0
NMNAT1	223.750000	0	0	0	0	788	704	0	0	340	540	148	165	0
LZIC	223.750000	0	0	0	0	788	704	0	0	340	540	148	165	0
ZNF596	223.500000	0	0	0	0	1107	636	0	0	400	539	0	0	0
CEP350	223.500000	0	0	82	0	1216	679	0	0	286	309	110	0	0
DYNLT1	223.333333	0	0	0	0	1069	643	0	0	249	645	74	0	0
CHRM4	223.333333	0	0	0	0	1163	493	0	0	329	695	0	0	0
EXOSC6	223.166667	0	0	0	0	1273	817	0	0	201	387	0	0	0
PPIP5K2	222.750000	0	0	0	0	792	974	0	0	262	510	135	0	0
GIN1	222.750000	0	0	0	0	792	974	0	0	262	510	135	0	0
CMTR2	222.583333	0	0	0	0	1459	1040	0	0	0	172	0	0	0
ADAMTSL4	222.583333	0	0	0	137	1446	313	0	0	305	470	0	0	0
NRL	222.250000	0	0	0	0	982	851	0	0	0	246	342	246	0
DCAF11	222.250000	0	0	0	0	982	851	0	0	0	246	342	246	0
BBS5	222.083333	0	0	0	0	1412	553	0	0	164	536	0	0	0
TACO1	222.000000	0	0	0	0	1163	973	0	0	139	389	0	0	0
SARAF	222.000000	0	0	0	0	1250	738	0	0	164	349	163	0	0
KLHL9	222.000000	0	0	0	0	1853	811	0	0	0	0	0	0	0
SNRPB	221.833333	0	0	0	0	929	987	0	0	156	447	143	0	0
GBE1	221.833333	0	0	0	0	1059	804	0	0	168	316	180	135	0
TMX4	221.416667	0	0	0	0	1662	561	0	0	138	296	0	0	0
DENND1B	221.416667	0	0	0	0	1526	377	0	0	272	482	0	0	0
API5	221.166667	0	0	0	0	1336	536	0	0	350	432	0	0	0
JMJD1C	220.916667	0	0	0	0	1332	409	0	0	218	475	217	0	0
RAB18	220.666667	0	0	0	0	1183	612	0	0	340	513	0	0	0
PRKCQ	220.666667	0	0	0	0	1779	305	0	0	155	409	0	0	0
VPS26C	220.333333	0	0	0	0	517	371	0	0	150	236	758	612	0
TMEM70	220.333333	0	0	0	0	1307	661	0	0	264	412	0	0	0
CHEK1	220.333333	0	0	0	0	1383	656	0	0	257	348	0	0	0
AZIN1	220.083333	0	0	0	0	1309	447	0	0	377	353	155	0	0
EIF2D	220.000000	0	0	0	0	1072	1014	0	0	170	384	0	0	0
CCAR2	219.833333	0	0	0	0	819	744	0	0	374	535	166	0	0
HNRNPD	219.250000	0	0	0	0	1068	762	0	0	192	305	304	0	0
AGA	219.250000	0	0	0	0	1236	490	0	0	258	647	0	0	0
UBR2	219.083333	0	0	0	0	969	816	0	0	193	310	341	0	0
CNIH1	218.916667	0	0	0	0	1107	690	0	0	259	436	135	0	0
PKIB	218.666667	0	0	0	0	1720	804	0	0	0	100	0	0	0
EEF2K	218.583333	0	0	0	0	957	674	0	0	319	673	0	0	0
TLCD5	218.500000	0	0	0	0	1495	288	0	0	294	545	0	0	0
OIP5	218.500000	0	0	0	0	892	476	0	0	373	639	111	131	0
NUSAP1	218.500000	0	0	0	0	892	476	0	0	373	639	111	131	0
SF3B6	218.250000	0	0	0	0	801	803	0	0	159	324	298	234	0
ARFGEF2	218.083333	0	0	0	0	1197	689	0	0	245	356	130	0	0
TNFAIP3	217.833333	0	0	0	0	1320	749	0	0	0	191	221	133	0
GMPS	217.750000	0	0	0	0	761	566	0	0	358	808	120	0	0
FAM160B1	217.750000	0	0	0	0	1683	363	0	0	301	266	0	0	0
PDZD2	217.666667	0	0	0	0	1383	136	0	0	405	688	0	0	0
ING2	217.416667	0	0	0	0	1065	443	0	0	319	546	103	133	0
H3C13	217.333333	0	0	0	0	660	424	0	0	516	691	317	0	0
EML5	217.333333	0	0	0	0	1678	330	0	0	267	333	0	0	0
MERTK	216.916667	0	0	0	0	816	755	0	0	128	364	276	264	0
DMTN	216.916667	0	0	0	0	1331	360	0	0	361	551	0	0	0
CTDP1	216.750000	0	0	0	0	1253	992	0	0	0	0	221	135	0
ZNRF2	216.666667	0	0	0	0	1009	338	0	0	189	468	392	204	0
DDX42	216.583333	0	0	0	0	957	588	0	0	234	402	192	226	0
CCDC47	216.583333	0	0	0	0	957	588	0	0	234	402	192	226	0
NELFA	216.416667	0	0	0	0	1343	492	0	0	279	483	0	0	0
FAM171A2	216.000000	0	0	0	0	1298	0	0	0	437	857	0	0	0
SCN9A	215.833333	0	0	0	0	1029	467	0	0	361	733	0	0	0
ESYT2	215.750000	0	0	0	0	1030	352	0	0	407	538	158	104	0
BAZ2B	215.750000	103	0	0	0	967	633	0	0	386	500	0	0	0
SCAF8	215.250000	0	0	0	0	1373	358	0	0	135	340	190	187	0
MTM1	215.000000	0	0	0	0	917	353	0	0	301	608	268	133	0
USP38	214.833333	0	0	0	0	877	568	0	0	292	841	0	0	0
PDLIM5	214.666667	0	0	0	0	954	535	0	0	398	535	154	0	0
AKAP7	214.666667	0	0	0	0	1628	599	0	0	0	181	168	0	0
RNF38	214.500000	0	0	0	0	1091	346	0	0	138	399	418	182	0
ANO10	214.166667	0	0	0	0	921	505	0	0	263	506	246	129	0
STX18	213.833333	0	0	0	0	1028	1002	0	0	212	324	0	0	0
SATB2	213.333333	0	0	0	0	1195	634	0	0	252	479	0	0	0
RNPEP	213.333333	0	0	0	0	1089	442	0	0	315	714	0	0	0
DNAJC24	213.333333	0	0	0	0	829	814	0	0	270	647	0	0	0
DCDC1	213.333333	0	0	0	0	829	814	0	0	270	647	0	0	0
CMBL	213.250000	0	0	0	0	1207	748	0	0	263	341	0	0	0
ANO6	213.000000	0	0	0	0	1189	507	0	0	407	453	0	0	0
ARID2	212.916667	0	0	0	0	1233	659	0	0	190	274	199	0	0
SNX13	212.750000	0	0	0	0	1495	810	0	0	115	133	0	0	0
RUVBL1	212.750000	0	0	0	0	1042	597	0	0	221	415	171	107	0
BRMS1L	212.750000	0	0	0	0	1058	576	0	0	0	76	518	325	0
TRMU	212.583333	0	0	0	0	1178	911	0	0	198	264	0	0	0
SLC30A5	212.583333	0	0	0	0	1367	598	0	0	278	308	0	0	0
MRPS34	212.583333	0	0	0	0	952	812	0	0	378	409	0	0	0
EME2	212.583333	0	0	0	0	952	812	0	0	378	409	0	0	0
ADGRG6	212.500000	0	0	0	0	1753	797	0	0	0	0	0	0	0
RMDN1	212.416667	0	0	0	0	1497	348	0	0	216	488	0	0	0
PEX3	212.416667	0	0	0	0	1191	796	0	0	208	354	0	0	0
CPNE3	212.416667	0	0	0	0	1497	348	0	0	216	488	0	0	0
ADAT2	212.416667	0	0	0	0	1191	796	0	0	208	354	0	0	0
NDEL1	212.333333	0	0	0	0	1118	462	0	0	257	511	200	0	0
RETSAT	211.916667	0	0	0	0	672	686	0	0	465	720	0	0	0
LRP6	211.916667	0	0	0	0	1579	544	0	0	190	230	0	0	0
SNX17	211.833333	0	0	0	0	1061	680	0	0	126	425	250	0	0
EIF2B4	211.833333	0	0	0	0	1061	680	0	0	126	425	250	0	0
ATF3	211.833333	0	0	0	0	999	223	0	0	336	447	247	290	0
RICTOR	211.750000	0	0	0	0	1108	615	0	0	387	431	0	0	0
TGFBR3	211.666667	0	0	0	0	959	450	0	0	424	707	0	0	0
CARS2	211.583333	0	0	0	0	886	444	0	0	156	332	474	247	0
SPRED2	211.333333	0	0	0	0	540	452	0	0	587	957	0	0	0
TPX2	211.166667	0	0	0	0	1133	693	0	0	327	381	0	0	0
ATP23	210.750000	0	0	0	0	1042	656	0	0	333	498	0	0	0
CTSL	210.666667	0	0	0	0	1280	800	0	0	130	318	0	0	0
OLA1	210.500000	0	0	0	0	1261	525	0	0	79	270	266	125	0
TMEM50A	210.416667	0	0	0	0	1005	448	0	0	315	757	0	0	0
INTS8	210.416667	0	0	0	0	1421	598	0	0	165	341	0	0	0
SEC22C	210.166667	0	0	0	0	1101	196	0	0	374	745	106	0	0
RPAP2	210.166667	0	0	0	0	1227	412	0	0	226	657	0	0	0
GLMN	210.166667	0	0	0	0	1227	412	0	0	226	657	0	0	0
ZNF777	210.083333	0	0	0	0	962	306	0	0	481	772	0	0	0
PLOD1	210.083333	0	0	0	0	1039	451	0	0	353	678	0	0	0
SEC23A	209.916667	0	0	0	0	1199	1055	0	0	117	148	0	0	0
PRPF19	209.833333	0	0	0	0	1225	800	0	0	152	341	0	0	0
TOP3B	209.750000	0	0	0	0	442	449	0	0	611	1015	0	0	0
BICDL1	209.666667	0	0	0	0	1042	353	0	0	271	720	130	0	0
UGCG	209.583333	0	0	0	0	1246	621	0	0	199	311	138	0	0
PLD1	209.500000	0	0	0	0	805	469	0	0	249	318	446	227	0
DPY30	209.416667	0	0	0	0	1209	679	0	0	199	426	0	0	0
MTHFR	209.333333	0	0	0	0	742	373	0	0	356	417	366	258	0
CLCN6	209.333333	0	0	0	0	742	373	0	0	356	417	366	258	0
NCOA4	209.083333	0	0	0	0	1229	574	0	0	189	295	222	0	0
FDX1	209.083333	0	0	0	0	1404	214	0	0	254	480	157	0	0
ZC3H6	209.000000	0	0	0	0	1072	715	0	0	254	379	88	0	0
SOGA1	208.916667	0	0	0	0	1366	525	0	0	189	332	0	95	0
POLR3B	208.916667	0	0	0	0	1071	740	0	0	135	365	196	0	0
DST	208.583333	0	0	0	0	1006	435	0	0	299	567	196	0	0
ATP7B	208.583333	0	0	0	0	1441	821	0	0	0	120	121	0	0
ALG11	208.583333	0	0	0	0	1441	821	0	0	0	120	121	0	0
USP53	208.500000	0	0	0	0	1003	519	0	0	206	645	129	0	0
MAD1L1	208.416667	0	0	0	0	879	467	0	0	464	691	0	0	0
GXYLT1	208.416667	0	0	0	0	1243	431	0	0	236	591	0	0	0
RSAD1	208.333333	0	0	0	0	1403	272	0	0	293	532	0	0	0
ZFP30	208.083333	0	0	0	0	1067	585	0	0	292	413	140	0	0
DPH7	208.083333	0	0	0	0	1192	341	0	0	283	512	169	0	0
KLHL20	207.833333	0	0	0	0	677	510	0	0	520	787	0	0	0
TRIP12	207.750000	0	0	0	0	1043	735	0	0	0	204	266	245	0
SH3TC1	207.750000	0	0	0	0	1111	628	0	0	222	532	0	0	0
H3C2	207.750000	0	0	0	0	774	464	0	0	567	688	0	0	0
FBXO36	207.750000	0	0	0	0	1043	735	0	0	0	204	266	245	0
STMP1	207.666667	0	0	0	0	835	821	0	0	271	565	0	0	0
REPS1	207.583333	0	0	0	0	1145	716	0	0	191	439	0	0	0
NETO2	207.583333	0	0	0	0	1423	281	0	0	263	524	0	0	0
OSGIN2	207.500000	0	0	0	0	976	215	0	0	195	406	406	292	0
FAM53C	207.416667	0	0	0	0	1136	592	0	0	194	300	156	111	0
CDC25C	207.416667	0	0	0	0	1136	592	0	0	194	300	156	111	0
UBXN4	207.333333	0	0	0	0	1241	669	0	0	182	248	148	0	0
TRAK2	207.250000	0	0	0	0	1628	511	0	0	0	194	154	0	0
STRADB	207.250000	0	0	0	0	1628	511	0	0	0	194	154	0	0
PTDSS1	207.250000	0	0	0	0	1231	701	0	0	123	432	0	0	0
NFKBIA	207.250000	0	0	0	0	1426	309	0	0	154	284	208	106	0
MTERF3	207.250000	0	0	0	0	1231	701	0	0	123	432	0	0	0
IQUB	207.166667	0	0	0	0	889	562	0	0	291	601	0	143	0
ELF2	207.166667	0	0	0	0	1092	508	0	0	292	365	124	105	0
CYP27A1	207.166667	0	0	0	0	1678	808	0	0	0	0	0	0	0
COCH	206.750000	0	0	0	0	1359	457	0	0	272	393	0	0	0
HAUS4	206.583333	0	0	0	0	954	703	0	0	218	604	0	0	0
REEP5	206.416667	0	0	0	0	1419	494	0	0	153	411	0	0	0
NUDT4B	206.416667	0	0	0	0	1023	343	0	0	433	678	0	0	0
PITRM1	206.333333	0	0	0	0	1271	374	0	0	306	394	131	0	0
WHAMM	206.166667	0	0	0	0	1095	312	0	0	402	665	0	0	0
COMMD3-BMI1	206.083333	0	0	0	0	862	762	138	0	317	394	0	0	0
COMMD3	206.083333	0	0	0	0	862	762	138	0	317	394	0	0	0
H6PD	206.000000	0	0	0	0	1253	536	0	0	187	323	173	0	0
FOSL2	205.916667	0	0	0	0	874	696	0	0	115	312	304	170	0
EIF4ENIF1	205.833333	0	0	0	0	1810	291	0	0	124	245	0	0	0
VPS4A	205.666667	0	0	0	0	1557	337	0	0	181	279	114	0	0
KCTD5	205.666667	0	0	0	0	860	960	0	0	223	335	90	0	0
DHRS4	205.500000	0	0	0	0	1330	867	0	0	0	147	122	0	0
FOSL1	205.333333	0	0	0	0	1098	381	0	0	345	640	0	0	0
UBXN2A	205.166667	0	0	0	0	1694	318	0	0	127	235	88	0	0
POLM	205.166667	0	0	0	0	851	650	0	0	194	391	120	256	0
CTNNBIP1	205.166667	0	0	0	0	697	197	0	0	221	614	417	316	0
FARP2	205.000000	0	0	0	0	1190	261	0	0	111	192	365	341	0
KIF2A	204.666667	0	0	0	0	1309	249	0	0	327	571	0	0	0
TPD52L2	204.500000	0	0	0	0	946	681	0	0	342	485	0	0	0
ETS2	204.416667	0	0	0	0	578	277	0	0	458	775	243	122	0
ARID1A	204.333333	0	0	0	0	927	585	0	0	360	580	0	0	0
B3GNT2	204.250000	0	0	0	0	1147	354	0	0	283	667	0	0	0
PIGH	204.083333	0	0	0	0	1075	616	0	0	213	545	0	0	0
DNAJC9	204.083333	0	0	0	0	849	645	0	0	162	306	289	198	0
ZNF84	203.916667	0	0	0	0	1026	530	0	0	379	512	0	0	0
SP3	203.833333	0	0	0	0	944	753	0	0	96	221	295	137	0
SPIRE2	203.750000	0	0	0	0	436	121	0	0	543	1345	0	0	0
H3C15	203.666667	0	0	0	0	309	361	0	0	539	662	319	254	0
H3C14	203.666667	0	0	0	0	309	361	0	0	539	662	319	254	0
TPD52	203.583333	0	0	0	0	1437	373	0	0	170	346	117	0	0
SLC35F5	203.583333	0	0	0	0	1218	902	0	0	120	203	0	0	0
FAM200B	203.500000	0	0	0	0	999	702	0	0	144	481	116	0	0
LIMS1	203.250000	0	0	0	0	1103	699	0	0	111	302	224	0	0
BIRC6	203.083333	0	0	0	0	837	711	0	0	118	466	192	113	0
