Target_genes	JARID2|Average	SRX8171698|ES_cells	SRX8171699|ES_cells	SRX3230387|Hep_G2	SRX6416950|Hep_G2	SRX6416951|Hep_G2	SRX317571|iPS_cells	SRX317574|iPS_cells	SRX317578|iPS_cells	SRX317582|iPS_cells	SRX317588|iPS_cells	SRX317589|iPS_cells	SRX317593|iPS_cells	SRX317597|iPS_cells	SRX317601|iPS_cells	SRX317605|iPS_cells	SRX317609|iPS_cells	SRX10664185|MCF-7	SRX10664186|MCF-7	SRX10664187|MCF-7	SRX10664188|MCF-7	SRX5426122|NT2-D1	SRX5426123|NT2-D1	SRX6370176|NT2-D1	SRX6370177|NT2-D1	SRX6370178|NT2-D1	SRX6370207|NT2-D1	SRX6370208|NT2-D1	SRX6416958|THLE-2	SRX6416959|THLE-2	STRING
DLGAP2	123.344828	0	0	0	0	0	475	695	430	0	111	164	191	98	248	171	197	0	0	0	0	448	0	349	0	0	0	0	0	0	0
PRPH	123.241379	0	0	0	0	0	437	600	480	0	87	170	131	113	136	123	224	0	0	0	0	397	218	458	0	0	0	0	0	0	0
B4GALNT2	123.034483	0	117	0	0	0	783	963	448	93	122	193	181	118	175	164	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC24A4	122.965517	0	79	0	0	0	623	901	682	0	114	163	232	111	191	240	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RSPO3	122.689655	0	0	0	0	0	500	942	499	104	96	142	196	234	272	319	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRB1	122.379310	0	0	0	0	0	365	464	298	0	103	169	169	0	119	200	113	0	0	0	0	536	230	554	104	0	125	0	0	0	0
WNT2	122.275862	0	0	0	0	0	533	765	636	156	132	135	181	143	221	259	229	0	0	0	0	156	0	0	0	0	0	0	0	0	0
BHLHE23	122.172414	0	0	0	0	0	317	531	389	0	0	124	108	0	167	195	152	0	0	0	0	932	202	426	0	0	0	0	0	0	0
ISL2	122.137931	0	0	0	0	0	402	499	568	0	0	0	246	0	255	0	0	0	0	0	0	652	409	511	0	0	0	0	0	0	0
HOXD10	122.137931	0	0	0	0	0	138	283	261	0	0	0	0	0	0	0	0	0	0	0	0	359	808	738	616	339	0	0	0	0	0
PDE1C	121.482759	125	128	265	0	0	537	792	529	0	127	140	112	169	218	203	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNF1B	121.482759	0	0	0	0	0	435	626	387	0	143	83	141	0	251	173	246	0	0	0	0	383	271	384	0	0	0	0	0	0	0
EML6	121.379310	73	84	0	0	0	659	914	448	0	120	0	126	157	187	206	179	0	0	0	0	229	0	138	0	0	0	0	0	0	0
DLX4	121.310345	0	0	0	0	0	474	721	577	121	192	176	235	162	265	242	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPAS1	121.275862	0	0	0	0	0	757	873	772	0	0	0	246	98	281	220	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESR1	121.172414	0	79	0	0	0	701	814	573	81	99	121	153	84	153	330	183	0	0	0	0	143	0	0	0	0	0	0	0	0	0
LGR5	121.103448	107	0	0	0	0	433	837	698	0	83	156	187	163	283	319	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXA2	121.103448	0	0	0	0	0	313	498	587	0	0	0	0	0	164	121	181	0	0	0	0	249	585	421	99	125	169	0	0	0	0
SCTR	121.000000	0	118	0	0	0	617	1007	646	0	136	124	104	128	219	200	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSX2	120.793103	0	140	0	0	0	506	694	797	0	143	172	146	102	245	172	135	0	0	0	0	251	0	0	0	0	0	0	0	0	0
NRXN2	120.655172	0	0	0	0	0	396	561	242	0	110	104	154	104	183	186	185	0	0	0	0	533	226	344	0	0	171	0	0	0	0
SMARCD3	120.551724	0	0	0	0	0	355	517	312	0	0	86	107	0	155	150	146	0	0	0	0	515	176	749	0	0	228	0	0	0	0
RUNX3	120.344828	0	0	0	0	0	274	535	274	0	0	119	97	0	88	152	162	0	0	0	0	847	195	634	0	0	113	0	0	0	0
DLX3	120.344828	0	0	0	0	0	421	446	123	0	0	94	0	0	205	108	135	0	0	0	0	714	191	794	147	0	112	0	0	0	0
GRAMD1B	120.000000	0	0	0	0	0	552	1158	647	0	133	0	133	117	250	221	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCNI2	119.172414	0	0	0	0	0	592	1163	592	0	130	150	156	122	254	152	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXA4	119.137931	133	141	0	0	0	311	662	511	0	0	0	0	0	173	0	0	0	0	0	0	451	355	498	120	0	100	0	0	0	0
TBX2	119.103448	0	0	0	0	0	142	173	202	0	0	0	0	0	0	0	189	0	0	0	0	774	437	1066	268	0	203	0	0	0	0
HOXD13	119.068966	0	0	0	0	0	314	597	629	0	0	0	92	0	128	194	154	0	0	0	0	650	176	309	0	0	210	0	0	0	0
GHSR	118.931034	0	92	0	0	0	206	427	431	118	93	127	0	0	172	172	152	0	0	0	0	343	358	427	214	0	117	0	0	0	0
DSC3	118.689655	0	108	0	0	0	612	963	473	0	92	135	127	139	278	266	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMP3	118.586207	0	75	0	0	0	543	886	692	108	177	112	78	173	265	143	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTXND1	118.448276	97	95	0	0	0	493	1038	624	0	0	188	182	112	192	223	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC30A3	118.068966	0	108	0	0	0	406	537	591	0	98	153	96	158	127	95	245	0	0	0	0	383	0	233	0	0	194	0	0	0	0
THPO	118.034483	0	0	0	0	0	567	933	317	0	0	150	179	0	165	179	197	0	0	0	0	429	0	307	0	0	0	0	0	0	0
CHRD	118.034483	0	0	0	0	0	567	933	317	0	0	150	179	0	165	179	197	0	0	0	0	429	0	307	0	0	0	0	0	0	0
LOX	117.724138	0	0	0	0	0	682	790	596	0	109	191	170	171	244	245	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXG1	117.689655	0	0	0	0	0	521	876	374	0	0	134	0	0	0	0	0	0	0	0	0	298	379	694	0	0	137	0	0	0	0
NOTO	117.448276	0	0	0	0	0	705	1025	439	0	102	169	234	209	216	127	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM36	117.344828	0	79	0	0	0	598	823	682	0	131	188	154	179	234	160	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC8A3	117.068966	0	0	0	0	0	644	976	433	0	132	134	250	84	158	172	244	0	0	0	0	168	0	0	0	0	0	0	0	0	0
NRIP3	116.965517	0	0	0	0	0	612	1177	504	0	108	0	187	119	142	193	150	0	0	0	0	200	0	0	0	0	0	0	0	0	0
ABCC3	116.379310	0	0	0	0	0	504	986	607	0	175	218	178	0	182	299	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZMYND15	116.241379	0	0	0	0	0	633	954	517	121	139	211	196	0	190	137	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QRFPR	116.241379	0	90	0	0	0	630	1010	578	0	0	93	117	103	375	242	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL16	116.241379	0	0	0	0	0	633	954	517	121	139	211	196	0	190	137	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBP4	116.172414	109	0	0	0	0	530	903	658	0	105	200	169	0	210	255	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXA9	116.137931	0	0	0	0	0	145	203	402	0	0	0	0	0	112	93	84	0	0	0	0	457	692	817	179	0	184	0	0	0	0
KCTD12	115.965517	100	75	0	0	0	340	552	401	0	147	106	144	175	199	104	150	0	0	0	0	222	123	444	0	0	81	0	0	0	0
ZBTB7C	115.896552	0	0	0	0	0	519	675	393	0	98	140	168	115	196	234	346	0	0	0	0	266	0	211	0	0	0	0	0	0	0
LRRK1	115.482759	0	0	0	0	0	687	1050	444	0	0	101	210	133	232	293	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM215	115.379310	0	136	0	0	0	520	932	731	0	106	148	141	142	129	188	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASL10A	115.034483	0	0	0	0	0	561	890	531	0	0	197	182	0	167	153	254	0	0	0	0	226	0	175	0	0	0	0	0	0	0
KL	114.896552	0	79	0	0	0	424	725	418	0	108	132	119	90	125	134	137	0	0	0	0	401	173	267	0	0	0	0	0	0	0
FSTL4	114.827586	0	0	0	0	0	538	737	386	0	0	0	174	0	157	206	189	0	0	0	0	575	0	368	0	0	0	0	0	0	0
HOXC5	114.620690	0	0	0	0	0	259	393	231	0	0	0	0	0	132	0	0	0	0	0	0	280	504	1011	231	129	154	0	0	0	0
TLX1	114.586207	0	0	0	0	0	211	363	498	0	0	107	143	0	121	189	121	0	0	0	0	530	495	338	207	0	0	0	0	0	0
PLCE1	114.586207	114	90	0	0	0	614	1082	506	0	0	134	130	97	213	87	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEUROD2	114.586207	0	0	0	0	0	513	702	672	0	0	109	381	0	321	142	315	0	0	0	0	168	0	0	0	0	0	0	0	0	0
HTRA1	114.482759	0	0	0	0	0	571	733	479	0	180	83	159	0	126	149	226	0	0	0	0	354	0	260	0	0	0	0	0	0	0
SOX21	114.448276	0	87	0	0	0	435	650	280	0	0	136	221	0	186	127	0	0	0	0	0	546	146	505	0	0	0	0	0	0	0
TLX2	114.379310	0	0	0	0	0	524	744	473	0	148	117	226	0	107	124	183	0	0	0	0	487	0	184	0	0	0	0	0	0	0
PAX2	114.206897	0	83	0	0	0	177	358	473	0	0	0	153	0	218	165	162	0	0	0	0	561	303	540	119	0	0	0	0	0	0
IL7	114.103448	0	0	0	0	0	484	942	484	106	133	96	207	151	324	217	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WNT7A	114.068966	0	0	0	0	0	596	885	419	0	0	97	224	0	285	187	0	0	0	0	0	393	0	222	0	0	0	0	0	0	0
RPRML	113.758621	0	0	0	0	0	423	799	380	0	0	164	208	88	134	98	112	0	0	0	0	633	0	260	0	0	0	0	0	0	0
PRDM12	113.689655	0	0	0	0	0	140	182	324	0	0	0	130	0	140	212	145	0	0	0	0	403	465	568	588	0	0	0	0	0	0
CAMK2B	113.551724	0	0	0	0	0	481	684	363	0	0	105	208	0	156	102	182	0	0	0	0	409	0	603	0	0	0	0	0	0	0
BEAN1	113.517241	0	0	0	0	0	561	924	435	0	136	86	145	116	168	94	164	0	0	0	0	463	0	0	0	0	0	0	0	0	0
HOXD1	113.482759	0	73	0	0	0	535	812	558	148	115	178	183	96	227	236	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GALR1	113.241379	0	0	0	0	0	614	647	405	0	95	168	144	94	187	196	134	0	0	0	0	238	190	172	0	0	0	0	0	0	0
PPP1R9B	112.517241	0	0	0	0	0	284	622	228	0	0	84	78	0	170	0	207	0	0	0	0	345	91	944	0	0	210	0	0	0	0
SLC6A17	112.344828	112	0	0	0	0	579	792	653	0	82	128	177	0	201	109	190	0	0	0	0	235	0	0	0	0	0	0	0	0	0
FOXC1	112.103448	0	0	0	0	0	153	244	244	0	0	0	0	0	0	0	0	0	0	0	0	727	499	840	400	0	144	0	0	0	0
SORCS3	111.758621	0	0	0	0	0	421	628	513	0	97	130	153	124	242	241	198	0	0	0	0	310	0	184	0	0	0	0	0	0	0
KCNQ5	111.758621	0	0	0	0	0	369	738	770	0	0	110	114	147	274	185	179	0	0	0	0	144	0	211	0	0	0	0	0	0	0
CDX2	111.689655	0	0	0	0	0	350	473	554	71	117	159	238	102	192	154	155	0	0	0	0	483	0	191	0	0	0	0	0	0	0
KCNJ5	111.517241	0	0	0	0	0	503	1009	617	0	109	147	182	0	199	160	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHODL	111.344828	101	117	0	0	0	518	883	752	0	0	143	141	102	160	93	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POU3F1	111.103448	0	0	0	0	0	431	554	231	0	0	137	97	0	151	122	195	0	0	0	0	377	0	796	0	0	131	0	0	0	0
PRTG	110.758621	0	78	0	0	0	521	929	505	0	169	123	187	0	303	176	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRYBA2	110.724138	0	0	0	0	0	506	679	592	0	217	189	165	102	242	331	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NTRK3	110.689655	0	0	0	0	0	480	751	231	0	97	135	156	0	162	171	201	0	0	0	0	394	0	432	0	0	0	0	0	0	0
TBR1	110.448276	0	0	0	0	0	298	542	267	0	116	110	0	0	162	216	180	0	0	0	0	408	230	518	156	0	0	0	0	0	0
BEGAIN	110.413793	0	0	0	0	0	417	615	268	0	0	147	205	0	127	119	101	0	0	0	0	827	0	376	0	0	0	0	0	0	0
ESX1	110.344828	0	0	0	0	0	424	780	555	88	71	152	109	136	320	250	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPHS2	110.310345	0	87	0	0	0	542	1014	385	85	119	192	104	119	218	218	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SATB2	110.172414	0	0	0	0	0	394	529	570	0	0	106	150	0	209	228	178	0	0	0	0	476	211	144	0	0	0	0	0	0	0
STUM	110.034483	0	102	118	0	0	596	783	350	0	163	84	173	0	172	250	171	0	0	0	0	229	0	0	0	0	0	0	0	0	0
KCNK13	109.965517	0	0	0	0	0	569	781	525	0	0	107	204	104	165	170	188	0	0	0	0	242	0	134	0	0	0	0	0	0	0
PCGF5	109.724138	0	79	0	0	0	500	726	545	0	94	146	134	230	208	194	126	0	0	0	80	0	0	120	0	0	0	0	0	0	0
TMEM176B	109.689655	0	90	0	0	0	589	926	472	0	163	175	142	0	206	190	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM176A	109.689655	0	90	0	0	0	589	926	472	0	163	175	142	0	206	190	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEOX2	109.620690	0	0	0	0	0	447	797	637	0	0	156	129	0	248	310	122	0	0	0	0	179	0	154	0	0	0	0	0	0	0
ETV7	109.448276	0	0	0	0	0	673	914	416	0	0	258	188	90	199	160	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXB5	109.344828	0	0	114	0	0	110	138	273	0	0	0	0	0	0	0	0	0	0	0	0	362	769	801	387	217	0	0	0	0	0
PPP1R14C	109.275862	76	88	0	0	0	527	868	508	0	113	128	164	0	189	178	196	0	0	0	0	134	0	0	0	0	0	0	0	0	0
AEBP2	109.068966	111	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	375	576	831	1119	0	0	0	0	0	0	0	0	0	0
SOX17	109.000000	0	0	0	0	0	415	608	460	0	146	153	129	139	194	191	196	0	0	0	0	243	0	287	0	0	0	0	0	0	0
CHRM3	108.724138	0	0	0	0	0	523	729	363	0	122	102	129	142	212	247	188	0	0	0	0	184	0	212	0	0	0	0	0	0	0
RCSD1	108.655172	0	0	0	0	0	540	881	558	0	0	128	0	143	281	331	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP24A1	108.620690	0	0	0	0	0	430	796	497	0	0	131	134	117	155	111	112	102	194	171	200	0	0	0	0	0	0	0	0	0	0
SLC6A7	108.482759	0	0	0	0	0	611	926	550	0	0	217	190	0	152	278	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMBX1	108.448276	0	0	0	0	0	282	431	326	0	122	0	141	0	182	188	240	0	0	0	0	718	198	317	0	0	0	0	0	0	0
PLXNC1	108.413793	0	0	0	0	0	404	702	298	0	0	0	125	0	185	135	130	0	0	0	0	374	0	711	0	0	80	0	0	0	0
FOXD1	108.379310	0	0	0	0	0	391	694	343	0	0	0	110	0	221	127	0	0	0	0	0	722	220	315	0	0	0	0	0	0	0
POMC	108.241379	0	0	0	0	0	590	1001	511	0	129	173	145	0	141	179	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DOK6	108.137931	0	0	0	0	0	420	645	391	0	172	119	132	103	255	207	247	0	0	0	0	288	0	157	0	0	0	0	0	0	0
BTBD11	108.068966	0	142	0	0	0	398	565	224	0	92	63	154	0	151	170	116	0	0	0	0	296	0	763	0	0	0	0	0	0	0
TLL1	108.034483	0	0	0	0	0	463	782	572	0	94	104	0	116	190	272	153	0	0	0	0	168	0	219	0	0	0	0	0	0	0
IL20RA	108.034483	0	108	0	0	0	464	934	471	0	105	109	133	88	226	295	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGCC	107.896552	0	0	0	0	0	554	826	507	0	138	125	201	128	242	221	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRIK1	107.862069	0	134	0	0	0	559	923	457	0	122	144	106	141	189	167	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NELL1	107.827586	0	0	0	0	0	477	742	679	0	128	153	72	117	315	238	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM163	107.724138	0	0	0	0	0	495	843	483	0	124	131	154	104	229	250	173	0	0	0	0	138	0	0	0	0	0	0	0	0	0
HSF4	107.586207	0	0	0	0	0	324	375	425	0	134	148	222	0	234	342	201	0	0	0	0	498	0	217	0	0	0	0	0	0	0
C2CD4A	107.551724	0	0	0	0	0	716	1007	543	0	0	137	139	0	135	145	143	0	0	0	0	154	0	0	0	0	0	0	0	0	0
KIF26B	107.275862	0	0	0	0	0	463	741	247	103	124	101	222	0	277	239	143	0	0	0	0	258	0	193	0	0	0	0	0	0	0
MSX2	107.068966	103	119	0	0	0	314	672	366	0	0	0	124	0	105	121	218	0	0	0	0	397	291	275	0	0	0	0	0	0	0
ITPKA	107.068966	0	0	0	0	0	487	729	422	0	93	111	346	0	193	153	120	0	0	0	0	200	0	251	0	0	0	0	0	0	0
RELN	107.034483	0	0	0	0	0	469	775	571	0	0	118	0	138	172	194	143	0	0	0	0	318	0	206	0	0	0	0	0	0	0
LHFPL3	107.034483	75	108	0	0	0	419	599	399	0	0	124	0	85	168	126	133	0	0	0	0	288	87	493	0	0	0	0	0	0	0
PAX9	106.862069	0	0	0	0	0	166	424	247	0	0	0	0	0	109	0	0	0	0	0	0	631	589	616	317	0	0	0	0	0	0
ACTR3C	106.689655	95	166	0	0	0	581	787	459	0	0	102	184	0	189	318	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3RF3	106.620690	0	0	0	0	0	522	752	455	0	97	181	255	0	176	209	170	0	0	0	0	275	0	0	0	0	0	0	0	0	0
PAX8	106.448276	0	0	0	0	0	499	762	700	0	78	129	153	110	226	217	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS6ST3	106.379310	0	0	0	0	0	621	690	450	0	0	0	125	167	222	232	158	0	0	0	0	216	0	204	0	0	0	0	0	0	0
HOXB8	106.172414	0	0	0	0	0	125	252	316	0	0	85	0	0	0	128	113	0	0	0	0	325	638	595	302	200	0	0	0	0	0
NTNG2	106.103448	0	0	0	0	0	514	518	295	0	0	0	160	0	136	149	197	0	0	0	0	482	150	476	0	0	0	0	0	0	0
FAM162B	106.103448	101	0	0	0	0	563	891	436	0	0	204	186	113	173	170	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROK2	105.896552	0	83	0	0	0	468	837	703	0	0	123	155	96	296	203	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC26A4	105.793103	0	83	0	0	0	601	876	425	0	91	115	128	140	200	150	172	0	0	0	87	0	0	0	0	0	0	0	0	0	0
KCNJ4	105.793103	0	0	0	0	0	447	714	216	0	119	101	182	146	151	273	131	0	0	0	0	344	0	244	0	0	0	0	0	0	0
B3GAT2	105.413793	0	88	156	0	0	518	783	422	0	168	126	136	156	220	135	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAX6	105.206897	0	0	0	0	0	295	469	510	0	0	0	133	0	198	108	147	0	0	0	0	335	330	418	108	0	0	0	0	0	0
ERICH5	105.172414	0	0	0	0	0	646	922	472	0	110	128	140	147	253	115	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KY	105.137931	0	126	0	0	0	439	945	381	0	142	174	163	113	136	171	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXD4L5	105.103448	0	0	0	0	0	593	1085	558	0	0	164	0	0	371	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGR4	105.068966	0	0	0	0	0	473	680	533	0	0	139	0	0	223	174	104	0	0	0	0	508	0	213	0	0	0	0	0	0	0
LHX2	104.862069	0	0	0	0	0	179	243	309	0	91	118	190	0	156	127	139	0	0	0	0	549	302	496	142	0	0	0	0	0	0
ZFPM2	104.551724	0	0	0	0	0	518	689	636	0	136	172	135	128	174	193	188	0	0	0	63	0	0	0	0	0	0	0	0	0	0
KCNK12	104.551724	0	0	110	0	0	200	366	85	0	0	0	0	0	87	0	125	0	0	0	0	570	109	1070	0	0	310	0	0	0	0
SIX1	104.379310	0	0	0	0	0	283	488	257	0	0	0	0	0	192	139	98	0	0	0	0	615	229	726	0	0	0	0	0	0	0
KLHL1	104.379310	0	95	0	0	0	504	782	594	0	108	114	105	97	221	223	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALX4	104.379310	0	0	0	0	0	136	239	288	0	0	0	0	0	0	0	0	0	0	0	0	741	518	649	305	0	151	0	0	0	0
TBX18	104.241379	0	0	0	0	0	375	515	473	0	0	0	80	0	190	185	172	0	0	0	0	651	0	382	0	0	0	0	0	0	0
EYA2	104.241379	0	109	0	0	0	579	832	478	0	84	129	168	93	182	145	143	0	0	0	81	0	0	0	0	0	0	0	0	0	0
POU4F2	104.034483	0	0	0	0	0	349	742	357	0	0	0	146	0	254	285	133	0	0	0	0	311	0	354	0	0	86	0	0	0	0
HOXD4	104.000000	0	0	0	0	0	277	442	710	0	113	164	232	0	247	180	293	0	0	0	0	175	0	183	0	0	0	0	0	0	0
CNTFR	104.000000	0	0	0	0	0	245	489	409	0	0	108	121	0	104	116	117	0	0	0	0	577	0	564	0	0	166	0	0	0	0
NDRG4	103.862069	0	0	0	0	0	548	859	566	0	100	164	148	130	243	103	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DOC2B	103.758621	0	0	0	0	0	446	593	200	0	0	158	192	0	0	123	0	0	0	0	0	564	119	472	0	0	142	0	0	0	0
TBC1D12	103.620690	0	101	120	0	0	544	851	367	0	147	83	138	116	209	217	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KANK4	103.448276	0	0	0	0	0	584	962	511	0	133	128	123	0	124	199	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCHS2	103.103448	0	0	0	0	0	330	683	550	0	0	0	122	106	117	116	121	0	0	0	0	523	0	322	0	0	0	0	0	0	0
TBX4	103.034483	0	0	0	0	0	192	392	305	0	0	0	124	0	127	147	0	0	0	0	110	1014	313	264	0	0	0	0	0	0	0
PRDM8	103.000000	0	0	0	0	0	381	629	487	0	0	139	0	108	319	302	214	0	0	0	0	408	0	0	0	0	0	0	0	0	0
IFNL4	102.827586	0	0	0	0	0	728	996	550	0	0	164	229	0	205	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXC10	102.827586	0	0	0	0	0	229	346	630	0	0	0	0	0	176	0	0	0	0	0	0	291	526	543	241	0	0	0	0	0	0
C2CD4B	102.827586	79	95	0	0	0	665	851	510	0	0	0	161	0	217	182	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PXDC1	102.724138	0	0	0	0	0	439	820	225	0	0	79	147	95	120	0	169	0	0	0	0	379	127	379	0	0	0	0	0	0	0
HLA-G	102.655172	0	83	0	0	0	143	623	548	0	0	0	0	0	155	273	224	0	0	0	0	551	0	377	0	0	0	0	0	0	0
FEZF1	102.655172	0	0	0	0	0	0	0	238	0	0	0	0	0	148	0	0	0	0	0	0	465	640	846	301	144	195	0	0	0	0
TLR2	102.482759	89	0	0	0	0	570	923	434	0	0	156	114	96	108	184	176	0	0	0	122	0	0	0	0	0	0	0	0	0	0
SFTPC	102.482759	0	0	0	0	0	477	674	556	0	137	136	132	78	337	163	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFRP5	102.482759	0	0	0	0	0	510	726	338	0	0	142	191	0	135	140	0	0	0	0	0	267	119	404	0	0	0	0	0	0	0
LGI3	102.482759	0	0	0	0	0	477	674	556	0	137	136	132	78	337	163	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRN1	102.413793	0	0	0	0	0	179	328	248	0	0	0	0	0	95	133	156	0	0	0	0	432	388	428	200	227	156	0	0	0	0
FGF3	102.413793	0	0	0	0	0	535	711	542	0	0	209	221	0	223	219	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD44	102.310345	0	101	0	0	0	453	809	598	0	0	0	125	81	250	371	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXA7	102.275862	0	0	0	0	0	146	237	333	0	0	77	0	0	158	133	96	0	0	0	0	379	369	877	0	0	161	0	0	0	0
HAND2	102.172414	0	0	0	0	0	101	255	404	0	0	0	0	0	0	0	0	0	0	0	0	589	392	702	285	0	235	0	0	0	0
HOXC4	102.068966	0	0	0	0	0	158	468	272	0	0	0	0	0	0	98	0	0	0	0	0	278	552	527	310	146	151	0	0	0	0
HOXA10	102.068966	0	0	0	0	0	157	270	503	0	0	192	118	0	202	112	82	0	0	0	0	392	404	528	0	0	0	0	0	0	0
NAV2	102.000000	0	0	0	0	0	440	852	398	0	0	135	178	0	199	211	146	0	0	0	0	239	0	160	0	0	0	0	0	0	0
RBFOX3	101.827586	0	0	0	0	0	456	638	693	0	150	155	287	0	288	132	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATOH8	101.724138	0	0	0	0	0	531	643	273	0	0	142	146	0	130	0	127	0	0	0	0	453	0	431	0	0	74	0	0	0	0
DMRT3	101.620690	0	0	0	0	0	301	493	443	0	0	74	127	0	151	254	139	0	0	0	0	496	0	469	0	0	0	0	0	0	0
GJB6	101.482759	0	0	0	0	0	459	863	602	0	104	153	127	0	321	144	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF4	101.448276	0	0	0	0	0	579	820	449	0	0	123	203	0	282	235	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRKG1	101.413793	0	0	0	0	0	406	629	336	0	0	79	0	111	235	109	102	0	0	0	0	236	229	354	0	0	115	0	0	0	0
GRID1	101.310345	0	0	0	0	0	297	467	295	0	0	0	138	0	172	118	153	0	0	0	0	359	0	663	0	0	276	0	0	0	0
CD302	101.310345	0	141	0	0	0	387	859	459	0	136	146	0	172	183	181	103	0	0	0	171	0	0	0	0	0	0	0	0	0	0
CRTC3	101.068966	0	0	0	0	0	462	697	389	94	0	160	177	0	165	133	159	0	0	0	0	191	0	304	0	0	0	0	0	0	0
COL12A1	101.068966	0	0	0	0	0	171	360	453	0	0	0	0	0	204	188	0	0	0	0	0	484	355	605	0	0	111	0	0	0	0
CELF4	101.034483	0	0	0	0	0	624	990	544	0	0	0	0	0	0	179	0	0	0	0	0	253	0	254	0	0	86	0	0	0	0
SIM2	100.827586	0	0	0	0	0	0	113	192	0	0	0	0	0	0	0	0	0	0	0	0	1062	634	541	382	0	0	0	0	0	0
EGR2	100.758621	0	0	0	0	0	543	684	420	0	130	157	144	103	156	152	118	0	0	0	0	168	0	147	0	0	0	0	0	0	0
MFSD4A	100.586207	0	102	0	0	0	694	888	389	0	0	128	0	0	0	135	0	0	0	0	0	247	159	175	0	0	0	0	0	0	0
DGKG	100.551724	0	95	0	0	0	467	823	466	0	147	141	160	0	204	167	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R3G	100.482759	0	0	0	0	0	419	584	491	0	107	172	145	110	155	223	217	0	0	0	0	291	0	0	0	0	0	0	0	0	0
