Target_genes	CHD7|Average	SRX3010215|A549	SRX3010216|A549	SRX1901615|CD34+	SRX9795022|Cerebellum	SRX3010108|GM12878	SRX3010109|GM12878	SRX116455|hESC_H1	SRX186669|hESC_H1	SRX3581475|iPSC_derived_neural_cells	SRX3581477|iPSC_derived_neural_cells	SRX3581509|iPSC_derived_neural_cells	SRX3581511|iPSC_derived_neural_cells	SRX702549|iPSC_derived_neural_cells	SRX3581513|iPSC_derived_neural_crests	SRX3581515|iPSC_derived_neural_crests	SRX3581504|iPS_cells	SRX3581507|iPS_cells	SRX116418|K-562	SRX186674|K-562	STRING
APOLD1	69.105263	0	0	0	190	0	0	0	0	0	0	271	674	0	0	0	0	178	0	0	0
NEMF	68.894737	0	0	578	298	0	0	0	0	0	0	0	0	192	0	0	0	0	123	118	0
INPP4B	68.842105	0	0	567	0	0	0	0	0	0	217	0	0	524	0	0	0	0	0	0	0
PRKAR1A	68.684211	0	0	235	258	0	0	0	0	0	0	0	0	152	0	0	0	167	244	249	0
PLEKHG1	68.684211	0	0	0	124	0	0	0	0	0	0	211	604	204	0	0	0	162	0	0	0
DMRT1	68.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1305	0	0	0
PHACTR1	68.473684	0	0	0	119	0	0	0	0	0	0	0	230	0	0	0	316	636	0	0	0
TDGF1	68.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	833	0	0	0
TAGLN3	68.315789	0	0	0	170	0	0	0	0	0	0	363	765	0	0	0	0	0	0	0	0
SYNJ2	68.105263	0	0	0	174	0	0	0	0	0	0	0	0	0	114	166	317	523	0	0	0
NRCAM	68.105263	0	0	0	132	0	0	0	0	0	0	293	472	0	0	0	0	397	0	0	0
CCDC102B	67.789474	0	0	0	309	0	0	0	0	0	0	275	551	0	153	0	0	0	0	0	0
PKNOX2	67.631579	0	0	0	127	0	0	0	0	0	0	331	367	0	0	0	163	297	0	0	0
LIMCH1	67.526316	0	0	0	135	0	0	0	0	0	0	336	662	0	0	0	0	150	0	0	0
GAS2L1	67.421053	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	411	766	0	0	0
RFX4	67.368421	0	0	0	0	0	0	0	0	0	0	0	490	0	0	0	225	565	0	0	0
NBPF1	67.263158	0	0	0	1200	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0
LMO7	67.105263	0	0	0	135	0	0	0	0	0	0	0	0	0	0	364	192	584	0	0	0
DCLRE1C	66.789474	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	309	758	0	0	0
TMEM170B	66.736842	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	398	613	0	0	0
KIFC3	66.578947	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	250	730	0	0	0
MRPL40	66.157895	0	0	165	300	0	0	0	0	0	0	0	0	0	0	0	0	0	391	401	0
HIRA	66.157895	0	0	165	300	0	0	0	0	0	0	0	0	0	0	0	0	0	391	401	0
DNMBP	65.789474	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	333	727	0	0	0
SH3D19	65.684211	0	0	0	128	0	0	0	0	0	0	0	481	73	0	0	264	302	0	0	0
RTN4	65.315789	0	0	0	138	0	0	0	0	0	0	207	582	0	0	198	0	116	0	0	0
PAQR3	65.263158	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	389	716	0	0	0
HES5	65.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	900	0	0	0
SCNN1A	65.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439	800	0	0	0
MACROH2A1	65.210526	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	426	662	0	0	0
LTBR	65.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439	800	0	0	0
CLDN2	65.000000	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	289	694	0	0	0
WDR74	64.578947	96	0	439	165	0	0	0	0	0	0	0	0	141	0	0	0	269	0	117	0
ANKRD28	64.473684	0	0	0	213	0	0	0	0	0	0	0	152	0	0	0	322	538	0	0	0
DDX3X	64.263158	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	297	738	0	0	0
FERD3L	64.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	808	0	0	0
FEZ2	64.000000	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	295	623	0	0	0
ARHGAP42	63.631579	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	344	742	0	0	0
H2BC5	63.526316	130	117	719	0	111	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0
HNRNPD	63.473684	0	0	0	351	0	0	0	0	0	0	0	0	0	0	0	234	621	0	0	0
TM4SF18	63.421053	0	0	0	0	0	0	0	0	0	0	365	464	0	131	0	0	245	0	0	0
LINGO1	63.421053	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	1101	0	0	0
TRIM38	63.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	750	0	0	0
ABI2	63.368421	0	0	0	357	0	0	0	0	0	0	0	318	0	0	0	106	423	0	0	0
PCBP4	63.105263	0	0	0	0	0	0	0	0	0	0	0	491	0	0	0	238	470	0	0	0
PES1	63.052632	0	0	0	786	0	0	0	0	0	0	0	0	0	0	0	78	334	0	0	0
ST18	62.421053	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	387	627	0	0	0
CHN2	62.421053	0	0	0	194	0	0	0	0	0	0	182	593	92	0	0	0	125	0	0	0
CDH2	62.421053	0	0	0	0	0	0	0	0	0	0	248	835	103	0	0	0	0	0	0	0
TMEM200B	62.210526	0	0	0	92	0	0	0	0	0	0	0	404	0	0	0	254	432	0	0	0
KLF17	62.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	761	0	0	0
CDC14B	62.052632	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	389	676	0	0	0
SLC29A1	61.947368	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	355	580	0	0	0
RBBP5	61.947368	0	0	154	622	0	0	0	0	0	0	0	0	105	0	0	0	0	143	153	0
H1-4	61.842105	98	117	719	0	111	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0
RNF43	61.736842	0	0	0	141	0	0	0	0	0	0	260	119	0	0	0	325	328	0	0	0
H1-3	61.736842	0	71	906	0	89	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0
H4C15	61.526316	0	0	547	167	0	0	0	0	0	0	0	0	0	0	0	0	236	99	120	0
H4C14	61.526316	0	0	547	167	0	0	0	0	0	0	0	0	0	0	0	0	236	99	120	0
NOVA1	61.315789	0	0	0	88	0	0	0	0	0	0	143	736	0	0	0	0	198	0	0	0
TMEM74	61.263158	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	332	555	0	0	0
KRTAP13-3	61.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	860	0	0	0
LARP1	61.000000	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	331	674	0	0	0
RAB34	60.526316	0	0	0	137	0	0	0	0	0	0	0	509	0	0	0	145	359	0	0	0
ACSL1	60.421053	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	307	711	0	0	0
SPHK1	60.315789	0	0	0	0	0	0	0	0	103	0	0	871	0	0	0	0	172	0	0	0
LBR	60.105263	0	0	121	178	0	0	0	0	0	0	0	0	0	0	0	0	0	402	441	0
PRDM5	60.052632	0	0	0	129	0	0	0	0	0	0	0	0	103	0	0	337	572	0	0	0
ASXL1	60.000000	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	260	563	0	0	0
ADA2	59.947368	0	0	0	96	0	0	0	0	0	0	0	253	0	0	0	214	576	0	0	0
NODAL	59.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	753	0	0	0
CLIP1	59.894737	0	0	0	128	0	0	0	0	0	0	165	678	83	0	0	0	84	0	0	0
PDZRN4	59.842105	0	0	267	113	0	0	301	302	0	0	0	0	154	0	0	0	0	0	0	0
COL21A1	59.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	771	0	0	0
MTA3	59.684211	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	319	672	0	0	0
BAG6	59.631579	0	0	129	267	0	0	0	0	0	0	0	0	197	0	0	0	0	269	271	0
SEPTIN9	58.789474	0	0	386	147	0	0	0	0	0	0	0	0	0	0	0	181	403	0	0	0
CCDC50	58.789474	0	0	0	239	0	0	0	0	0	0	0	168	0	0	0	210	500	0	0	0
C12orf42	58.631579	0	0	0	135	0	0	0	0	0	0	0	460	0	0	0	133	386	0	0	0
ARHGEF7	58.631579	0	0	0	365	0	0	0	0	0	0	102	206	0	0	0	163	278	0	0	0
TRIM2	58.578947	0	0	0	180	0	0	0	0	0	0	124	588	0	0	0	0	221	0	0	0
MTRNR2L9	58.473684	0	0	0	0	0	0	437	370	0	0	0	0	0	0	0	0	0	0	304	0
MRPL44	58.421053	0	0	254	535	0	0	0	0	0	0	0	0	106	0	0	0	0	109	106	0
CNGA1	58.315789	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	321	626	0	0	0
STX18	58.210526	0	0	158	581	0	0	0	0	0	0	0	0	0	0	0	0	102	122	143	0
CPVL	58.000000	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	379	649	0	0	0
AURKAIP1	57.842105	0	0	375	359	0	0	0	0	0	0	0	0	196	0	0	0	0	81	88	0
POTEE	57.736842	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	463	399	0
ABCA5	57.736842	0	0	0	234	0	0	0	0	0	0	87	660	116	0	0	0	0	0	0	0
QPRT	57.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	656	0	0	0
ALDH3A2	57.526316	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	341	478	0	0	0
ETV1	57.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	754	0	0	0
TACC2	57.368421	0	0	0	149	0	0	0	0	0	0	0	308	0	0	0	176	457	0	0	0
LYPD1	57.157895	0	0	0	0	0	0	0	0	0	0	156	645	0	0	107	0	178	0	0	0
DYNC2I1	57.157895	0	0	0	663	0	0	0	0	0	0	0	0	160	0	0	0	263	0	0	0
PRICKLE2	57.000000	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	243	682	0	0	0
KLHDC7A	56.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	712	0	0	0
LYNX1-SLURP2	56.684211	0	0	825	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LYNX1	56.684211	0	0	825	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RCAN3	56.631579	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	302	650	0	0	0
ARHGAP24	56.526316	0	0	0	97	0	0	0	0	0	0	367	503	0	0	0	0	107	0	0	0
ETV4	56.421053	0	0	0	125	0	0	0	0	0	0	0	279	0	0	0	188	480	0	0	0
TRIM54	56.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429	642	0	0	0
MMRN1	56.315789	0	0	0	0	0	0	0	0	0	0	255	667	148	0	0	0	0	0	0	0
ZNF609	56.105263	82	0	210	134	0	0	0	0	0	0	0	0	421	0	0	0	0	111	108	0
TMEM132B	56.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494	572	0	0	0
CHI3L2	56.105263	0	0	0	0	0	0	0	0	0	0	0	197	0	412	457	0	0	0	0	0
TJP2	56.000000	0	0	0	197	0	0	0	0	0	0	0	208	0	0	0	262	397	0	0	0
INTS12	55.842105	0	0	320	286	0	0	0	0	0	0	0	0	0	0	0	0	101	178	176	0
GSTCD	55.842105	0	0	320	286	0	0	0	0	0	0	0	0	0	0	0	0	101	178	176	0
ZNF106	55.631579	0	0	0	281	0	0	0	0	0	0	126	281	0	0	0	0	369	0	0	0
FAM153B	55.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	675	0	0	0
SYDE2	55.578947	0	0	0	136	0	0	0	0	0	0	0	171	0	0	0	169	580	0	0	0
SGMS2	55.421053	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	325	622	0	0	0
MYO18A	55.368421	0	0	0	135	0	0	0	0	0	0	0	417	0	0	0	188	312	0	0	0
SIRT4	55.157895	0	0	433	477	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0
NSMCE4A	55.105263	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	314	450	0	0	0
CDH9	55.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	715	0	0	0
MYO1B	54.894737	0	0	0	86	0	0	0	0	0	0	122	278	0	0	0	143	414	0	0	0
PTPN9	54.842105	0	0	85	151	0	0	0	0	0	0	0	206	0	0	0	191	409	0	0	0
SERPINA11	54.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1039	0	0	0
CNPY1	54.473684	0	0	0	115	0	0	0	0	0	0	0	251	93	0	0	136	440	0	0	0
TRIP4	54.421053	0	0	147	316	0	0	0	0	0	0	0	0	0	0	0	0	0	280	291	0
ESRP1	54.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	712	0	0	0
CDK2AP1	54.421053	0	0	0	88	0	0	0	0	0	0	205	416	124	0	0	0	201	0	0	0
FAM102A	54.157895	0	0	0	183	0	0	0	0	0	0	163	683	0	0	0	0	0	0	0	0
SH3RF2	54.052632	0	0	0	170	0	0	0	0	0	0	0	285	0	0	0	206	366	0	0	0
SORBS2	54.000000	0	0	0	202	0	0	0	0	0	0	0	0	0	0	155	240	429	0	0	0
CCDC130	53.947368	0	0	0	850	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0
STOX2	53.736842	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	195	731	0	0	0
MED23	53.526316	0	0	169	467	0	0	0	0	0	0	0	0	159	0	0	0	0	112	110	0
IL17C	53.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	692	0	0	0
SHROOM3	53.315789	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	268	610	0	0	0
POTEF	53.000000	0	0	0	0	0	0	0	0	0	0	0	0	422	0	0	0	0	245	340	0
DPP4	53.000000	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	321	366	0	0	0
DGLUCY	52.894737	0	0	0	334	0	0	0	0	0	0	123	288	0	0	0	0	260	0	0	0
MRPS33	52.842105	0	0	0	406	0	0	0	0	0	0	0	0	78	0	0	0	0	253	267	0
HDAC7	52.842105	0	0	0	109	0	0	0	0	0	0	92	532	86	185	0	0	0	0	0	0
TNNT2	52.789474	0	0	0	0	0	0	0	0	0	0	203	312	0	0	0	0	488	0	0	0
OSGIN2	52.736842	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	317	512	0	0	0
CPSF4L	52.684211	0	0	0	140	0	0	0	0	0	0	0	135	0	0	0	257	469	0	0	0
SF3A3	52.631579	0	0	269	366	0	0	0	0	0	0	0	0	0	0	0	0	0	173	192	0
BEST3	52.631579	0	0	0	0	0	0	0	0	0	0	132	419	0	0	133	0	316	0	0	0
ACOT6	52.631579	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	303	538	0	0	0
BTBD3	52.473684	0	0	0	155	0	0	0	0	0	0	0	146	0	0	0	164	532	0	0	0
SYT1	52.368421	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	220	598	0	0	0
E2F7	52.263158	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	126	546	0	0	0
SLC25A16	52.210526	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0	566	0	0	0
NAT10	52.157895	0	0	98	521	0	0	0	0	0	0	0	0	0	0	0	0	0	178	194	0
LRRC27	52.105263	0	0	0	569	0	0	0	0	0	0	0	293	0	0	0	0	128	0	0	0
ETFDH	52.000000	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	155	463	0	0	0
DMAP1	52.000000	0	0	195	364	0	0	0	0	0	0	0	0	0	0	0	0	0	206	223	0
C4orf46	52.000000	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	155	463	0	0	0
GEMIN7	51.947368	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	265	548	0	0	0
POLDIP3	51.894737	0	0	269	296	0	0	0	0	0	0	0	0	126	0	0	108	187	0	0	0
CDH17	51.789474	0	0	0	0	0	0	0	0	0	0	286	155	0	0	0	176	367	0	0	0
TTC26	51.684211	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	296	289	0
SERPING1	51.526316	0	0	0	138	0	0	0	0	0	0	0	275	0	0	0	316	250	0	0	0
LANCL2	51.421053	0	0	0	351	0	0	0	0	0	0	0	0	0	0	0	213	413	0	0	0
H3C2	51.421053	0	0	620	0	0	0	0	0	0	0	0	0	106	0	0	0	0	128	123	0
CARS2	51.421053	0	0	221	355	0	0	75	74	0	0	0	0	147	0	0	0	105	0	0	0
TBC1D19	51.368421	0	0	251	408	0	0	0	0	0	0	0	0	172	0	0	0	0	145	0	0
POLR3B	51.263158	0	0	140	834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUF2	51.210526	0	0	108	518	0	0	0	0	0	0	0	0	0	0	0	0	0	170	177	0
INSYN2B	51.210526	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	257	575	0	0	0
PITPNM2	51.105263	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	127	481	0	0	0
IFIT3	51.052632	0	0	0	139	0	0	0	0	0	0	182	246	0	0	0	121	282	0	0	0
H2BC21	51.052632	94	131	581	0	0	0	0	0	0	0	0	0	80	0	0	0	0	84	0	0
H2AC21	51.052632	94	131	581	0	0	0	0	0	0	0	0	0	80	0	0	0	0	84	0	0
H2AC20	51.052632	94	131	581	0	0	0	0	0	0	0	0	0	80	0	0	0	0	84	0	0
LRRC8C	50.894737	0	0	271	88	0	0	0	0	0	0	0	0	0	0	0	0	0	309	299	0
HOMER1	50.894737	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	237	619	0	0	0
FAM227B	50.894737	0	0	275	436	0	0	0	0	0	0	0	0	0	0	0	0	0	118	138	0
DTWD1	50.894737	0	0	275	436	0	0	0	0	0	0	0	0	0	0	0	0	0	118	138	0
EHBP1	50.789474	0	0	0	156	0	0	0	0	0	0	188	527	94	0	0	0	0	0	0	0
A2M	50.684211	0	0	0	0	0	0	0	0	0	0	247	495	221	0	0	0	0	0	0	0
TATDN3	50.578947	0	0	231	391	0	0	0	0	0	0	0	0	0	0	0	0	0	166	173	0
NSL1	50.578947	0	0	231	391	0	0	0	0	0	0	0	0	0	0	0	0	0	166	173	0
WBP1L	50.315789	0	0	0	161	0	0	0	0	0	0	178	107	0	0	0	191	319	0	0	0
EBF2	50.210526	0	0	350	136	0	0	93	93	0	0	0	0	0	0	0	0	0	143	139	0
CTBS	50.157895	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	291	561	0	0	0
HTR2B	50.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	657	0	0	0
MCRS1	50.000000	0	0	146	550	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0
SOX5	49.894737	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	254	538	0	0	0
NDST1	49.684211	0	0	0	0	0	0	0	0	0	0	0	155	0	95	350	0	344	0	0	0
C1QTNF3	49.684211	0	0	0	144	0	0	0	0	0	0	187	496	0	117	0	0	0	0	0	0
GBA	49.526316	0	0	149	420	0	0	0	0	0	0	0	106	0	0	0	0	266	0	0	0
DRG2	49.000000	0	0	191	740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRKAG2	48.842105	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	355	467	0	0	0
GTF3C3	48.842105	0	0	176	460	0	0	0	0	0	0	0	0	0	0	0	0	0	135	157	0
PRR7	48.789474	0	0	0	351	0	0	0	0	0	0	0	576	0	0	0	0	0	0	0	0
FRMD4A	48.789474	0	0	0	114	0	0	0	0	0	0	244	370	0	0	0	69	130	0	0	0
ZMPSTE24	48.684211	0	0	217	430	0	0	0	0	0	0	0	0	0	0	0	0	0	142	136	0
ASIC2	48.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	728	0	0	0
RGPD6	48.315789	0	0	119	103	0	0	0	0	0	0	0	696	0	0	0	0	0	0	0	0
SLC17A6	48.210526	0	0	0	0	0	0	0	0	0	0	0	362	0	0	0	175	379	0	0	0
DISP1	48.210526	0	0	0	322	0	0	97	97	0	0	0	144	0	0	0	0	256	0	0	0
PLAC8	48.157895	0	0	0	130	0	0	0	0	0	0	0	141	0	0	0	217	427	0	0	0
MDM2	48.157895	0	0	0	385	0	0	0	0	0	0	94	172	0	0	0	0	264	0	0	0
NANOG	48.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	588	0	0	0
MYT1L	48.052632	0	0	0	0	0	0	86	86	0	0	0	113	0	0	0	315	313	0	0	0
MFAP4	48.000000	0	0	0	184	0	0	0	0	0	0	0	0	0	307	0	169	252	0	0	0
ITGB1	48.000000	0	0	0	169	0	0	0	0	0	0	0	341	0	0	0	124	278	0	0	0
NDUFS7	47.842105	0	0	251	321	0	0	0	0	0	0	0	0	0	0	0	0	0	171	166	0
DAGLB	47.842105	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	199	413	0	0	0
NAALAD2	47.789474	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	366	435	0	0	0
DIS3L	47.736842	0	0	636	181	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0
STRA6	47.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	592	0	0	0
SCAMP4	47.578947	0	0	0	374	0	0	0	0	0	0	0	0	0	0	0	134	396	0	0	0
ADAT3	47.578947	0	0	0	374	0	0	0	0	0	0	0	0	0	0	0	134	396	0	0	0
RBFOX2	47.526316	0	0	0	221	0	0	0	0	0	0	0	465	0	0	0	0	217	0	0	0
ACVR1	47.526316	0	0	0	228	0	0	0	0	0	0	148	273	0	0	0	0	254	0	0	0
ZFP64	47.473684	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	241	414	0	0	0
GAS2L3	47.473684	0	0	0	211	0	0	0	0	0	0	288	403	0	0	0	0	0	0	0	0
FAM184A	47.473684	0	0	411	173	0	0	0	0	0	0	0	0	0	0	0	0	0	161	157	0
CCL2	47.421053	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	206	541	0	0	0
PCDHGA12	47.263158	0	0	898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAN2C1	47.263158	0	0	114	296	0	0	0	0	0	0	0	0	0	0	0	167	242	0	79	0
GTF2H4	47.263158	0	0	139	759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FABP7	47.210526	0	0	0	244	0	0	0	0	0	0	147	380	126	0	0	0	0	0	0	0
BMPR1B	47.210526	0	0	0	219	0	0	0	0	0	0	116	338	0	0	0	0	224	0	0	0
GTF2IRD2B	47.157895	0	0	149	630	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0
ACIN1	47.052632	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	273	413	0	0	0
CCND1	46.947368	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	258	502	0	0	0
ZNF532	46.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	590	0	0	0
TBK1	46.894737	0	0	0	422	0	0	0	0	0	0	0	0	0	0	0	185	284	0	0	0
CELF2	46.736842	0	0	0	0	0	0	0	0	0	0	176	508	0	0	0	0	204	0	0	0
FBXO25	46.526316	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	317	361	0
UBE2E3	46.315789	0	0	0	114	0	0	0	0	0	0	98	565	0	0	0	0	103	0	0	0
IER5L	46.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	552	0	0	0
EPB41L5	46.210526	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	171	392	0	0	0
HACD4	46.157895	0	0	0	105	0	0	0	0	0	0	157	0	0	0	0	235	380	0	0	0
FGF1	46.157895	0	0	0	0	0	0	0	0	0	0	0	140	0	0	235	111	391	0	0	0
PRTG	46.052632	0	0	0	119	0	0	0	0	88	0	153	515	0	0	0	0	0	0	0	0
HMGB1	46.000000	0	0	131	292	0	0	0	0	0	0	0	0	81	0	0	0	166	99	105	0
ARHGAP19	45.894737	0	0	0	333	0	0	0	0	0	0	0	539	0	0	0	0	0	0	0	0
H4C12	45.842105	0	0	562	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0
CPSF1	45.842105	0	0	116	458	0	0	0	0	0	0	0	0	0	0	0	0	0	151	146	0
H3-3A	45.789474	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	95	408	0	0	0
KDELR2	45.684211	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	160	426	0	0	0
YAP1	45.578947	0	0	0	80	0	0	0	0	0	0	0	256	0	0	0	181	349	0	0	0
PLEKHA5	45.578947	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	217	435	0	0	0
TBL1XR1	45.526316	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	261	434	0	0	0
LSG1	45.526316	0	0	222	389	0	0	0	0	0	0	0	0	0	0	0	0	0	128	126	0
USP54	45.368421	0	0	0	194	0	0	0	0	0	0	132	179	107	0	0	0	250	0	0	0
PHACTR2	45.263158	0	0	0	201	0	0	0	0	0	0	0	183	0	0	0	0	476	0	0	0
PANK2	45.263158	0	0	0	284	0	0	0	0	0	0	0	103	0	0	0	103	370	0	0	0
SH3BP4	45.052632	0	0	0	0	0	0	0	0	0	0	0	380	0	168	308	0	0	0	0	0
ARL6	45.000000	0	0	0	532	0	0	0	0	0	0	0	0	0	0	0	0	323	0	0	0
RUNX1T1	44.842105	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	234	508	0	0	0
LNX1	44.789474	0	0	0	142	0	0	0	0	0	0	0	584	0	0	125	0	0	0	0	0
ABCB4	44.789474	0	0	0	0	0	0	0	0	0	0	209	642	0	0	0	0	0	0	0	0
DLG4	44.736842	0	167	129	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GIMAP5	44.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	845	0	0	0
DAOA	44.473684	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	260	473	0	0	0
DNAJC10	44.421053	0	0	0	499	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0
AXL	44.421053	0	0	0	164	0	0	0	0	0	0	0	107	0	261	182	0	130	0	0	0
PWWP3A	44.315789	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	188	398	0	0	0
POU2F1	44.315789	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	145	431	0	0	0
CNOT6L	44.315789	0	0	336	209	0	0	0	0	0	0	0	0	0	0	0	0	0	138	159	0
DSTN	44.210526	0	0	0	244	0	0	0	0	0	0	0	0	0	0	120	139	337	0	0	0
CEP135	44.210526	0	0	0	478	0	0	0	0	0	0	0	197	0	0	0	0	165	0	0	0
CP	44.157895	0	0	0	0	0	0	0	0	0	0	201	516	122	0	0	0	0	0	0	0
MTF2	43.947368	0	0	0	315	0	0	0	0	0	0	0	0	129	0	0	0	391	0	0	0
SLC10A2	43.842105	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	193	380	0	0	0
MICOS13	43.789474	0	0	0	832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHL13	43.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	545	0	0	0
HSD11B1L	43.789474	0	0	0	832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
