Target_genes	TCF3|Average	SRX107286|CCRF-CEM	SRX190201|GM12878	SRX10477210|Hep_G2	SRX10477211|Hep_G2	SRX8736984|hESC_derived_neural_cells	SRX8736983|hESC_H1	SRX12024651|hESC_H9	SRX12024653|hESC_H9	SRX656347|ICN12	SRX128780|Jurkat_(Clone_E6-1)	SRX10478377|K-562	SRX10478378|K-562	SRX236115|Kasumi-1	SRX1212540|RAMOS	SRX7083392|RAMOS	SRX2043230|RCH-ACV	SRX158105|RPMI_8402	SRX158106|RPMI_8402	SRX2043226|SEM	STRING
SKIL	270.736842	0	471	0	0	0	0	0	0	254	0	0	0	394	0	0	2694	0	0	1331	0
UBE2L3	270.578947	0	481	0	0	0	0	0	0	448	0	219	321	218	0	0	2700	0	0	754	0
MARCHF7	270.315789	0	317	0	175	115	0	0	0	341	0	0	202	1176	112	0	2317	0	0	381	0
GSE1	269.947368	0	307	0	0	311	0	0	0	0	0	1131	1030	1360	0	0	837	0	0	153	0
UXS1	269.578947	0	126	0	0	0	0	0	0	1284	0	0	0	401	0	0	2487	0	520	304	0
FCHSD2	269.263158	0	146	0	0	0	0	0	0	878	0	0	135	2019	0	0	1592	0	0	346	0
SFXN5	269.210526	0	237	0	0	0	0	0	0	1047	0	315	640	954	0	0	1922	0	0	0	0
SPECC1	268.894737	0	659	0	0	0	0	0	0	0	0	1460	1678	182	0	0	936	0	0	194	0
FADD	268.473684	0	953	0	0	0	0	0	0	681	0	0	102	541	0	159	2340	0	0	325	0
BATF2	268.157895	0	176	0	0	0	0	0	0	973	0	166	216	212	0	0	3176	0	0	176	0
NSFL1C	267.473684	0	748	113	175	0	0	0	0	96	0	184	276	1632	0	0	1276	0	321	261	0
TMC8	267.421053	0	0	0	0	0	0	0	0	1277	0	156	166	1320	0	0	1256	153	406	347	0
SHANK3	267.157895	0	0	0	0	0	0	0	0	0	0	0	0	1243	0	0	2736	204	893	0	0
SLFN14	266.736842	0	0	0	0	0	0	0	0	0	0	2091	2393	584	0	0	0	0	0	0	0
GSG1L2	266.684211	0	0	0	0	0	0	0	0	1729	0	0	0	0	0	0	2281	0	0	1057	0
TMBIM1	265.736842	0	0	0	0	0	0	0	0	289	0	1736	1962	597	0	0	465	0	0	0	0
RABGAP1L	265.000000	0	170	0	0	0	0	0	0	343	0	997	1504	993	0	0	852	0	0	176	0
RNF149	264.842105	0	0	0	0	0	0	0	0	396	0	132	201	2873	0	0	863	0	0	567	0
CNR2	264.578947	0	169	0	0	0	0	0	0	1342	0	0	0	581	0	0	2413	0	197	325	0
CLEC14A	264.105263	0	0	0	0	0	0	0	0	969	0	0	0	0	0	0	3482	0	0	567	0
NAPSA	263.894737	0	531	0	0	0	0	0	0	1344	0	0	0	127	0	0	2334	0	0	678	0
AMPD2	263.526316	0	0	0	0	0	0	0	0	1166	0	268	344	715	0	0	2231	0	0	283	0
FAM83A	263.421053	0	0	0	0	0	0	0	0	0	0	1956	2108	616	0	0	0	0	325	0	0
SDCCAG8	263.210526	0	0	0	0	0	0	0	0	588	0	0	91	1849	0	0	2247	0	0	226	0
CEP170	263.210526	0	0	0	0	0	0	0	0	588	0	0	91	1849	0	0	2247	0	0	226	0
GPR150	263.105263	0	367	0	0	0	0	0	0	1114	0	0	0	103	0	0	2700	0	0	715	0
POLG	262.947368	0	290	0	0	0	0	0	0	483	0	189	297	1478	0	0	2128	0	0	131	0
YTHDC1	262.473684	0	286	0	158	0	0	0	0	389	0	109	125	2112	0	0	1363	0	0	445	0
TAL1	262.368421	0	0	0	0	0	0	0	0	0	0	2136	2343	506	0	0	0	0	0	0	0
ZNF438	261.473684	0	369	0	0	0	0	0	0	545	0	0	129	996	0	0	2549	0	0	380	0
MTMR1	261.315789	0	0	0	0	0	0	0	0	641	0	0	0	0	0	0	3046	0	371	907	0
SLC26A11	261.263158	0	0	0	0	0	0	0	0	760	0	0	0	1953	0	0	2093	0	158	0	0
SGSH	261.263158	0	0	0	0	0	0	0	0	760	0	0	0	1953	0	0	2093	0	158	0	0
POU2AF1	261.263158	0	300	0	0	0	0	0	0	1095	0	0	0	0	0	0	2469	0	177	923	0
KLHL6	261.105263	0	731	0	0	0	0	0	0	273	0	0	0	1873	0	0	854	225	1005	0	0
LY6G5C	261.000000	0	0	0	0	0	0	0	0	546	0	0	207	458	0	0	3224	0	0	524	0
SIPA1	260.368421	0	304	0	0	0	0	0	0	1483	0	0	0	1590	0	0	1383	0	0	187	0
TMCC2	260.315789	0	232	0	0	0	0	0	0	0	0	1965	2080	279	0	0	390	0	0	0	0
PCCB	259.052632	0	129	0	0	0	0	0	0	87	0	1326	1488	1134	0	0	629	0	0	129	0
MYL12A	258.789474	0	337	0	0	0	0	0	0	145	0	596	846	1568	0	0	1296	0	0	129	0
BLVRB	258.684211	0	85	0	0	0	0	0	0	0	0	1967	1940	626	0	0	297	0	0	0	0
CYBA	258.263158	0	179	0	0	0	0	0	0	1229	0	0	0	1548	0	0	1775	0	0	176	0
SEC14L1	257.947368	0	122	0	0	0	0	0	0	444	0	119	347	942	0	0	2626	0	0	301	0
NFKBIZ	257.157895	0	782	0	0	0	0	0	0	0	0	374	352	461	0	0	661	144	1931	181	0
LCK	257.052632	0	316	0	0	0	0	0	0	1012	0	0	0	530	0	0	1973	0	392	661	0
TSEN15	256.736842	0	1006	129	198	0	0	0	0	232	0	386	318	784	0	0	1628	0	0	197	0
TFR2	256.684211	0	0	0	0	0	0	0	0	0	0	2134	2313	0	0	0	430	0	0	0	0
LSP1	256.631579	0	481	0	0	0	0	0	0	1073	0	0	0	238	0	0	2913	0	0	171	0
HSPB7	256.578947	0	130	0	0	0	0	0	0	267	0	0	0	164	0	0	2385	0	0	1929	0
UROD	256.526316	0	510	0	0	0	0	0	0	0	0	1417	1880	187	0	0	549	0	0	331	0
CAPRIN2	256.526316	0	448	0	89	0	0	0	0	145	0	223	164	980	62	0	2306	0	0	457	0
HTR5A	255.526316	0	185	958	1136	0	0	0	0	0	0	1115	906	0	0	0	341	0	0	214	0
QPRT	255.315789	0	126	0	0	83	0	0	0	873	0	0	0	364	0	0	2570	0	0	835	0
MFSD4B	255.315789	0	272	0	0	0	0	0	0	717	0	239	199	712	0	0	2419	0	0	293	0
GNG2	255.052632	0	171	0	0	0	0	0	0	829	0	0	0	1269	0	0	2393	0	0	184	0
TRAPPC2	254.473684	0	0	0	0	0	0	0	0	902	0	0	0	0	0	0	3281	0	0	652	0
OFD1	254.473684	0	0	0	0	0	0	0	0	902	0	0	0	0	0	0	3281	0	0	652	0
RIMBP3	254.210526	0	490	0	0	0	0	0	0	520	0	252	371	169	0	0	2421	0	0	607	0
SH3TC1	254.157895	0	590	0	0	0	0	0	0	597	0	113	0	740	97	151	1718	0	0	823	0
SNX3	254.105263	0	114	0	0	0	0	0	0	533	0	110	114	1444	0	0	2342	0	0	171	0
GBE1	254.105263	0	527	0	66	0	0	0	0	362	0	0	0	2167	0	0	1204	0	78	424	0
TMCC1	253.894737	0	0	0	0	113	0	0	0	109	0	1614	1602	484	0	0	902	0	0	0	0
PRKACG	253.894737	0	0	0	0	0	0	0	0	1178	0	0	0	0	0	0	2619	0	239	788	0
KHK	253.736842	0	299	0	0	0	0	0	0	205	0	0	207	1717	0	170	1813	0	0	410	0
GYPB	253.473684	0	0	0	0	0	0	0	0	0	0	2413	2403	0	0	0	0	0	0	0	0
TATDN2	253.315789	0	459	0	0	194	0	0	0	225	0	151	211	1684	0	122	1194	0	212	361	0
CDC42SE2	253.000000	0	415	0	0	0	0	0	0	0	0	0	0	994	0	0	2994	0	0	404	0
SPINK4	252.947368	0	0	0	0	0	0	0	0	0	0	1429	1650	1406	0	0	0	0	321	0	0
C1QTNF8	252.842105	0	0	0	0	0	0	0	0	1542	0	0	0	0	0	0	3262	0	0	0	0
PEX5	252.736842	0	332	0	0	120	0	0	0	0	0	0	0	442	0	0	2902	0	359	647	0
MAST4	252.052632	0	0	0	0	0	0	0	0	0	0	733	1146	1520	0	0	454	145	652	139	0
NPY	251.842105	0	0	0	0	0	0	0	0	1415	0	0	0	0	0	0	3293	0	0	77	0
NHLRC2	251.736842	0	262	0	0	0	0	0	0	1013	0	0	0	609	0	0	2429	0	0	470	0
DCLRE1A	251.736842	0	262	0	0	0	0	0	0	1013	0	0	0	609	0	0	2429	0	0	470	0
SLC14A1	251.473684	0	0	0	0	0	0	0	0	0	0	1604	1802	1196	0	0	0	0	176	0	0
CASS4	251.368421	0	0	0	0	0	0	0	0	0	0	1858	2181	117	0	0	0	0	620	0	0
LRRC15	251.315789	0	0	0	0	0	0	0	0	1400	0	0	0	0	0	0	2758	0	0	617	0
TMBIM4	251.105263	0	277	0	0	0	0	0	0	161	0	0	135	1530	0	0	2397	0	0	271	0
TNFAIP3	250.684211	0	175	0	0	0	0	0	0	515	0	808	842	1461	0	0	555	0	277	130	0
ASXL1	250.684211	0	73	0	0	1175	200	0	0	190	0	0	0	714	0	0	2071	0	0	340	0
FKBP5	250.578947	0	192	0	0	0	0	0	0	900	0	164	148	565	105	88	1507	199	741	152	0
DCLRE1B	250.105263	0	615	0	0	131	0	0	0	336	0	317	515	630	70	0	2037	0	0	101	0
AP4B1	250.105263	0	615	0	0	131	0	0	0	336	0	317	515	630	70	0	2037	0	0	101	0
GYPE	249.789474	0	0	0	0	0	0	0	0	0	0	2338	2408	0	0	0	0	0	0	0	0
MSH2	249.684211	0	0	0	0	207	0	0	0	128	0	118	0	1535	0	0	1269	214	1114	159	0
LBR	249.631579	0	236	0	0	0	0	0	0	123	0	1408	1527	320	0	0	652	0	387	90	0
F11R	249.631579	0	192	0	0	0	0	0	0	211	0	964	1199	1167	0	0	818	0	0	192	0
ZNF443	249.526316	0	142	0	0	0	0	0	0	679	0	0	66	1621	0	0	1946	0	0	287	0
GPR89A	249.526316	0	474	0	0	0	0	0	0	0	0	1060	1481	600	0	0	885	0	0	241	0
MRPL38	249.473684	0	247	0	0	0	0	0	0	559	0	173	284	198	0	0	2905	0	0	374	0
ZNF799	249.315789	0	72	0	0	0	0	0	0	853	0	80	0	1670	0	0	1720	0	0	342	0
REPIN1	248.736842	0	262	0	0	0	0	0	0	678	0	0	0	1547	0	233	733	0	1049	224	0
CEL	248.684211	0	0	0	0	0	0	0	0	776	0	0	0	259	0	0	3227	0	0	463	0
POLR3B	248.578947	0	198	0	143	0	0	0	0	134	0	987	1298	1139	0	0	727	0	0	97	0
LNPEP	248.368421	0	495	0	0	0	0	0	0	254	0	0	0	1465	0	0	2156	0	0	349	0
DTNBP1	248.000000	0	365	0	0	0	0	0	0	902	0	0	0	151	0	0	2849	0	165	280	0
CFLAR	247.578947	0	435	0	0	0	0	0	0	333	0	0	102	1815	0	0	1090	186	521	222	0
RALGDS	247.315789	0	213	0	0	0	0	0	0	651	0	98	199	1295	0	0	1977	0	0	266	0
P2RY11	247.157895	0	0	0	0	0	0	0	0	329	0	0	0	1154	0	0	2162	0	0	1051	0
RELL1	247.000000	0	0	0	0	0	0	0	0	406	0	1202	1429	967	0	0	591	0	0	98	0
GPR89B	246.947368	0	599	0	0	0	0	0	0	89	0	933	1166	681	0	0	1098	0	0	126	0
PSAT1	246.842105	0	84	0	0	0	0	0	0	511	0	0	0	314	91	315	2998	0	0	377	0
FAM163B	246.842105	0	0	0	0	0	0	0	0	882	0	0	0	259	0	0	2078	0	140	1331	0
PCIF1	246.578947	0	90	0	105	0	0	0	0	0	0	1315	1435	825	0	0	915	0	0	0	0
LPAR5	245.736842	0	0	0	0	0	0	0	0	1034	0	0	0	1315	0	0	1677	0	0	643	0
CAB39	245.421053	0	96	0	0	0	0	0	0	209	0	1740	1755	223	0	0	640	0	0	0	0
SEMA3D	245.210526	0	207	0	0	0	0	0	0	201	0	0	0	797	0	0	2605	0	228	621	0
METTL23	244.894737	0	427	0	0	0	0	0	0	449	0	222	444	678	0	0	2152	0	0	281	0
PPCDC	244.157895	0	738	0	0	0	0	0	0	759	0	260	468	1345	0	0	793	0	0	276	0
TTI2	243.473684	0	966	0	128	0	0	0	0	372	0	167	267	1055	0	0	1671	0	0	0	0
MND1	243.473684	0	0	0	0	0	0	0	0	905	0	0	0	242	0	0	2409	0	911	159	0
SLC25A37	243.421053	0	0	0	0	0	0	0	0	0	0	1608	1761	147	0	0	912	0	0	197	0
MYADM	243.157895	0	0	0	0	0	0	0	0	954	0	0	0	1439	0	0	1863	0	0	364	0
RAB37	243.052632	0	149	569	916	0	0	0	0	0	0	269	135	851	0	0	1532	0	0	197	0
CDH17	242.736842	0	265	0	0	0	0	0	0	719	0	0	0	368	0	0	2818	0	339	103	0
IBA57	242.526316	0	284	0	0	0	0	0	0	0	0	1325	1387	391	0	0	1054	0	0	167	0
BROX	242.526316	0	0	0	0	0	0	0	0	219	0	1000	1280	1355	0	0	581	0	0	173	0
AIDA	242.526316	0	0	0	0	0	0	0	0	219	0	1000	1280	1355	0	0	581	0	0	173	0
KYAT1	242.421053	0	0	0	0	0	0	0	0	137	0	1506	1895	216	0	0	748	0	0	104	0
WRN	241.947368	0	0	0	0	0	0	0	0	0	0	1775	2185	0	0	0	637	0	0	0	0
PLSCR1	241.894737	0	253	0	0	0	0	0	0	526	0	0	0	452	0	0	2945	0	0	420	0
MORC3	241.789474	0	211	0	0	0	0	0	0	153	0	990	1136	236	0	0	1758	0	0	110	0
DCANP1	241.631579	0	0	0	0	0	0	0	0	1540	0	0	0	552	0	0	2499	0	0	0	0
OSGIN2	241.526316	0	275	0	0	132	0	0	0	0	0	0	0	1990	0	0	1876	0	0	316	0
E2F1	241.526316	0	185	0	0	0	0	0	0	1172	0	0	0	194	263	103	2469	0	0	203	0
DMTN	241.421053	0	0	0	0	0	0	0	0	0	0	1671	1898	0	0	0	821	0	197	0	0
MYO5C	241.052632	0	0	0	0	0	0	0	0	1124	0	0	0	0	0	0	3456	0	0	0	0
ACSL1	240.684211	0	234	0	0	0	0	0	0	326	0	400	418	1424	0	0	1419	0	136	216	0
MKRN3	240.631579	0	0	0	0	0	0	0	0	811	0	0	187	0	0	0	2963	0	611	0	0
LATS1	240.631579	0	251	114	121	0	0	0	0	0	0	498	751	1006	0	0	781	123	802	125	0
NBEAL2	240.263158	0	355	0	0	0	0	0	0	367	0	174	321	452	0	0	1856	179	512	349	0
NTRK1	240.210526	0	169	0	0	0	0	0	0	701	0	0	0	1567	0	0	1703	0	218	206	0
BTF3L4	239.947368	0	207	0	0	0	0	0	0	785	0	0	110	571	0	0	2319	0	93	474	0
GNG14	239.736842	0	0	0	0	0	0	0	0	1510	0	0	0	249	0	0	2796	0	0	0	0
MX1	239.631579	0	514	0	0	0	0	0	0	966	0	0	0	219	0	0	2477	0	0	377	0
CPQ	239.263158	0	0	0	148	0	0	0	0	416	0	1283	1576	0	0	0	961	0	0	162	0
FCER2	238.842105	0	675	0	0	0	0	0	0	511	0	955	1122	156	0	0	731	0	0	388	0
SAMD4A	238.789474	0	0	0	0	0	0	0	0	0	0	1916	2147	0	0	0	474	0	0	0	0
NFKBID	238.210526	0	895	0	0	0	0	0	0	626	0	0	0	1803	0	0	937	0	0	265	0
LIMK1	238.105263	0	0	0	0	0	0	0	0	550	0	0	0	1687	0	0	2035	0	0	252	0
TEPP	237.842105	0	0	0	0	0	0	0	0	0	0	2028	2491	0	0	0	0	0	0	0	0
CSRNP1	237.789474	0	160	0	0	0	0	0	0	484	0	161	208	1316	0	0	1700	0	229	260	0
UBIAD1	237.684211	0	332	0	0	0	0	0	0	142	0	0	0	209	0	0	3252	0	0	581	0
MS4A3	237.631579	0	0	0	0	0	0	0	0	0	0	864	1117	2534	0	0	0	0	0	0	0
PTMS	237.421053	0	83	0	0	0	0	0	0	0	0	1883	1891	318	0	0	336	0	0	0	0
CCL3	237.000000	0	452	0	0	0	0	0	0	648	0	0	0	1334	0	0	1715	0	0	354	0
CPNE5	236.684211	0	0	0	0	0	0	0	0	1164	0	0	130	223	0	0	2330	0	0	650	0
LOC283710	235.947368	0	378	0	0	0	0	0	0	1136	0	0	0	0	0	0	2669	0	0	300	0
WDR74	235.684211	0	1387	121	275	0	0	0	0	122	0	299	428	163	0	0	255	0	76	1352	0
TNFRSF11B	235.631579	0	0	0	0	0	0	0	0	489	0	0	0	0	0	0	3631	0	0	357	0
RAPH1	235.631579	0	0	0	0	0	0	0	0	165	0	0	175	416	0	0	3289	0	0	432	0
COLEC10	235.631579	0	0	0	0	0	0	0	0	489	0	0	0	0	0	0	3631	0	0	357	0
SMG6	235.210526	0	902	0	0	0	0	0	0	565	0	0	0	1585	0	0	1087	0	221	109	0
GYPA	235.105263	0	0	0	0	0	0	0	0	0	0	2121	2346	0	0	0	0	0	0	0	0
WDFY4	235.000000	0	235	0	0	0	0	0	0	490	0	0	0	1879	0	0	1442	0	0	419	0
RIPK1	234.842105	0	469	0	0	0	0	0	0	0	0	152	140	503	0	0	2666	0	0	532	0
NCF4	234.526316	0	508	0	0	0	0	0	0	845	0	0	0	1684	0	0	1208	0	0	211	0
RRM2B	234.421053	0	277	0	0	0	0	0	0	454	0	113	105	1367	0	0	1928	0	0	210	0
ATP2B4	234.421053	0	0	0	0	0	0	0	0	1027	0	0	171	1128	0	0	1170	180	778	0	0
DNAJC1	234.315789	0	223	0	0	0	0	0	0	233	0	213	338	1760	0	0	1315	0	0	370	0
DHRS4	234.157895	0	662	96	165	0	0	0	0	330	0	0	0	803	0	0	1943	0	173	277	0
TESMIN	234.000000	0	90	0	0	0	0	0	0	500	0	167	262	0	0	0	3000	0	182	245	0
NFE2L2	234.000000	0	681	0	138	0	0	0	0	193	0	284	259	1134	0	0	1454	0	0	303	0
MAT2A	233.684211	0	840	121	142	0	0	0	0	123	0	124	154	507	0	0	1517	0	0	912	0
ZNF491	233.631579	0	527	0	0	271	0	0	0	633	0	0	0	777	0	0	1481	0	178	572	0
FCHO1	233.105263	0	330	0	0	0	0	0	0	684	0	0	0	460	0	0	2282	0	118	555	0
THBS3	232.947368	0	154	0	0	0	0	0	0	0	0	0	0	1040	0	0	2864	0	0	368	0
PITHD1	232.947368	0	148	0	0	0	0	0	0	0	0	1531	1955	0	0	0	672	0	0	120	0
ANKRD36	232.894737	0	182	205	163	0	0	0	0	296	0	160	129	308	0	0	2491	0	0	491	0
FERMT3	232.842105	0	377	0	0	0	0	0	0	316	0	326	575	1188	0	0	1218	0	140	284	0
ZBTB18	232.684211	0	499	0	0	0	0	0	0	261	0	102	0	1105	0	0	2209	0	0	245	0
TIGAR	231.947368	0	310	0	0	0	0	0	0	0	0	602	554	1618	0	0	1323	0	0	0	0
DMTF1	231.473684	0	727	0	0	0	0	0	0	260	0	173	178	756	0	0	1912	0	0	392	0
H2AZ2	231.315789	0	251	0	0	0	0	0	0	0	0	773	1157	653	0	0	1075	0	486	0	0
FNDC11	231.315789	0	214	0	0	0	0	0	0	866	0	0	0	734	0	0	2156	0	219	206	0
TNFRSF1B	231.263158	0	150	0	0	0	0	0	0	755	0	443	638	0	0	0	2277	0	0	131	0
NFX1	231.105263	0	202	0	0	0	0	0	0	361	0	0	128	2122	0	0	1202	0	192	184	0
KMT5A	231.105263	0	0	0	0	0	0	0	0	0	0	1439	1763	451	0	0	593	0	0	145	0
STX18	230.894737	0	876	82	268	0	0	0	0	296	0	260	280	602	0	0	1390	0	0	333	0
CCDC88B	230.894737	0	532	0	0	0	0	0	0	1015	0	0	0	190	0	0	2063	0	167	420	0
PALB2	230.789474	0	984	80	164	130	0	0	0	89	0	270	492	1076	0	0	898	0	0	202	0
HERPUD1	230.789474	0	568	0	0	0	0	0	0	389	0	0	0	1907	0	76	1012	0	0	433	0
UBXN8	230.526316	0	170	0	0	0	0	0	0	0	0	1236	1628	255	0	0	1091	0	0	0	0
DOCK2	230.368421	0	184	0	0	0	0	0	0	335	0	0	0	1311	0	0	2302	0	0	245	0
WDR5B	230.315789	0	382	0	0	0	0	0	0	547	0	0	0	1901	0	0	987	0	311	248	0
MSH3	230.263158	0	158	0	0	0	0	0	0	0	0	643	807	303	0	0	2136	0	0	328	0
AP1M1	230.000000	0	0	0	0	0	0	0	0	0	0	1531	1945	164	0	0	730	0	0	0	0
NFE2	229.578947	0	0	0	0	87	0	0	0	0	0	2061	2214	0	0	0	0	0	0	0	0
SPG11	229.105263	0	197	0	0	0	0	0	0	390	0	132	321	464	0	0	2526	0	0	323	0
KLHDC7A	229.105263	0	507	0	0	0	0	0	0	1107	0	0	0	162	0	0	2361	0	0	216	0
AIG1	228.842105	0	134	0	0	0	0	0	0	0	0	1389	1635	344	0	0	553	0	147	146	0
SPTB	228.789474	0	144	0	0	0	0	0	0	303	0	1044	1183	245	0	0	1232	0	0	196	0
GP6	228.684211	0	0	0	0	0	0	0	0	0	0	1850	2076	419	0	0	0	0	0	0	0
AQP8	228.684211	0	0	0	0	0	0	0	0	0	0	2064	2281	0	0	0	0	0	0	0	0
PSMB8	228.368421	0	327	0	0	0	0	0	0	582	0	0	0	1021	0	0	1941	0	120	348	0
FA2H	228.368421	0	415	0	0	104	0	0	0	0	0	0	0	346	0	106	3368	0	0	0	0
HLTF	228.315789	0	0	0	0	0	0	0	0	253	0	1465	1676	212	0	0	732	0	0	0	0
GFI1	228.315789	0	195	0	0	0	0	0	0	462	0	131	0	495	0	0	2339	0	173	543	0
TNK2	228.210526	0	0	0	0	0	0	0	0	1126	0	0	111	720	167	0	1955	0	0	257	0
RGS19	228.157895	0	0	0	0	0	0	0	0	1186	0	0	0	568	0	0	2581	0	0	0	0
DCLRE1C	228.105263	0	874	0	67	0	0	0	0	0	0	0	0	1959	0	0	1286	0	0	148	0
DCAF10	227.842105	0	1083	210	241	0	0	0	0	164	0	210	260	96	0	0	1803	0	0	262	0
FBP1	227.263158	0	380	0	0	299	0	0	0	255	0	0	0	615	0	0	2627	0	0	142	0
SLC35D1	227.210526	0	267	0	96	0	0	0	0	321	0	0	0	238	0	0	2623	0	0	772	0
NUDT9	227.210526	0	267	0	0	0	0	0	0	301	0	81	247	2150	0	0	1126	0	0	145	0
MST1	227.105263	0	83	0	0	0	0	0	0	0	0	1639	1934	187	0	0	472	0	0	0	0
DISC1	227.052632	0	0	0	0	0	0	0	0	1098	0	0	0	496	0	0	2346	0	0	374	0
SGK3	226.894737	0	619	0	0	203	0	0	0	0	0	0	121	1040	0	0	2122	0	0	206	0
GBA	226.631579	0	286	0	0	0	0	0	0	372	0	249	420	356	0	0	2374	0	0	249	0
FBXO41	226.473684	0	252	0	0	0	0	0	0	276	0	0	0	2049	0	0	1443	0	0	283	0
EEF2K	226.052632	0	478	0	0	0	0	0	0	804	0	294	426	366	0	0	1698	0	0	229	0
RBSN	225.526316	0	254	0	125	0	0	0	0	205	0	107	280	1408	0	0	1572	0	154	180	0
ANKRD13D	225.210526	0	246	0	0	0	0	0	0	314	0	58	0	1358	0	0	2047	0	0	256	0
TUBA4B	225.157895	0	312	0	0	0	0	0	0	608	0	0	0	131	0	0	2398	0	0	829	0
TUBA4A	225.157895	0	312	0	0	0	0	0	0	608	0	0	0	131	0	0	2398	0	0	829	0
CXCR4	225.105263	0	339	0	0	0	0	0	0	328	0	0	0	252	117	0	2568	93	463	117	0
MCEMP1	225.052632	0	0	0	0	0	0	0	0	741	0	0	0	785	0	0	2348	0	0	402	0
PLK3	224.947368	0	380	0	0	149	0	0	0	163	0	93	128	735	0	0	2284	0	108	234	0
LOC388282	224.894737	0	0	0	0	0	0	0	0	0	0	444	749	1454	0	0	1003	127	496	0	0
STRN3	224.789474	0	343	0	0	0	0	0	0	0	0	174	208	1706	0	0	1659	0	0	181	0
AP4S1	224.789474	0	343	0	0	0	0	0	0	0	0	174	208	1706	0	0	1659	0	0	181	0
CBLL1	224.736842	0	176	0	0	0	0	0	0	731	0	90	203	1183	0	0	1369	0	0	518	0
SLC39A8	224.631579	0	167	0	0	0	0	0	0	751	0	0	133	590	0	0	2168	0	240	219	0
LSM5	224.631579	0	217	0	76	0	0	0	0	183	0	0	189	668	0	0	2797	0	0	138	0
RPL39L	224.526316	0	445	0	0	0	0	0	0	474	0	0	108	319	0	0	2620	0	0	300	0
ANKRD36B	224.421053	0	214	0	70	0	0	0	0	412	0	156	117	451	0	0	2436	0	0	408	0
SLCO2B1	224.368421	0	0	0	0	0	0	0	0	1201	0	0	0	164	0	0	2690	0	0	208	0
SH2D4B	224.315789	0	0	0	0	0	0	0	0	1396	0	0	219	0	0	0	2066	0	0	581	0
TM7SF3	224.263158	0	488	0	0	0	0	0	0	223	0	0	0	1119	100	0	1650	0	445	236	0
LAMP1	224.263158	0	544	0	207	0	0	0	0	236	0	168	381	310	0	0	2229	0	0	186	0
OSM	224.210526	0	0	0	0	0	0	0	0	578	0	0	0	1136	0	0	2129	0	207	210	0
OSBPL8	224.157895	0	294	83	157	0	0	0	0	676	0	107	153	1195	0	0	1434	0	0	160	0
YTHDF1	223.842105	0	836	0	0	0	0	0	0	230	0	123	130	153	0	0	2278	0	0	503	0
SPDYC	223.842105	0	0	0	0	0	0	0	0	0	0	814	1313	2126	0	0	0	0	0	0	0
EHD1	223.684211	0	909	0	0	0	0	0	0	327	0	0	215	483	0	0	2062	0	0	254	0
MAP4K1	223.368421	0	254	0	0	0	0	0	0	1135	0	0	96	129	0	0	2287	0	0	343	0
CORO2B	223.263158	0	0	0	0	0	0	0	0	1004	0	0	0	605	117	316	1769	0	0	431	0
JUND	223.157895	0	1049	0	0	0	0	0	0	843	0	0	117	0	0	216	1597	0	0	418	0
OST4	222.842105	0	1389	0	0	0	0	0	0	0	0	0	0	493	0	0	1938	0	0	414	0
VPS37C	222.631579	0	409	0	0	0	0	0	0	108	0	0	0	363	0	0	2846	0	0	504	0
DBI	222.631579	0	625	0	119	0	0	0	0	569	0	159	222	621	0	0	1509	0	0	406	0
C2orf76	222.631579	0	625	0	119	0	0	0	0	569	0	159	222	621	0	0	1509	0	0	406	0
CD79B	222.052632	0	242	0	0	0	0	0	0	988	0	0	0	113	0	0	2534	0	0	342	0
MED14	221.947368	0	0	0	0	0	0	0	0	370	0	117	230	0	0	0	2964	0	0	536	0
ZNF670	221.894737	0	144	0	0	0	0	0	0	135	0	0	121	2141	0	0	1428	0	0	247	0
HMX3	221.526316	0	0	0	0	0	0	0	0	0	0	1953	2256	0	0	0	0	0	0	0	0
HECTD1	221.052632	0	130	109	203	0	0	0	0	197	0	0	169	1967	0	0	1092	0	232	101	0
PBLD	220.789474	0	734	168	153	0	0	0	0	194	0	178	137	1021	0	0	1355	0	0	255	0
HNRNPH3	220.789474	0	734	168	153	0	0	0	0	194	0	178	137	1021	0	0	1355	0	0	255	0
HSD17B4	220.526316	0	309	0	75	114	0	0	0	252	0	0	106	1411	0	0	1378	0	306	239	0
RAB18	220.210526	0	283	0	0	0	0	0	0	263	0	720	542	1106	0	0	1010	0	0	260	0
CD55	220.000000	0	261	0	0	0	0	0	0	442	0	131	207	872	0	0	2124	0	0	143	0
DENND3	219.894737	0	0	0	0	0	0	0	0	0	0	123	0	1372	0	0	2295	0	0	388	0
RHOT1	219.842105	0	0	0	0	0	0	0	0	0	0	1544	1632	246	0	0	755	0	0	0	0
MEMO1	219.684211	0	189	0	94	0	0	0	0	179	0	87	107	1526	0	0	1723	0	0	269	0
CFAP20	219.684211	0	176	0	119	0	0	0	0	361	0	96	183	630	0	0	2335	0	108	166	0
APBB1IP	219.052632	0	155	0	0	0	0	0	0	850	0	0	0	1032	0	0	1749	0	140	236	0
NEIL2	218.894737	0	137	0	0	0	0	0	0	1288	0	0	0	376	0	0	1814	0	365	179	0
TARS3	218.684211	0	206	0	0	0	0	0	0	335	0	194	116	678	0	0	2390	0	0	236	0
H4C4	218.578947	0	848	0	119	0	0	0	0	294	0	473	617	1291	0	0	432	0	0	79	0
