Target_genes	NR5A2|Average	SRX10478059|A549	SRX10478060|A549	SRX702035|hESC_derived_mesendodermal_cells	SRX702034|hESC_HUES64	SRX359877|LoVo	SRX278609|MCF-7	STRING
NMRAL1	28.500000	171	0	0	0	0	0	0
NDUFS6	28.500000	171	0	0	0	0	0	0
HMOX2	28.500000	171	0	0	0	0	0	0
EEA1	28.500000	171	0	0	0	0	0	0
TFPT	28.333333	69	101	0	0	0	0	0
TFF1	28.333333	170	0	0	0	0	0	0
RHNO1	28.333333	170	0	0	0	0	0	0
PRPF31	28.333333	69	101	0	0	0	0	0
POLN	28.333333	93	77	0	0	0	0	0
MYADM	28.333333	100	70	0	0	0	0	0
MTHFS	28.333333	170	0	0	0	0	0	0
MRPL42	28.333333	170	0	0	0	0	0	0
HAUS5	28.333333	0	170	0	0	0	0	0
HAUS3	28.333333	93	77	0	0	0	0	0
FOXM1	28.333333	170	0	0	0	0	0	0
TUFT1	28.166667	0	0	0	0	0	169	0
SHQ1	28.166667	73	96	0	0	0	0	0
SCAPER	28.166667	0	169	0	0	0	0	0
NSUN5	28.166667	169	0	0	0	0	0	0
DBP	28.166667	0	0	169	0	0	0	0
CACNA1G	28.166667	169	0	0	0	0	0	0
SCRIB	28.000000	168	0	0	0	0	0	0
MRPS5	28.000000	168	0	0	0	0	0	0
ELMOD2	28.000000	168	0	0	0	0	0	0
BNC2	28.000000	168	0	0	0	0	0	0
AGR2	28.000000	0	0	0	0	0	168	0
USP22	27.833333	167	0	0	0	0	0	0
RTEL1	27.833333	90	77	0	0	0	0	0
RPL31	27.833333	167	0	0	0	0	0	0
OLA1	27.833333	167	0	0	0	0	0	0
NFKB2	27.833333	0	167	0	0	0	0	0
ZNF780A	27.666667	79	87	0	0	0	0	0
WDR90	27.666667	166	0	0	0	0	0	0
TBC1D22A	27.666667	166	0	0	0	0	0	0
TADA2A	27.666667	0	166	0	0	0	0	0
MPHOSPH10	27.666667	166	0	0	0	0	0	0
MCEE	27.666667	166	0	0	0	0	0	0
KLHL36	27.666667	166	0	0	0	0	0	0
H4C15	27.666667	166	0	0	0	0	0	0
H4C14	27.666667	166	0	0	0	0	0	0
GNB2	27.666667	0	166	0	0	0	0	0
ERLIN2	27.666667	166	0	0	0	0	0	0
CLUAP1	27.666667	166	0	0	0	0	0	0
CDC42BPG	27.666667	166	0	0	0	0	0	0
ADARB1	27.666667	0	0	0	0	0	166	0
SYP	27.500000	165	0	0	0	0	0	0
RPL6	27.500000	165	0	0	0	0	0	0
PTP4A3	27.500000	165	0	0	0	0	0	0
MRPL2	27.500000	165	0	0	0	0	0	0
MED20	27.500000	165	0	0	0	0	0	0
MARCHF8	27.500000	165	0	0	0	0	0	0
KLC4	27.500000	165	0	0	0	0	0	0
DPEP2	27.500000	0	165	0	0	0	0	0
CIB2	27.500000	165	0	0	0	0	0	0
BYSL	27.500000	165	0	0	0	0	0	0
AGPS	27.500000	165	0	0	0	0	0	0
TLCD5	27.333333	164	0	0	0	0	0	0
PDCD4	27.333333	86	78	0	0	0	0	0
MLLT1	27.333333	0	0	164	0	0	0	0
MEF2A	27.333333	164	0	0	0	0	0	0
FASN	27.333333	164	0	0	0	0	0	0
FBXO22	27.166667	163	0	0	0	0	0	0
C15orf39	27.166667	163	0	0	0	0	0	0
RBPMS2	27.000000	162	0	0	0	0	0	0
LINGO1	27.000000	162	0	0	0	0	0	0
KLF11	27.000000	0	0	0	162	0	0	0
CLDN23	27.000000	0	0	162	0	0	0	0
SSR4	26.833333	0	161	0	0	0	0	0
PABPC4L	26.833333	0	0	0	0	0	161	0
NELFB	26.833333	161	0	0	0	0	0	0
MOGAT3	26.833333	0	161	0	0	0	0	0
IDH3G	26.833333	0	161	0	0	0	0	0
DRAP1	26.833333	0	161	0	0	0	0	0
COA8	26.833333	0	0	161	0	0	0	0
C11orf68	26.833333	0	161	0	0	0	0	0
BRWD1	26.833333	161	0	0	0	0	0	0
BAG5	26.833333	0	0	161	0	0	0	0
ZNF786	26.666667	160	0	0	0	0	0	0
NUDT7	26.666667	160	0	0	0	0	0	0
CITED1	26.666667	0	160	0	0	0	0	0
CHGA	26.666667	0	160	0	0	0	0	0
ALKBH7	26.666667	0	160	0	0	0	0	0
PUF60	26.500000	159	0	0	0	0	0	0
WSB2	26.333333	158	0	0	0	0	0	0
TESC	26.333333	158	0	0	0	0	0	0
FAM111A	26.333333	0	0	158	0	0	0	0
ABCB9	26.333333	158	0	0	0	0	0	0
SMURF1	26.166667	157	0	0	0	0	0	0
SLC34A2	26.166667	0	0	157	0	0	0	0
SEC16B	26.166667	157	0	0	0	0	0	0
LZTR1	26.166667	157	0	0	0	0	0	0
KANSL3	26.166667	157	0	0	0	0	0	0
DUSP2	26.166667	0	0	157	0	0	0	0
CRELD1	26.166667	0	0	157	0	0	0	0
CNOT2	26.166667	157	0	0	0	0	0	0
ACTR1A	26.166667	157	0	0	0	0	0	0
TRMT2A	26.000000	156	0	0	0	0	0	0
TMX3	26.000000	0	0	156	0	0	0	0
SCAND1	26.000000	156	0	0	0	0	0	0
RANBP1	26.000000	156	0	0	0	0	0	0
CCDC120	26.000000	156	0	0	0	0	0	0
CCDC102B	26.000000	0	0	156	0	0	0	0
AKAP7	26.000000	156	0	0	0	0	0	0
ZNF565	25.833333	155	0	0	0	0	0	0
ZNF146	25.833333	155	0	0	0	0	0	0
STX10	25.833333	155	0	0	0	0	0	0
SLC66A3	25.833333	155	0	0	0	0	0	0
SLC25A40	25.833333	155	0	0	0	0	0	0
RGL1	25.833333	155	0	0	0	0	0	0
PSMD8	25.833333	155	0	0	0	0	0	0
LRRC24	25.833333	155	0	0	0	0	0	0
IER2	25.833333	155	0	0	0	0	0	0
GOT2	25.833333	0	155	0	0	0	0	0
EFCAB10	25.833333	155	0	0	0	0	0	0
DBF4	25.833333	155	0	0	0	0	0	0
CRBN	25.833333	155	0	0	0	0	0	0
ARPC5	25.833333	155	0	0	0	0	0	0
VPS25	25.666667	0	154	0	0	0	0	0
NR2F2	25.666667	154	0	0	0	0	0	0
ENTPD6	25.666667	154	0	0	0	0	0	0
DAZAP2	25.666667	0	154	0	0	0	0	0
CLN3	25.666667	154	0	0	0	0	0	0
CCDC174	25.666667	154	0	0	0	0	0	0
C1orf74	25.666667	154	0	0	0	0	0	0
ZNF699	25.500000	153	0	0	0	0	0	0
SLC18B1	25.500000	153	0	0	0	0	0	0
SHISA5	25.500000	153	0	0	0	0	0	0
MIER2	25.500000	153	0	0	0	0	0	0
CENPB	25.500000	153	0	0	0	0	0	0
ACOT2	25.500000	153	0	0	0	0	0	0
TYK2	25.333333	0	0	152	0	0	0	0
TPRN	25.333333	152	0	0	0	0	0	0
TMEM91	25.333333	152	0	0	0	0	0	0
RPS29	25.333333	152	0	0	0	0	0	0
MYG1	25.333333	152	0	0	0	0	0	0
METTL26	25.333333	152	0	0	0	0	0	0
LRR1	25.333333	152	0	0	0	0	0	0
H2BC11	25.333333	152	0	0	0	0	0	0
H2AC11	25.333333	152	0	0	0	0	0	0
CHMP3	25.333333	152	0	0	0	0	0	0
B9D2	25.333333	152	0	0	0	0	0	0
ZNF875	25.166667	151	0	0	0	0	0	0
ZNF235	25.166667	151	0	0	0	0	0	0
WNK3	25.166667	0	0	0	151	0	0	0
ULK2	25.166667	151	0	0	0	0	0	0
SS18L2	25.166667	151	0	0	0	0	0	0
SEC22C	25.166667	151	0	0	0	0	0	0
PMEPA1	25.166667	151	0	0	0	0	0	0
NT5C3A	25.166667	151	0	0	0	0	0	0
MED11	25.166667	68	83	0	0	0	0	0
DZIP3	25.166667	151	0	0	0	0	0	0
CIP2A	25.166667	151	0	0	0	0	0	0
TRA2B	25.000000	150	0	0	0	0	0	0
STAT5B	25.000000	150	0	0	0	0	0	0
SMIM26	25.000000	150	0	0	0	0	0	0
PIGH	25.000000	150	0	0	0	0	0	0
NOTCH2NLA	25.000000	150	0	0	0	0	0	0
MTBP	25.000000	150	0	0	0	0	0	0
MRPL13	25.000000	150	0	0	0	0	0	0
MINK1	25.000000	150	0	0	0	0	0	0
FNBP4	25.000000	150	0	0	0	0	0	0
CIART	25.000000	0	0	150	0	0	0	0
C4BPB	25.000000	150	0	0	0	0	0	0
SMG9	24.833333	149	0	0	0	0	0	0
LRRC37A3	24.833333	149	0	0	0	0	0	0
EPOP	24.833333	149	0	0	0	0	0	0
DNPEP	24.833333	149	0	0	0	0	0	0
CCL26	24.833333	149	0	0	0	0	0	0
CCDC40	24.833333	149	0	0	0	0	0	0
CA12	24.833333	149	0	0	0	0	0	0
ZSWIM7	24.666667	148	0	0	0	0	0	0
ZKSCAN5	24.666667	148	0	0	0	0	0	0
VPS4A	24.666667	148	0	0	0	0	0	0
TTC19	24.666667	148	0	0	0	0	0	0
SEH1L	24.666667	148	0	0	0	0	0	0
RPS27A	24.666667	0	148	0	0	0	0	0
NIPSNAP1	24.666667	148	0	0	0	0	0	0
MLXIP	24.666667	0	0	148	0	0	0	0
CLHC1	24.666667	0	148	0	0	0	0	0
CCDC83	24.666667	148	0	0	0	0	0	0
CBFB	24.666667	148	0	0	0	0	0	0
BCAR1	24.666667	148	0	0	0	0	0	0
VPS18	24.500000	0	147	0	0	0	0	0
SH3PXD2A	24.500000	0	147	0	0	0	0	0
NRDE2	24.500000	147	0	0	0	0	0	0
MTCH2	24.500000	147	0	0	0	0	0	0
MRPL10	24.500000	147	0	0	0	0	0	0
LRRC46	24.500000	147	0	0	0	0	0	0
GAS2L1	24.500000	147	0	0	0	0	0	0
FAAP20	24.500000	147	0	0	0	0	0	0
DCAF6	24.500000	147	0	0	0	0	0	0
ARL4A	24.500000	147	0	0	0	0	0	0
ALG1	24.500000	0	147	0	0	0	0	0
ACAA1	24.500000	147	0	0	0	0	0	0
RPL11	24.333333	146	0	0	0	0	0	0
MRPL41	24.333333	146	0	0	0	0	0	0
DDX60	24.333333	146	0	0	0	0	0	0
CACNG7	24.333333	146	0	0	0	0	0	0
BCL7B	24.333333	146	0	0	0	0	0	0
ZNF331	24.166667	0	145	0	0	0	0	0
ZNF236	24.166667	0	145	0	0	0	0	0
UQCRC2	24.166667	145	0	0	0	0	0	0
UBE2Q2	24.166667	145	0	0	0	0	0	0
TCIRG1	24.166667	0	145	0	0	0	0	0
SUPT3H	24.166667	145	0	0	0	0	0	0
KIF1B	24.166667	0	145	0	0	0	0	0
DRAM1	24.166667	145	0	0	0	0	0	0
ZNF543	24.000000	144	0	0	0	0	0	0
TPCN2	24.000000	144	0	0	0	0	0	0
TADA1	24.000000	0	144	0	0	0	0	0
PIGQ	24.000000	0	144	0	0	0	0	0
PEX12	24.000000	144	0	0	0	0	0	0
MITD1	24.000000	144	0	0	0	0	0	0
ELOVL1	24.000000	0	144	0	0	0	0	0
CFAP206	24.000000	144	0	0	0	0	0	0
SMAD2	23.833333	143	0	0	0	0	0	0
SLC12A9	23.833333	0	143	0	0	0	0	0
SEC13	23.833333	143	0	0	0	0	0	0
PNLIPRP1	23.833333	0	0	0	0	0	143	0
MAP1LC3A	23.833333	0	143	0	0	0	0	0
LOC112694756	23.833333	143	0	0	0	0	0	0
EPHB4	23.833333	0	143	0	0	0	0	0
TIMM23	23.666667	142	0	0	0	0	0	0
PPP2R2D	23.666667	142	0	0	0	0	0	0
MOCS3	23.666667	142	0	0	0	0	0	0
MAPK8IP3	23.666667	142	0	0	0	0	0	0
GTF2H2C_2	23.666667	142	0	0	0	0	0	0
GTF2H2C	23.666667	142	0	0	0	0	0	0
EPB41L4B	23.666667	142	0	0	0	0	0	0
DPM1	23.666667	142	0	0	0	0	0	0
DHRS3	23.666667	142	0	0	0	0	0	0
BARHL1	23.666667	142	0	0	0	0	0	0
ALDOC	23.666667	142	0	0	0	0	0	0
SYNM	23.500000	141	0	0	0	0	0	0
SRGAP1	23.500000	141	0	0	0	0	0	0
PRUNE1	23.500000	141	0	0	0	0	0	0
MINDY1	23.500000	141	0	0	0	0	0	0
LARS1	23.500000	0	141	0	0	0	0	0
GID8	23.500000	0	141	0	0	0	0	0
G3BP1	23.500000	141	0	0	0	0	0	0
FARSA	23.500000	141	0	0	0	0	0	0
DIDO1	23.500000	0	141	0	0	0	0	0
ZNF56	23.333333	140	0	0	0	0	0	0
ZBTB4	23.333333	140	0	0	0	0	0	0
TRIM26	23.333333	0	0	140	0	0	0	0
TMEM18	23.333333	0	0	0	0	0	140	0
TBX10	23.333333	0	0	140	0	0	0	0
SAAL1	23.333333	140	0	0	0	0	0	0
POLR2A	23.333333	140	0	0	0	0	0	0
POLG	23.333333	140	0	0	0	0	0	0
IFI44L	23.333333	0	0	0	0	0	140	0
HSPA8	23.333333	140	0	0	0	0	0	0
CYP4V2	23.333333	0	140	0	0	0	0	0
CT45A3	23.333333	140	0	0	0	0	0	0
ALG10B	23.333333	0	140	0	0	0	0	0
ZNF644	23.166667	139	0	0	0	0	0	0
ZNF530	23.166667	139	0	0	0	0	0	0
ZNF484	23.166667	139	0	0	0	0	0	0
WFDC3	23.166667	139	0	0	0	0	0	0
SPAG1	23.166667	139	0	0	0	0	0	0
SF3B6	23.166667	0	139	0	0	0	0	0
SDHAF3	23.166667	139	0	0	0	0	0	0
PRDX6	23.166667	139	0	0	0	0	0	0
PGBD4	23.166667	139	0	0	0	0	0	0
NTSR2	23.166667	0	0	139	0	0	0	0
LTV1	23.166667	0	139	0	0	0	0	0
HPCA	23.166667	139	0	0	0	0	0	0
GDAP1	23.166667	139	0	0	0	0	0	0
EMC7	23.166667	139	0	0	0	0	0	0
DNTTIP1	23.166667	139	0	0	0	0	0	0
CHST7	23.166667	139	0	0	0	0	0	0
CCNI	23.166667	0	139	0	0	0	0	0
BRCA1	23.166667	0	139	0	0	0	0	0
PSMD6	23.000000	138	0	0	0	0	0	0
LAPTM4B	23.000000	138	0	0	0	0	0	0
CRKL	23.000000	0	138	0	0	0	0	0
ADCK2	23.000000	138	0	0	0	0	0	0
UCP2	22.833333	137	0	0	0	0	0	0
TRPT1	22.833333	137	0	0	0	0	0	0
TMEM109	22.833333	0	0	137	0	0	0	0
SLC51B	22.833333	0	137	0	0	0	0	0
RPP25L	22.833333	137	0	0	0	0	0	0
RASL11A	22.833333	137	0	0	0	0	0	0
NUDT22	22.833333	137	0	0	0	0	0	0
NME6	22.833333	137	0	0	0	0	0	0
MTRF1L	22.833333	0	137	0	0	0	0	0
GMPPB	22.833333	137	0	0	0	0	0	0
DUSP23	22.833333	137	0	0	0	0	0	0
CHMP6	22.833333	0	137	0	0	0	0	0
SNRNP35	22.666667	0	136	0	0	0	0	0
SAR1A	22.666667	136	0	0	0	0	0	0
PLD6	22.666667	136	0	0	0	0	0	0
PIMREG	22.666667	136	0	0	0	0	0	0
PDE12	22.666667	136	0	0	0	0	0	0
PARS2	22.666667	136	0	0	0	0	0	0
KDM8	22.666667	136	0	0	0	0	0	0
GLUL	22.666667	136	0	0	0	0	0	0
EIF4B	22.666667	136	0	0	0	0	0	0
ASB6	22.666667	136	0	0	0	0	0	0
ZFP14	22.500000	135	0	0	0	0	0	0
UBR4	22.500000	0	135	0	0	0	0	0
TMEM216	22.500000	135	0	0	0	0	0	0
TAF15	22.500000	0	135	0	0	0	0	0
SUDS3	22.500000	135	0	0	0	0	0	0
STX6	22.500000	135	0	0	0	0	0	0
STAT2	22.500000	0	135	0	0	0	0	0
PLEKHG4	22.500000	135	0	0	0	0	0	0
NELFCD	22.500000	135	0	0	0	0	0	0
LFNG	22.500000	0	0	135	0	0	0	0
H2AZ1	22.500000	135	0	0	0	0	0	0
CYTH1	22.500000	135	0	0	0	0	0	0
TMEM106B	22.333333	134	0	0	0	0	0	0
S100A16	22.333333	134	0	0	0	0	0	0
RARA	22.333333	0	134	0	0	0	0	0
PPP4R1	22.333333	134	0	0	0	0	0	0
PDAP1	22.333333	134	0	0	0	0	0	0
MAN1B1	22.333333	134	0	0	0	0	0	0
LTBP1	22.333333	134	0	0	0	0	0	0
IST1	22.333333	134	0	0	0	0	0	0
FECH	22.333333	134	0	0	0	0	0	0
CSE1L	22.333333	0	134	0	0	0	0	0
BUD31	22.333333	134	0	0	0	0	0	0
ALG13	22.333333	0	134	0	0	0	0	0
SUPT7L	22.166667	133	0	0	0	0	0	0
SMIM10L2A	22.166667	133	0	0	0	0	0	0
SLC4A1AP	22.166667	133	0	0	0	0	0	0
SH2D4A	22.166667	133	0	0	0	0	0	0
SEC61A1	22.166667	133	0	0	0	0	0	0
EBAG9	22.166667	0	133	0	0	0	0	0
CREBRF	22.166667	133	0	0	0	0	0	0
ARPC3	22.166667	0	133	0	0	0	0	0
ZNF350	22.000000	132	0	0	0	0	0	0
THAP10	22.000000	132	0	0	0	0	0	0
SEC14L2	22.000000	132	0	0	0	0	0	0
PCDHB2	22.000000	0	0	132	0	0	0	0
PAXBP1	22.000000	0	132	0	0	0	0	0
NUDT9	22.000000	132	0	0	0	0	0	0
MYO1D	22.000000	132	0	0	0	0	0	0
MTR	22.000000	132	0	0	0	0	0	0
MED7	22.000000	0	132	0	0	0	0	0
LRRC49	22.000000	132	0	0	0	0	0	0
FBH1	22.000000	132	0	0	0	0	0	0
CYB561	22.000000	132	0	0	0	0	0	0
ANKRD16	22.000000	132	0	0	0	0	0	0
USP48	21.833333	131	0	0	0	0	0	0
TUFM	21.833333	131	0	0	0	0	0	0
TTLL1	21.833333	131	0	0	0	0	0	0
RAB7A	21.833333	131	0	0	0	0	0	0
PLK3	21.833333	131	0	0	0	0	0	0
PHF3	21.833333	131	0	0	0	0	0	0
OSBPL9	21.833333	131	0	0	0	0	0	0
OPA1	21.833333	131	0	0	0	0	0	0
NRBF2	21.833333	131	0	0	0	0	0	0
MUC1	21.833333	131	0	0	0	0	0	0
MAPK14	21.833333	0	0	0	131	0	0	0
LNPEP	21.833333	131	0	0	0	0	0	0
ICE2	21.833333	131	0	0	0	0	0	0
H1-2	21.833333	131	0	0	0	0	0	0
FAM207A	21.833333	131	0	0	0	0	0	0
CDK4	21.833333	0	131	0	0	0	0	0
WTAP	21.666667	0	130	0	0	0	0	0
SPIN2B	21.666667	130	0	0	0	0	0	0
SOD2	21.666667	0	130	0	0	0	0	0
RSL1D1	21.666667	0	130	0	0	0	0	0
REPIN1	21.666667	130	0	0	0	0	0	0
RARS1	21.666667	130	0	0	0	0	0	0
PGGT1B	21.666667	0	130	0	0	0	0	0
PDPK1	21.666667	130	0	0	0	0	0	0
LETM2	21.666667	130	0	0	0	0	0	0
DNAJC9	21.666667	0	130	0	0	0	0	0
AXDND1	21.666667	130	0	0	0	0	0	0
VENTX	21.500000	0	0	129	0	0	0	0
UBAP2	21.500000	0	129	0	0	0	0	0
SDCBP2	21.500000	129	0	0	0	0	0	0
RIOX1	21.500000	129	0	0	0	0	0	0
PCNX4	21.500000	129	0	0	0	0	0	0
PAF1	21.500000	0	129	0	0	0	0	0
KMT5B	21.500000	129	0	0	0	0	0	0
INAFM1	21.500000	129	0	0	0	0	0	0
GSR	21.500000	129	0	0	0	0	0	0
GAL3ST1	21.500000	129	0	0	0	0	0	0
EFR3B	21.500000	129	0	0	0	0	0	0
DMAC2	21.500000	0	129	0	0	0	0	0
DDC	21.500000	129	0	0	0	0	0	0
DCUN1D4	21.500000	0	129	0	0	0	0	0
ZNF131	21.333333	128	0	0	0	0	0	0
USP30	21.333333	128	0	0	0	0	0	0
SELL	21.333333	128	0	0	0	0	0	0
RMND5A	21.333333	0	128	0	0	0	0	0
GINS4	21.333333	128	0	0	0	0	0	0
FAM169A	21.333333	128	0	0	0	0	0	0
YOD1	21.166667	127	0	0	0	0	0	0
XPA	21.166667	127	0	0	0	0	0	0
UACA	21.166667	0	0	127	0	0	0	0
TCTEX1D2	21.166667	127	0	0	0	0	0	0
SNX5	21.166667	127	0	0	0	0	0	0
RABIF	21.166667	127	0	0	0	0	0	0
PFKFB2	21.166667	127	0	0	0	0	0	0
MGME1	21.166667	127	0	0	0	0	0	0
MACIR	21.166667	127	0	0	0	0	0	0
GABPB1	21.166667	127	0	0	0	0	0	0
FXN	21.166667	0	127	0	0	0	0	0
COL9A1	21.166667	0	0	127	0	0	0	0
ABCD3	21.166667	127	0	0	0	0	0	0
TMEM254	21.000000	126	0	0	0	0	0	0
SLC25A32	21.000000	126	0	0	0	0	0	0
SHISAL2A	21.000000	0	0	126	0	0	0	0
RSAD1	21.000000	126	0	0	0	0	0	0
PKMYT1	21.000000	126	0	0	0	0	0	0
PDE1C	21.000000	126	0	0	0	0	0	0
NEDD8-MDP1	21.000000	126	0	0	0	0	0	0
NEDD8	21.000000	126	0	0	0	0	0	0
ITPRID2	21.000000	0	0	126	0	0	0	0
GMPR2	21.000000	126	0	0	0	0	0	0
GLS2	21.000000	0	0	126	0	0	0	0
DCAF13	21.000000	126	0	0	0	0	0	0
CSTF2T	21.000000	0	126	0	0	0	0	0
ATG16L2	21.000000	126	0	0	0	0	0	0
LEO1	20.833333	125	0	0	0	0	0	0
KPTN	20.833333	0	125	0	0	0	0	0
GPR37	20.833333	0	125	0	0	0	0	0
FBXO11	20.833333	125	0	0	0	0	0	0
ZNF260	20.666667	124	0	0	0	0	0	0
UFSP1	20.666667	124	0	0	0	0	0	0
SPSB3	20.666667	124	0	0	0	0	0	0
SPATC1L	20.666667	0	0	0	0	0	124	0
SPA17	20.666667	124	0	0	0	0	0	0
SIAE	20.666667	124	0	0	0	0	0	0
PRR7	20.666667	124	0	0	0	0	0	0
PPFIA3	20.666667	124	0	0	0	0	0	0
MTLN	20.666667	124	0	0	0	0	0	0
LPCAT3	20.666667	0	124	0	0	0	0	0
KIN	20.666667	124	0	0	0	0	0	0
GPX1	20.666667	0	124	0	0	0	0	0
GPSM2	20.666667	124	0	0	0	0	0	0
FAM86B2	20.666667	0	124	0	0	0	0	0
EIF2AK3	20.666667	124	0	0	0	0	0	0
DIS3L	20.666667	124	0	0	0	0	0	0
DHRS4	20.666667	124	0	0	0	0	0	0
C19orf73	20.666667	124	0	0	0	0	0	0
ATP5F1C	20.666667	124	0	0	0	0	0	0
TIMM50	20.500000	123	0	0	0	0	0	0
SMIM5	20.500000	123	0	0	0	0	0	0
SLC38A10	20.500000	123	0	0	0	0	0	0
RTKN	20.500000	0	123	0	0	0	0	0
PTPRS	20.500000	0	0	123	0	0	0	0
MAPK1IP1L	20.500000	123	0	0	0	0	0	0
FASTKD1	20.500000	123	0	0	0	0	0	0
EMC2	20.500000	123	0	0	0	0	0	0
ZNF7	20.333333	122	0	0	0	0	0	0
NAXE	20.333333	122	0	0	0	0	0	0
HYLS1	20.333333	122	0	0	0	0	0	0
FITM2	20.333333	0	122	0	0	0	0	0
FANCG	20.333333	122	0	0	0	0	0	0
DYNC1I2	20.333333	0	122	0	0	0	0	0
DDX19B	20.333333	122	0	0	0	0	0	0
CUL2	20.333333	122	0	0	0	0	0	0
CNPY3	20.333333	122	0	0	0	0	0	0
CENPA	20.333333	0	0	122	0	0	0	0
WDR54	20.166667	121	0	0	0	0	0	0
VKORC1	20.166667	0	121	0	0	0	0	0
TRAF1	20.166667	121	0	0	0	0	0	0
TMEM17	20.166667	121	0	0	0	0	0	0
PPP1R13L	20.166667	121	0	0	0	0	0	0
LAPTM4A	20.166667	121	0	0	0	0	0	0
ITPRIPL2	20.166667	121	0	0	0	0	0	0
GBE1	20.166667	121	0	0	0	0	0	0
C2orf81	20.166667	121	0	0	0	0	0	0
AZIN1	20.166667	121	0	0	0	0	0	0
ASH2L	20.166667	121	0	0	0	0	0	0
ZNF655	20.000000	120	0	0	0	0	0	0
TMA16	20.000000	120	0	0	0	0	0	0
SNURF	20.000000	0	120	0	0	0	0	0
SNRPN	20.000000	0	120	0	0	0	0	0
SLC9A8	20.000000	120	0	0	0	0	0	0
SHLD2	20.000000	120	0	0	0	0	0	0
SCYL3	20.000000	0	120	0	0	0	0	0
OVCA2	20.000000	0	120	0	0	0	0	0
N6AMT1	20.000000	120	0	0	0	0	0	0
MTHFD1	20.000000	120	0	0	0	0	0	0
MRPL24	20.000000	0	120	0	0	0	0	0
MAP1LC3B2	20.000000	0	120	0	0	0	0	0
HPCAL4	20.000000	120	0	0	0	0	0	0
H3C3	20.000000	120	0	0	0	0	0	0
H2BC3	20.000000	120	0	0	0	0	0	0
GLUD1	20.000000	120	0	0	0	0	0	0
FAM172A	20.000000	120	0	0	0	0	0	0
ATP6V1G1	20.000000	0	120	0	0	0	0	0
ATG101	20.000000	0	120	0	0	0	0	0
UTP18	19.833333	119	0	0	0	0	0	0
SSBP1	19.833333	119	0	0	0	0	0	0
SLC35B1	19.833333	0	119	0	0	0	0	0
RAD51	19.833333	119	0	0	0	0	0	0
PPP1R9B	19.833333	0	119	0	0	0	0	0
PPM1G	19.833333	0	119	0	0	0	0	0
PMAIP1	19.833333	119	0	0	0	0	0	0
PLLP	19.833333	119	0	0	0	0	0	0
OXTR	19.833333	119	0	0	0	0	0	0
NUF2	19.833333	0	119	0	0	0	0	0
NRIP3	19.833333	119	0	0	0	0	0	0
NDUFS8	19.833333	0	119	0	0	0	0	0
NAGPA	19.833333	0	119	0	0	0	0	0
MBTD1	19.833333	119	0	0	0	0	0	0
KCTD11	19.833333	119	0	0	0	0	0	0
GSDMD	19.833333	119	0	0	0	0	0	0
CERK	19.833333	119	0	0	0	0	0	0
CEP126	19.833333	119	0	0	0	0	0	0
CAMLG	19.833333	0	119	0	0	0	0	0
ZWILCH	19.666667	118	0	0	0	0	0	0
ZNRF1	19.666667	118	0	0	0	0	0	0
ZNF287	19.666667	118	0	0	0	0	0	0
VRK2	19.666667	0	0	118	0	0	0	0
UBE2V2	19.666667	118	0	0	0	0	0	0
SOAT1	19.666667	0	0	0	0	0	118	0
RPL4	19.666667	118	0	0	0	0	0	0
IPO13	19.666667	0	118	0	0	0	0	0
FAM227A	19.666667	118	0	0	0	0	0	0
EIF5	19.666667	118	0	0	0	0	0	0
DYNLRB2	19.666667	118	0	0	0	0	0	0
CTR9	19.666667	118	0	0	0	0	0	0
COMMD2	19.666667	118	0	0	0	0	0	0
CDC16	19.666667	118	0	0	0	0	0	0
CCDC77	19.666667	0	118	0	0	0	0	0
CBY1	19.666667	118	0	0	0	0	0	0
ATP6V0D1	19.666667	118	0	0	0	0	0	0
ZSCAN29	19.500000	0	117	0	0	0	0	0
ZNF785	19.500000	0	0	117	0	0	0	0
TUBGCP4	19.500000	0	117	0	0	0	0	0
TMEM186	19.500000	0	0	117	0	0	0	0
STOM	19.500000	117	0	0	0	0	0	0
SRSF10	19.500000	117	0	0	0	0	0	0
SIM2	19.500000	117	0	0	0	0	0	0
RNF187	19.500000	0	117	0	0	0	0	0
RAD51D	19.500000	117	0	0	0	0	0	0
POLR1F	19.500000	117	0	0	0	0	0	0
PMM2	19.500000	0	0	117	0	0	0	0
INTS11	19.500000	117	0	0	0	0	0	0
HBQ1	19.500000	117	0	0	0	0	0	0
HACD3	19.500000	0	117	0	0	0	0	0
DNAJC27	19.500000	117	0	0	0	0	0	0
CPTP	19.500000	117	0	0	0	0	0	0
BUB1B	19.500000	0	117	0	0	0	0	0
AFF4	19.500000	117	0	0	0	0	0	0
SPHK2	19.333333	0	0	0	116	0	0	0
SMIM13	19.333333	116	0	0	0	0	0	0
SLK	19.333333	116	0	0	0	0	0	0
SLC43A2	19.333333	116	0	0	0	0	0	0
RPL18	19.333333	0	0	0	116	0	0	0
PSMC2	19.333333	116	0	0	0	0	0	0
PEX3	19.333333	116	0	0	0	0	0	0
HIPK3	19.333333	116	0	0	0	0	0	0
ADAT2	19.333333	116	0	0	0	0	0	0
ZNF688	19.166667	0	115	0	0	0	0	0
TRDMT1	19.166667	115	0	0	0	0	0	0
TASOR	19.166667	0	115	0	0	0	0	0
RBM14-RBM4	19.166667	115	0	0	0	0	0	0
RBM14	19.166667	115	0	0	0	0	0	0
