Target_genes	SOX2|Average	SRX130061|BJ	SRX5286338|ES_cells	SRX5286339|ES_cells	SRX5286342|ES_cells	SRX5286343|ES_cells	SRX10407083|Esophageal_squamous_carcinoma_cell_line	SRX10407084|Esophageal_squamous_carcinoma_cell_line	SRX11904439|H29	SRX11904440|H29	SRX6852812|HCC2814	SRX277137|HCC95	SRX6852810|HCC95	SRX3205373|Head_and_neck_squamous_cell_carcinoma_	SRX702105|hESC_derived_mesendodermal_cells	SRX702106|hESC_derived_mesendodermal_cells	SRX702108|hESC_derived_mesendodermal_cells	SRX1047416|hESC_derived_neural_cells	SRX11919277|hESC_derived_neuromesodermal_cells	SRX011616|hESC_H1	SRX1047413|hESC_H9	SRX277140|hESC_H9	SRX6101128|hESC_H9	SRX6101129|hESC_H9	SRX266860|hESC_HUES64	SRX266861|hESC_HUES64	SRX702107|hESC_HUES64	SRX702109|hESC_HUES64	SRX20532164|hESC_HUES8	SRX20532165|hESC_HUES8	SRX5286340|hESC_WIBR2	SRX5286341|hESC_WIBR2	SRX5286344|hESC_WIBR2	SRX10101684|hESC_WIBR3	SRX10101685|hESC_WIBR3	SRX8026053|hESC_WIBR3	SRX8026055|hESC_WIBR3	SRX968908|iPSC_derived_neural_cells	SRX968909|iPSC_derived_neural_cells	SRX968910|iPSC_derived_neural_cells	SRX968911|iPSC_derived_neural_cells	SRX968912|iPSC_derived_neural_cells	SRX1813586|iPS_cells	SRX1813587|iPS_cells	SRX20140858|iPS_cells	SRX20140859|iPS_cells	SRX512370|iPS_cells	SRX6852811|KNS-62	SRX10035162|KYSE-140	SRX10407085|KYSE-70	SRX277131|KYSE-70	SRX6852808|LK-2	SRX6852813|LK-2	SRX6852814|LK-2	SRX026880|LN-229	SRX359955|LoVo	ERX2260038|Lung_cancer	ERX2260040|Lung_cancer	ERX2260044|Lung_cancer	ERX2260046|Lung_cancer	SRX2731713|Lung_cancer_cell_line	SRX6750797|MDA-MB-231	SRX6750798|MDA-MB-231	SRX1813580|MRC-5	SRX1813581|MRC-5	SRX1813582|MRC-5	SRX1813583|MRC-5	SRX1813584|MRC-5	SRX1813585|MRC-5	SRX2732210|MRC-5	SRX2732211|MRC-5	SRX5771664|N2102Ep	SRX5771666|N2102Ep	SRX5771668|N2102Ep	SRX11904443|NCI-H1836	SRX11904444|NCI-H1836	SRX6852809|NCI-H520	SRX11904441|NCI-H82	SRX11904442|NCI-H82	SRX10445285|Neural_crest_cells	SRX10445293|Neural_crest_cells	SRX10445303|Neural_crest_cells	SRX10445312|Neural_crest_cells	SRX20140860|Neural_progenitor_cells	SRX20140861|Neural_progenitor_cells	SRX20140862|Neural_progenitor_cells	SRX20140890|Neural_progenitor_cells	SRX20140891|Neural_progenitor_cells	SRX20140892|Neural_progenitor_cells	SRX5716451|Neural_progenitor_cells	SRX5716452|Neural_progenitor_cells	SRX5716453|Neural_progenitor_cells	SRX330107|ReN-VM	SRX330108|ReN-VM	SRX3367070|TE-5	SRX277134|T.T	STRING
NANOG	84.305263	0	0	103	172	0	0	0	0	0	0	0	0	0	0	0	0	0	347	280	844	63	0	484	168	0	0	0	1051	1261	0	412	567	166	205	0	207	0	0	0	0	0	0	0	0	0	1161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	248	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	549
KMT2B	84.263158	0	0	0	0	0	396	517	0	0	0	0	343	217	0	0	0	535	250	0	410	0	116	267	0	0	0	0	442	559	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	0	439	274	184	0	545	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	468	475	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	80	0	0	0	0	0	350	0
FBP1	84.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	624	0	859	0	127	496	132	0	0	0	523	607	0	131	200	0	219	0	220	0	0	0	0	0	0	0	0	0	1053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	632	999	1090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R16B	83.957895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1675	431	0	813	0	0	0	149	163	0	0	285	478	0	113	301	0	196	0	367	0	174	0	0	117	0	0	0	0	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	581	777	745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0
ETV4	82.031579	0	0	0	0	0	70	164	0	0	0	0	0	239	152	0	0	1110	227	0	431	0	0	186	0	0	0	0	391	571	0	0	0	0	217	0	155	0	0	184	0	0	0	0	0	0	739	0	405	90	0	0	238	196	0	0	0	0	0	0	0	102	113	0	0	0	0	0	0	0	0	333	559	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0
MTRNR2L2	81.705263	1025	159	0	243	449	124	0	0	0	0	229	0	386	91	0	0	0	0	220	0	190	190	194	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	147	0	162	0	0	0	0	239	0	0	0	0	0	0	0	0	406	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	221	0	214	335	0	0	0	0	0	0	535	551	442	101	0	324	0	0
CYTH2	81.242105	0	0	0	0	0	146	0	0	0	0	0	0	409	0	0	0	621	176	0	410	0	222	343	0	0	0	0	759	795	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	374	0	683	411	341	0	466	206	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	0	0	0	0	0	229	0
IQCH	80.421053	0	0	0	0	0	416	632	0	0	0	79	237	1011	0	0	0	299	0	0	178	0	0	0	0	0	0	0	581	351	0	84	0	0	0	0	0	0	221	0	173	133	0	0	0	0	481	0	317	328	405	0	560	461	0	0	0	0	0	0	0	130	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	247	0
AAGAB	80.421053	0	0	0	0	0	416	632	0	0	0	79	237	1011	0	0	0	299	0	0	178	0	0	0	0	0	0	0	581	351	0	84	0	0	0	0	0	0	221	0	173	133	0	0	0	0	481	0	317	328	405	0	560	461	0	0	0	0	0	0	0	130	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	247	0
ESRP1	80.263158	0	0	0	0	0	174	125	0	0	0	0	109	312	0	0	0	0	178	0	405	0	123	364	0	0	0	0	686	735	0	0	159	0	114	0	221	0	0	0	0	0	0	0	0	0	553	0	318	0	0	110	448	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	665	921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0
FBXL19	79.200000	0	0	0	0	0	484	261	0	0	0	0	0	278	0	0	0	525	0	146	500	0	205	413	0	143	0	0	494	479	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	599	0	371	430	208	0	503	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	196	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	164	0	104	0	0	0	290	0
RIF1	78.589474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	137	338	0	747	1678	0	0	0	0	622	960	0	171	139	0	0	0	118	0	0	0	0	0	0	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	480	627	588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GIMAP5	78.221053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1491	0	971	0	0	676	0	0	0	0	658	1080	0	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1013	1043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIFBP	78.136842	0	0	0	104	0	0	0	0	0	0	0	0	151	0	0	0	738	312	0	538	0	423	774	0	126	0	0	318	672	0	188	314	0	0	0	0	0	0	0	0	0	0	0	0	0	1003	0	127	128	0	0	195	0	0	0	0	0	0	0	0	107	91	0	0	0	0	0	0	0	0	0	268	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	0	217	0	0	0	0	0
TMCC1	75.400000	117	0	0	0	0	203	309	0	0	0	0	0	448	0	0	0	1376	287	173	348	0	122	331	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447	140	0	207	749	370	0	0	0	0	0	0	0	74	101	0	0	0	0	0	0	0	0	267	425	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
FBXO40	75.357895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	594	0	1022	0	326	713	0	0	0	0	830	798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	557	872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITPRIP	74.789474	0	0	0	0	0	292	105	0	0	0	0	0	338	0	0	0	2015	0	0	354	0	0	110	0	0	0	0	0	143	0	0	0	0	233	0	261	0	451	0	345	276	0	0	0	0	100	0	299	0	0	0	214	171	0	0	0	0	0	0	0	108	81	0	0	0	0	0	0	0	0	223	336	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	146	0	0	0	0
FZD2	74.663158	0	0	0	111	0	0	0	0	0	0	0	0	149	179	0	0	1043	289	0	355	0	0	0	0	153	0	0	223	269	0	172	162	0	154	0	186	0	0	0	0	0	0	0	0	0	236	0	217	168	158	0	237	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	608	853	842	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0
HGS	74.326316	0	0	0	76	0	306	269	0	0	0	0	333	181	0	0	0	741	0	0	599	0	0	0	0	0	0	0	556	626	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	513	0	504	358	156	0	751	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	0	188	0	0	0	0	0
ARL16	74.326316	0	0	0	76	0	306	269	0	0	0	0	333	181	0	0	0	741	0	0	599	0	0	0	0	0	0	0	556	626	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	513	0	504	358	156	0	751	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	0	188	0	0	0	0	0
BFSP1	74.136842	0	0	0	0	0	0	134	0	0	0	0	178	0	89	0	0	2780	115	0	335	95	0	0	0	0	0	0	0	0	0	0	0	0	226	0	234	0	599	0	525	339	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	90	115	0	0	0	0	0	0	0	0	0	202	219	0	0	0	0	0	0	96	0	80	244	0	0	0	0	0	174	0	0	0	0	0	0	0
ZFC3H1	73.684211	0	0	0	0	0	231	130	0	0	0	0	144	194	0	0	0	1353	0	0	576	0	0	214	0	0	0	0	472	597	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	665	0	210	311	196	0	391	266	0	0	0	0	0	0	0	83	79	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	80	0	0	191	0
CCDC169-SOHLH2	73.336842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	921	0	114	0	218	883	0	0	0	0	405	525	0	222	0	0	293	0	279	0	0	0	0	0	0	0	0	0	601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	600	660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0
CCDC169	73.336842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	921	0	114	0	218	883	0	0	0	0	405	525	0	222	0	0	293	0	279	0	0	0	0	0	0	0	0	0	601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	600	660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0
THAP2	72.852632	0	0	0	0	0	231	130	0	0	0	0	144	194	0	0	0	1353	0	0	576	0	0	214	0	0	0	0	472	597	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	665	0	210	311	196	0	391	266	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	80	0	0	191	0
LRRTM3	72.652632	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	1734	359	0	831	0	129	276	0	104	0	0	551	556	0	0	117	0	0	0	159	0	0	0	0	0	0	0	0	0	755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	428	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0
PDPN	71.547368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2511	157	0	543	0	0	85	0	0	0	0	354	343	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	668	0	508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	396	543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0
CCT2	71.284211	0	0	0	0	0	101	301	0	0	0	0	197	243	0	0	0	951	0	0	547	0	0	139	0	0	0	0	316	462	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	196	513	186	141	611	266	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	205	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0	0	0	0	0	219	0
USP44	71.231579	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	693	156	0	597	0	0	438	162	0	0	0	487	491	0	0	0	0	199	0	287	0	0	0	0	0	0	0	0	0	903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	141	0	0	0	0	0	0	0	0	476	637	863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPSM3	70.947368	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	1556	279	0	531	0	0	239	0	0	0	0	526	431	0	0	225	0	175	0	203	0	203	0	204	151	0	0	0	0	546	0	271	0	0	0	358	124	0	0	0	0	0	0	0	59	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	128	0
CEP41	69.936842	0	0	0	0	0	0	266	0	0	0	0	263	303	0	0	0	1097	160	0	191	0	184	523	0	0	0	0	410	360	0	0	0	0	0	0	255	0	0	0	0	131	0	0	0	0	318	0	179	158	211	0	180	0	0	0	0	0	0	0	0	113	128	0	0	0	0	0	0	0	0	0	221	259	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	310	0	96	0	0	0	215	0
NDUFS5	69.347368	0	0	0	81	0	229	0	0	0	0	0	0	242	0	0	0	1673	239	0	576	0	0	130	0	0	0	0	0	176	0	151	393	0	165	0	195	0	0	0	146	0	0	0	0	0	239	0	170	419	153	0	260	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	138	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0
ZNF532	69.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	110	309	0	243	789	0	136	0	0	580	995	0	261	319	0	0	180	0	0	0	0	0	0	0	0	0	0	1184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	507	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPIC	68.989474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	797	1696	0	0	0	0	0	0	0	576	0	454	0	580	0	0	0	0	0	0	0	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	815	727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBP1L	68.842105	0	0	0	0	0	121	144	0	0	0	0	0	0	0	0	0	1240	1355	0	282	0	0	269	0	0	0	0	190	233	0	0	0	0	0	0	177	0	111	0	0	0	0	0	0	0	252	0	188	177	119	0	117	126	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	138	501	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0
CAPRIN1	68.800000	0	0	0	0	0	185	171	0	0	0	0	175	381	0	0	0	909	357	0	311	0	187	435	0	0	0	0	340	373	0	0	0	0	0	0	0	0	114	0	0	150	0	0	0	0	383	0	164	198	343	0	251	191	0	0	0	0	0	0	0	114	117	0	0	0	0	0	0	0	0	0	123	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	199	0
FGFR2	68.778947	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	213	145	712	0	0	530	161	0	0	0	413	668	0	112	0	0	155	0	214	0	0	0	0	0	0	0	0	0	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	722	925	815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNRC18	68.610526	0	0	0	136	0	0	231	0	0	0	0	406	620	129	0	0	533	123	0	0	0	0	152	0	0	0	0	295	213	0	121	178	0	0	0	0	140	229	103	155	190	0	0	0	0	0	0	471	201	395	137	357	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	249	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	164	0
PDCL	68.610526	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	354	213	0	377	0	350	913	0	0	0	0	318	534	0	168	174	0	0	0	116	0	0	0	0	0	0	0	0	0	720	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	722	655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0
CDC14B	68.210526	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	144	0	0	576	0	0	287	0	0	0	0	775	1121	0	93	207	0	0	0	0	0	0	0	0	0	0	0	0	0	358	0	155	0	0	0	209	97	0	0	0	0	0	0	0	111	139	0	0	0	0	0	0	0	0	570	738	792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBB	68.115789	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	935	0	0	816	0	232	411	0	0	0	0	336	522	0	268	145	0	0	0	0	0	0	0	0	0	0	0	0	0	525	0	297	229	155	0	312	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	127	298	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	72	0	0	0	0
DHX32	67.410526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1474	530	0	879	0	0	0	132	107	0	0	237	299	0	0	0	0	166	0	233	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	748	634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0
ZNF775	67.294737	0	0	0	0	0	0	0	0	0	149	0	401	176	0	0	0	308	0	0	209	0	126	149	0	0	0	0	637	855	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	333	339	283	0	647	303	0	0	0	0	0	0	0	81	149	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	159	0	0	253	0
DGLUCY	66.842105	0	0	0	0	0	0	204	0	0	0	0	135	316	0	0	0	1711	0	0	348	0	171	437	0	0	0	0	192	264	0	0	169	0	124	0	104	0	0	0	0	0	0	0	0	0	188	0	510	151	0	0	0	0	0	0	0	0	0	0	0	124	108	0	0	0	0	0	0	0	0	129	280	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	123	0
MCCC1	65.926316	0	0	0	0	0	237	727	0	0	0	0	188	304	0	0	0	601	0	0	266	0	0	152	0	0	0	0	205	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	1349	498	239	0	345	167	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	306	0
EEF1A1	65.642105	720	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	200	0	0	160	0	0	0	0	0	0	0	1190	2270	0	0	0	0	94	192	156	0	0	0	83	145	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	323	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0
SLC2A14	65.631579	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	248	370	0	668	0	148	626	0	0	0	0	412	856	0	324	315	155	0	185	111	0	0	0	0	0	0	0	0	0	805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	306	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GDF3	65.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	524	0	517	0	210	610	0	0	0	0	458	591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	958	1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFX4	64.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	1521	0	0	684	0	0	0	0	117	0	0	371	487	0	0	0	0	320	0	222	0	119	0	0	0	0	0	0	0	648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	321	378	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0	0	0	0	0	0	0
LRRTM4	64.178947	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	229	623	0	346	944	0	135	0	0	234	544	0	287	389	0	0	0	0	0	0	0	0	0	0	0	0	0	659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	515	674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARIH1	63.978947	0	0	0	0	0	249	195	0	0	0	0	0	392	0	0	0	1001	0	0	309	0	0	137	0	0	0	0	372	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	147	312	429	0	474	346	0	0	0	0	0	0	0	169	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	174	0	0	368	0
SFRP2	63.452632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	774	0	0	965	0	0	863	0	0	0	0	290	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	1234	1313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDFY2	63.431579	0	0	0	0	0	319	229	0	0	0	0	262	674	0	0	0	738	272	0	174	0	284	459	0	0	0	0	228	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	208	216	105	0	331	111	0	0	0	0	0	0	0	115	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	105	0	0	0	332	0
TIMP4	63.147368	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	554	350	0	275	0	0	0	0	121	0	0	220	215	0	0	375	0	0	0	133	0	0	0	0	0	0	0	0	0	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	688	1014	1242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TES	62.452632	0	0	0	0	0	0	0	0	0	161	0	417	289	0	0	0	341	0	0	306	0	0	0	0	0	0	0	747	538	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	230	0	271	0	1164	361	0	0	0	0	0	0	0	215	156	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
KDM2A	61.821053	0	0	0	0	0	175	155	0	0	0	0	138	369	0	0	0	965	0	0	362	0	0	0	0	0	0	0	147	254	0	0	0	0	0	0	0	0	0	0	178	142	0	0	0	0	271	0	273	178	189	0	572	267	0	0	0	0	0	0	0	103	147	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	123	0	0	509	0
ADA2	61.178947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1321	318	0	598	0	255	629	0	0	0	0	353	368	0	121	121	0	0	0	164	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	401	431	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TJP2	60.926316	0	0	0	0	0	184	294	0	0	0	0	158	569	131	0	0	0	238	0	372	0	0	322	0	0	0	0	428	336	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	499	0	257	0	0	0	496	458	0	0	0	0	0	0	0	124	108	0	0	0	0	0	0	0	0	0	154	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0
DDX3X	60.568421	0	0	0	202	0	0	0	0	0	0	0	0	0	117	0	0	345	477	0	158	0	183	515	0	0	0	0	570	432	0	96	268	0	0	0	0	0	210	0	0	0	0	0	0	0	619	0	220	146	207	0	238	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	361	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEBL	60.368421	0	0	0	0	0	275	631	0	0	0	0	0	140	0	0	0	419	195	0	0	0	0	141	0	0	0	0	0	0	0	159	107	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	737	327	136	0	512	132	0	0	0	0	0	0	0	86	80	0	0	0	0	0	0	0	0	206	370	392	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	123	0
CARHSP1	60.094737	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	933	438	0	601	103	0	0	0	0	0	0	822	740	0	0	98	0	0	0	293	0	0	0	0	0	0	0	0	0	1069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
