Target_genes	KDM5B|Average	SRX3285563|C49R	SRX3285565|C70R	SRX3285588|C70R	SRX3285589|C70R	SRX3285613|C70R	SRX3285614|C70R	SRX3285576|FULR	SRX3285591|FULR	SRX3285592|FULR	SRX3285604|FULR	SRX3285605|FULR	SRX3285606|FULR	SRX3285608|FULR	SRX265432|HCC2157	SRX10475115|Hep_G2	SRX10475116|Hep_G2	SRX116461|hESC_H1	SRX116462|hESC_H1	SRX186653|hESC_H1	SRX3009990|hESC_H1	SRX3009991|hESC_H1	SRX116428|K-562	SRX116438|K-562	SRX116439|K-562	SRX186782|K-562	SRX055308|MCF-7	SRX055309|MCF-7	SRX055310|MCF-7	SRX055311|MCF-7	SRX055312|MCF-7	SRX265412|MCF-7	SRX265413|MCF-7	SRX265414|MCF-7	SRX3285561|MCF-7	SRX3285578|MCF-7	SRX3285580|MCF-7	SRX3285582|MCF-7	SRX3285584|MCF-7	SRX3285594|MCF-7	SRX3285595|MCF-7	SRX3285610|MCF-7	SRX3285611|MCF-7	SRX265430|MDA-MB-231	SRX265425|SUM_159PT	SRX265422|SUM_185PE	SRX265423|SUM_185PE	SRX265420|T-47D	SRX3285586|TAMR	SRX3285597|TAMR	SRX3285598|TAMR	SRX055303|U-937	SRX055304|U-937	SRX055305|U-937	SRX055306|U-937	STRING
RAB11FIP2	635.129630	855	643	130	314	401	674	1095	204	625	1108	444	1139	454	1257	172	394	0	0	0	0	0	0	224	0	215	173	0	0	0	0	1322	1576	1609	799	726	1430	862	379	1616	1645	1347	586	1812	932	544	1464	1926	1603	756	842	0	0	0	0	0
DYNLRB2	635.037037	1059	482	206	583	409	905	1097	361	551	1002	621	995	261	0	109	689	0	0	0	0	0	0	0	0	0	101	0	0	0	0	1322	1620	1689	927	933	1776	731	616	1761	2284	1455	843	1641	545	273	1579	1953	1427	558	802	0	126	0	0	0
VPS72	626.222222	1241	778	0	178	192	579	692	0	467	1101	549	677	195	1722	0	462	0	0	0	0	0	0	942	0	818	537	305	257	106	0	1613	1642	1747	1048	292	989	309	410	1441	1480	1536	438	1799	758	669	1933	1784	703	522	649	0	256	0	0	0
MARCHF8	623.592593	874	629	277	399	479	646	1038	243	383	1079	576	840	391	1699	209	745	0	0	0	0	0	0	460	0	372	305	0	92	0	0	1553	1628	1466	552	500	1267	731	368	1688	1766	1243	542	1809	651	423	1600	1581	1140	687	743	0	0	0	0	0
RHPN1	622.407407	910	480	120	281	288	297	1404	184	526	701	297	798	174	1633	0	173	0	0	0	0	0	0	496	0	403	79	0	0	0	0	1176	1607	1398	721	1194	1965	1206	688	1878	2255	1211	440	1677	859	609	1138	1168	1762	751	663	0	0	0	0	0
FOXJ1	621.925926	741	518	202	284	379	633	778	233	330	1055	421	854	334	1932	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1144	1576	1805	855	682	1744	662	342	2131	2512	1336	811	1887	876	419	1623	1804	1235	704	561	0	0	0	0	0
RSRC1	621.629630	1544	920	0	295	341	583	869	214	630	1051	661	919	456	961	231	530	0	0	0	0	0	0	377	0	308	174	105	0	0	0	1396	1103	1607	1485	440	1455	490	540	1673	1706	1741	697	1360	356	278	1272	1676	1242	790	979	0	113	0	0	0
TSNAXIP1	621.148148	1049	814	229	545	469	683	1139	0	509	1127	564	801	410	627	0	353	0	0	0	0	0	0	872	0	701	100	0	0	0	0	1063	1364	1196	843	683	1918	812	540	2029	2127	1449	742	1478	626	239	1037	1373	1408	642	759	0	222	0	0	0
RANBP10	621.148148	1049	814	229	545	469	683	1139	0	509	1127	564	801	410	627	0	353	0	0	0	0	0	0	872	0	701	100	0	0	0	0	1063	1364	1196	843	683	1918	812	540	2029	2127	1449	742	1478	626	239	1037	1373	1408	642	759	0	222	0	0	0
RNF141	618.629630	760	559	0	223	323	394	984	135	353	1035	420	521	278	1500	201	580	0	0	0	0	0	0	1188	0	1002	304	0	0	0	0	1256	1666	1359	798	489	1557	689	465	1441	1634	1135	578	2043	1131	398	1546	2079	1237	382	649	0	114	0	0	0
HIPK1	616.240741	1346	1157	263	385	532	831	1185	181	572	1075	838	1011	529	821	92	473	0	0	0	0	0	0	318	0	298	339	171	165	0	0	1288	1237	1030	1129	706	1322	674	774	1044	1073	1404	850	1624	550	294	1375	1452	1499	626	744	0	0	0	0	0
U2SURP	612.703704	1437	738	0	263	294	482	551	128	271	561	372	652	176	1178	82	542	0	0	0	0	0	0	449	0	381	687	597	477	393	0	1990	1900	1772	1118	294	1182	487	346	1183	1261	1431	402	1447	623	252	1561	1425	821	380	425	427	1169	287	192	0
IQCH	612.555556	764	342	0	327	315	442	774	136	390	962	363	780	271	1167	183	511	0	0	0	0	0	0	806	0	665	731	350	549	238	0	1381	1474	1232	614	752	1602	551	385	1364	1656	1168	400	1630	914	295	1372	1790	1281	586	542	197	747	79	0	0
AAGAB	612.555556	764	342	0	327	315	442	774	136	390	962	363	780	271	1167	183	511	0	0	0	0	0	0	806	0	665	731	350	549	238	0	1381	1474	1232	614	752	1602	551	385	1364	1656	1168	400	1630	914	295	1372	1790	1281	586	542	197	747	79	0	0
RIF1	610.129630	1461	962	0	126	255	607	681	0	498	1039	439	979	446	1438	215	737	0	0	0	0	0	0	520	0	418	0	0	0	0	0	1794	1738	1794	1562	338	979	359	405	1303	1234	1599	647	1903	822	432	1656	1845	644	386	686	0	0	0	0	0
SF3A1	609.425926	986	625	0	349	329	585	1079	151	446	826	488	813	223	1331	166	508	0	0	0	0	0	0	752	0	612	154	0	94	0	0	1176	1724	1328	821	715	1382	769	509	1801	1776	1202	477	1694	787	276	1447	1805	1256	651	648	0	148	0	0	0
CCDC157	609.425926	986	625	0	349	329	585	1079	151	446	826	488	813	223	1331	166	508	0	0	0	0	0	0	752	0	612	154	0	94	0	0	1176	1724	1328	821	715	1382	769	509	1801	1776	1202	477	1694	787	276	1447	1805	1256	651	648	0	148	0	0	0
RAF1	607.648148	1585	901	0	264	262	591	843	231	498	774	490	821	175	1235	101	360	0	0	0	0	0	0	854	0	697	0	0	0	0	0	1698	1828	1489	1322	504	1399	454	478	1410	1404	1434	516	1689	589	566	1635	1527	995	637	557	0	0	0	0	0
AMBRA1	606.018519	1389	962	183	218	319	816	919	126	518	951	613	889	269	1086	0	288	0	0	0	0	0	0	179	0	172	169	0	0	0	0	1433	1534	1698	1530	437	1499	412	431	1649	1647	1525	646	1515	640	558	1442	1788	768	699	638	0	170	0	0	0
PIGQ	605.000000	1297	864	254	668	574	772	1396	257	572	1370	670	1327	679	1029	0	112	0	0	0	0	0	0	220	0	157	0	0	0	0	0	613	759	923	815	979	1688	956	398	2141	2383	1377	728	1216	188	0	500	932	1810	923	1123	0	0	0	0	0
SREK1	602.666667	793	500	125	357	409	627	1012	180	429	903	489	726	394	1383	123	429	0	0	0	0	0	0	314	0	312	0	0	0	0	0	1470	2022	1533	478	797	1362	669	429	1337	1668	1176	501	1817	1204	592	1500	1799	1488	481	716	0	0	0	0	0
NUCB2	600.629630	1140	596	0	296	221	551	1115	134	329	843	343	642	276	1419	129	424	0	0	0	0	0	0	503	0	442	0	0	0	0	0	1400	1670	1638	823	735	1552	798	390	1528	1402	1125	588	1816	1094	507	1531	1915	1333	613	573	0	0	0	0	0
CCDC57	599.129630	938	682	188	490	488	564	993	182	659	1073	639	808	417	1432	110	352	0	0	0	0	0	0	91	0	81	195	121	0	0	0	1348	1477	1325	793	761	1415	803	427	1678	1877	1561	739	1370	380	215	1340	1209	1385	853	894	0	0	0	0	0
TRAPPC2L	598.833333	809	587	0	330	335	404	1267	0	395	933	532	879	439	494	153	427	0	0	0	0	0	0	690	0	574	630	123	242	132	0	1482	1636	1562	648	719	1567	626	516	1710	1808	1144	417	1763	899	268	1509	1360	1298	375	422	0	233	0	0	0
GALNS	598.833333	809	587	0	330	335	404	1267	0	395	933	532	879	439	494	153	427	0	0	0	0	0	0	690	0	574	630	123	242	132	0	1482	1636	1562	648	719	1567	626	516	1710	1808	1144	417	1763	899	268	1509	1360	1298	375	422	0	233	0	0	0
DCP1B	595.092593	843	834	82	250	405	599	637	124	430	989	492	863	310	1230	199	744	0	0	0	0	0	0	624	0	537	284	125	103	0	0	1528	1545	1762	879	602	1212	371	320	1218	1240	1259	436	1754	742	445	1721	1845	960	612	708	0	272	0	0	0
TPK1	594.648148	1039	1168	142	203	400	577	838	135	424	781	455	774	280	1079	163	436	0	0	0	0	0	0	713	0	594	0	0	0	0	0	1953	1960	1853	984	420	1028	336	416	1156	1133	1347	479	1939	429	538	1732	1974	1086	405	742	0	0	0	0	0
ARFGAP1	594.425926	885	582	290	263	293	507	1140	329	562	1273	549	1152	636	1359	90	356	0	0	0	0	0	0	372	0	270	363	132	143	0	0	848	1168	1166	917	540	1732	658	452	1516	1764	1206	452	1473	500	296	1325	1481	1234	794	886	0	145	0	0	0
B9D1	594.166667	641	605	235	338	524	492	1038	153	353	906	584	849	321	1472	120	271	0	0	0	0	0	0	299	0	252	0	0	0	0	0	1626	1756	1695	659	572	1257	760	396	1462	1815	1055	443	1658	1405	399	1842	1449	1147	608	628	0	0	0	0	0
AHI1	585.796296	843	590	153	365	390	546	1024	135	368	1015	352	564	360	1134	249	844	0	0	0	0	0	0	786	0	677	0	0	0	0	0	1122	1784	1720	601	621	1360	715	436	1261	1757	1277	511	1570	452	443	1098	1916	1165	773	656	0	0	0	0	0
SIK3	585.481481	546	362	0	198	299	434	905	0	218	656	263	787	240	2135	0	371	0	0	0	0	0	0	163	0	98	0	0	0	0	0	1954	2134	1965	323	773	1407	706	364	1427	1611	829	579	1747	1831	915	2004	1666	1022	407	277	0	0	0	0	0
SDCBP2	581.703704	463	166	0	144	383	388	1036	131	231	849	310	710	324	1656	116	336	0	0	0	0	0	0	740	0	603	196	0	0	0	0	1103	1526	1881	410	513	1570	576	232	1651	1833	1000	300	1690	1327	793	1760	1825	1352	529	438	0	321	0	0	0
RSPH1	577.462963	796	570	188	406	268	604	1103	239	400	690	294	791	345	1093	0	251	0	0	0	0	0	0	185	0	151	0	0	0	0	0	1045	1626	1243	849	843	1957	821	459	1676	1850	1283	662	1741	639	412	1167	1582	1546	768	640	0	0	0	0	0
ANGEL1	577.092593	716	285	0	245	310	617	1112	179	352	789	346	918	203	1176	108	606	0	0	0	0	0	0	651	0	541	0	0	0	0	0	1008	1278	1682	507	610	1621	803	469	1672	2104	1217	566	1456	789	452	1385	1663	1403	651	673	0	0	0	0	0
GRM4	576.648148	1381	808	0	234	231	614	717	0	327	1230	539	1062	395	1963	98	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1967	2038	1887	1148	360	937	385	210	1117	1150	1048	472	1873	702	539	2020	1880	838	289	449	0	0	0	0	0
ERCC1	575.500000	1117	834	211	317	235	329	1157	175	530	866	492	827	344	1202	96	544	0	0	0	0	0	0	333	0	319	0	0	0	0	0	1306	1399	1287	483	933	1629	936	577	1435	1908	1067	524	1788	394	225	1319	1387	1441	403	545	0	163	0	0	0
SOS1	571.796296	1126	948	0	142	291	596	980	140	612	827	475	785	225	995	171	643	0	0	0	0	0	0	403	0	364	127	0	0	0	0	1914	1863	1670	1264	443	1023	208	466	823	908	1349	625	1685	713	857	1684	1643	1033	448	408	0	0	0	0	0
FAM214A	568.092593	1185	750	320	425	467	570	1083	234	480	1168	524	940	523	673	109	373	0	0	0	0	0	0	201	0	182	0	0	0	0	0	1109	1441	1162	799	1004	1472	908	632	1700	1905	1338	472	799	276	186	786	1358	1240	874	896	0	113	0	0	0
SIK1B	564.370370	670	366	0	333	317	378	963	198	459	838	415	916	452	1094	0	0	0	0	0	0	0	0	416	0	324	0	0	0	0	0	1744	1741	1496	480	852	1311	800	392	1533	1634	935	446	1859	774	386	1698	1761	1328	568	599	0	0	0	0	0
SIK1	564.370370	670	366	0	333	317	378	963	198	459	838	415	916	452	1094	0	0	0	0	0	0	0	0	416	0	324	0	0	0	0	0	1744	1741	1496	480	852	1311	800	392	1533	1634	935	446	1859	774	386	1698	1761	1328	568	599	0	0	0	0	0
MARCHF10	564.166667	1155	1310	300	617	679	860	1198	250	460	1297	827	952	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1244	1337	1329	963	807	1592	943	655	1560	1900	1095	767	767	0	131	388	1250	1544	914	967	0	0	0	0	0
MORN2	563.037037	726	425	164	360	221	395	802	140	274	852	428	748	286	1057	278	816	0	0	0	0	0	0	538	0	469	179	0	0	0	0	1367	1646	1485	707	457	1383	531	314	1440	2033	1046	408	1444	615	465	1679	1980	922	565	650	0	109	0	0	0
DHX57	563.037037	726	425	164	360	221	395	802	140	274	852	428	748	286	1057	278	816	0	0	0	0	0	0	538	0	469	179	0	0	0	0	1367	1646	1485	707	457	1383	531	314	1440	2033	1046	408	1444	615	465	1679	1980	922	565	650	0	109	0	0	0
TNPO1	562.703704	839	774	148	492	270	585	1047	180	543	894	397	819	297	659	148	497	0	0	0	0	0	0	954	85	767	0	0	0	0	0	560	961	903	484	859	1603	799	574	1354	1714	1234	492	1468	876	727	1054	1665	1341	760	563	0	0	0	0	0
BCAS4	562.462963	1016	922	626	653	769	872	848	711	976	726	984	885	905	1220	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499	451	438	830	902	1127	1046	1093	1224	1334	1076	876	1535	248	162	1318	1185	918	840	881	0	0	0	0	0
DYNC2LI1	561.388889	756	325	144	218	385	443	794	0	240	738	363	696	139	1604	178	642	0	0	0	0	0	0	493	0	410	0	0	0	0	0	1314	1618	1829	636	529	1329	476	424	1366	1542	1010	525	1884	690	664	1689	2231	1028	502	461	0	0	0	0	0
FOXN2	559.981481	559	386	99	190	253	353	963	153	346	964	530	963	394	1455	156	742	0	0	0	0	0	0	729	0	612	0	0	0	0	0	1379	1443	1420	415	632	1378	417	367	1453	1353	795	342	1717	1351	655	1166	1762	1049	616	682	0	0	0	0	0
MSMO1	559.777778	823	353	0	380	378	432	1247	149	397	892	332	677	228	1328	115	527	0	0	0	0	0	0	168	0	172	0	0	0	0	0	1152	1711	1666	712	599	1195	579	357	1150	1738	1225	528	1633	695	525	1525	1962	1221	734	723	0	0	0	0	0
POLD3	559.611111	864	464	0	250	404	622	580	182	386	1088	486	717	315	1989	72	326	0	0	0	0	0	0	238	0	177	0	0	0	0	0	1428	1722	1790	562	259	1220	281	196	1711	1998	907	733	1811	659	163	1575	1945	992	434	554	0	119	0	0	0
CCDC34	554.259259	765	389	157	365	361	642	886	168	497	710	447	602	267	1542	251	646	0	0	0	0	0	0	297	0	304	0	0	0	0	0	1152	1453	1311	684	608	1309	653	356	1490	1733	867	672	1739	714	394	1338	1938	1151	554	518	0	0	0	0	0
TECPR2	553.796296	961	478	174	197	353	481	1430	250	554	1041	638	736	359	1102	0	275	0	0	0	0	0	0	466	0	344	0	0	0	0	0	838	1299	1427	746	598	1435	838	563	1299	1317	1124	589	1525	409	247	1479	1710	1443	591	589	0	0	0	0	0
CINP	553.796296	961	478	174	197	353	481	1430	250	554	1041	638	736	359	1102	0	275	0	0	0	0	0	0	466	0	344	0	0	0	0	0	838	1299	1427	746	598	1435	838	563	1299	1317	1124	589	1525	409	247	1479	1710	1443	591	589	0	0	0	0	0
JUND	553.277778	867	649	0	375	365	433	1411	200	377	951	361	744	317	1220	0	141	0	0	0	0	0	0	378	0	352	0	0	0	0	0	960	1171	1098	819	885	1753	988	545	1839	2116	1148	533	1239	742	0	921	1197	1591	575	616	0	0	0	0	0
PHTF1	552.703704	1203	1156	412	768	732	1202	844	287	587	1112	900	911	551	481	98	312	0	0	0	0	0	118	702	0	570	0	0	0	0	0	659	889	636	648	783	1011	834	487	1697	1849	1478	1052	554	153	0	607	495	1182	949	937	0	0	0	0	0
PSMA1	552.055556	986	774	121	141	199	583	531	0	405	776	380	808	273	976	207	716	0	0	0	0	0	144	611	0	527	0	0	0	0	0	1519	1452	1915	1154	337	1059	324	326	980	960	1299	583	1639	887	653	1756	1844	854	433	518	0	161	0	0	0
CHURC1-FNTB	548.296296	489	190	151	291	210	494	943	216	386	883	407	1059	226	926	90	373	0	0	0	0	0	0	684	0	571	0	0	0	0	0	924	883	1394	799	531	1977	506	160	1869	2231	1164	526	1159	745	392	942	1842	1076	915	876	0	108	0	0	0
CHURC1	548.296296	489	190	151	291	210	494	943	216	386	883	407	1059	226	926	90	373	0	0	0	0	0	0	684	0	571	0	0	0	0	0	924	883	1394	799	531	1977	506	160	1869	2231	1164	526	1159	745	392	942	1842	1076	915	876	0	108	0	0	0
PPP1R16A	547.111111	1076	621	0	431	300	427	982	0	533	817	523	857	398	1322	0	166	0	0	0	0	0	0	221	0	180	0	0	0	0	0	1124	1383	1181	663	707	1425	767	454	1470	1680	1179	461	1549	864	639	1340	1238	1324	606	636	0	0	0	0	0
PREPL	546.407407	455	305	92	182	210	404	633	87	403	688	318	485	142	1441	230	669	0	0	0	0	0	0	1241	0	1039	0	0	0	0	0	2075	1918	1741	1122	333	1081	303	242	794	1222	883	306	1820	763	402	1851	1777	734	413	586	0	116	0	0	0
CAMKMT	546.407407	455	305	92	182	210	404	633	87	403	688	318	485	142	1441	230	669	0	0	0	0	0	0	1241	0	1039	0	0	0	0	0	2075	1918	1741	1122	333	1081	303	242	794	1222	883	306	1820	763	402	1851	1777	734	413	586	0	116	0	0	0
PRDM4	546.018519	1080	631	0	233	282	554	692	106	298	727	368	642	239	1058	0	388	0	0	0	0	0	0	666	0	558	104	0	0	0	0	1406	1517	1543	880	524	1228	496	629	1297	1163	1146	607	1781	610	477	1732	1727	1056	482	558	0	0	0	0	0
PPAN-P2RY11	546.018519	633	297	169	185	411	410	932	0	298	664	435	668	146	1392	218	643	0	0	0	0	0	0	286	0	218	643	343	223	244	0	957	1304	1373	621	444	1495	445	350	1586	1590	1094	496	1463	792	482	1315	1797	1083	487	400	130	323	0	0	0
PPAN	546.018519	633	297	169	185	411	410	932	0	298	664	435	668	146	1392	218	643	0	0	0	0	0	0	286	0	218	643	343	223	244	0	957	1304	1373	621	444	1495	445	350	1586	1590	1094	496	1463	792	482	1315	1797	1083	487	400	130	323	0	0	0
CCDC113	541.148148	593	413	202	296	334	399	727	145	299	716	257	576	245	1576	100	514	0	0	0	0	0	0	253	0	278	0	0	0	0	0	1299	1640	1632	512	457	1272	329	387	1091	1390	1021	368	2150	922	448	1957	2207	1143	603	471	0	0	0	0	0
POMT1	539.962963	1248	1109	0	146	398	652	719	157	414	732	478	687	192	1638	84	282	0	0	0	0	0	0	368	0	293	169	0	0	0	0	1962	1930	1758	1307	291	807	374	282	645	499	1229	364	1792	441	583	1743	1542	917	392	534	0	0	0	0	0
TTC26	538.333333	701	540	0	405	304	699	482	151	313	909	333	436	322	1503	286	667	0	0	0	0	0	197	632	0	600	267	114	112	0	0	1418	1335	1495	564	232	970	267	348	1301	1560	1035	440	1666	368	413	1744	1710	708	572	695	0	256	0	0	0
TBC1D19	537.833333	876	394	0	276	303	537	424	112	206	899	333	642	231	1655	159	697	0	0	0	0	0	0	317	0	268	426	287	280	161	0	1486	1668	1851	463	239	627	141	173	1145	1353	850	443	1775	674	343	1820	2129	662	473	545	120	580	0	0	0
PDE4A	534.685185	418	404	0	192	377	352	895	0	268	716	235	661	313	1561	167	405	0	0	0	0	0	0	266	0	225	0	0	0	0	0	1629	1624	1462	565	581	1381	534	406	1562	1854	990	326	1666	1003	569	1698	1591	1128	432	417	0	0	0	0	0
TRAF3IP1	532.962963	537	445	134	293	230	347	1049	127	408	618	333	802	258	1813	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1173	1838	1554	413	881	1208	670	383	1274	1568	1114	411	1965	674	231	1558	1960	1189	449	510	0	0	0	0	0
C1orf194	532.814815	1060	850	294	509	786	769	1053	172	542	1082	699	819	313	892	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	761	974	1125	762	801	1409	705	704	1581	1483	1292	839	1087	194	326	558	1212	1473	714	650	0	0	0	0	0
IQCE	531.814815	995	628	130	357	342	488	1176	176	406	1088	435	884	338	895	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	839	1326	1291	586	619	1337	763	625	1744	2125	1419	661	1269	429	208	1164	1273	1310	605	609	0	0	0	0	0
GEMIN8	530.537037	589	344	0	138	167	314	623	162	266	604	233	606	293	1571	99	416	0	0	0	0	0	0	485	0	420	0	0	0	0	0	1464	1951	1644	299	389	1057	434	384	1389	1226	844	388	1919	1401	712	1736	1953	1086	443	600	0	0	0	0	0
RFX2	529.351852	578	410	133	266	185	278	1360	218	421	698	374	752	224	1155	0	137	0	0	0	0	0	0	721	0	480	0	0	0	0	0	991	1016	1468	549	1077	1481	941	385	1217	1621	822	335	1651	664	233	1517	1651	1382	555	639	0	0	0	0	0
PRR7	529.314815	1008	826	185	537	406	712	734	209	382	798	512	628	358	936	0	99	0	0	0	0	0	0	183	0	150	0	0	0	0	0	888	1202	1151	693	685	1513	843	482	1939	2192	1122	592	1224	569	160	1130	1423	1222	399	491	0	0	0	0	0
TAOK3	528.796296	1458	1187	0	111	186	422	1060	167	525	1220	646	1236	404	690	0	198	0	0	0	0	0	0	1048	0	897	0	0	0	0	0	862	706	1222	1113	379	1218	382	507	1006	1086	1216	470	877	318	341	1289	1190	1217	831	870	0	0	0	0	0
TSEN2	526.777778	752	431	90	228	347	279	886	171	276	713	286	636	196	1272	0	417	0	0	0	0	0	93	739	0	638	121	0	0	0	0	1498	1656	1529	477	556	1137	493	287	1192	1695	993	299	1730	671	484	1391	1622	1195	445	406	0	119	0	0	0
C7orf57	524.351852	562	454	168	316	376	471	1183	267	488	1079	442	693	293	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1166	1527	1586	638	752	1546	872	361	1589	1803	1021	538	1659	655	618	1775	192	1482	643	823	0	0	0	0	0
LOC112694756	523.407407	725	379	0	235	256	518	739	0	295	690	444	603	177	1757	382	986	0	0	0	0	0	132	66	0	0	0	0	0	0	0	1447	1692	1584	504	442	931	404	337	1368	1385	1152	538	1751	1095	306	1518	1704	853	541	328	0	0	0	0	0
SNX12	523.370370	1579	1262	252	417	323	483	383	203	633	1072	552	548	267	872	0	267	0	0	0	0	0	0	238	0	168	0	0	0	0	0	1111	611	1501	2135	320	666	390	327	1403	1195	1329	588	1633	0	0	1518	1682	822	657	855	0	0	0	0	0
TMX4	522.148148	471	404	132	242	215	572	725	153	293	714	315	642	390	973	235	990	0	0	0	0	0	0	1104	0	1014	0	0	0	0	0	1186	1403	1584	400	398	1139	446	227	1328	1583	755	307	1554	865	334	1318	1943	965	491	386	0	0	0	0	0
DPY19L1	521.074074	676	527	220	307	284	462	1657	271	587	905	437	858	377	590	0	395	0	0	0	0	0	0	298	0	257	0	0	0	0	0	713	899	914	662	869	1550	930	618	1521	1783	1032	566	1184	292	117	912	1435	1686	571	776	0	0	0	0	0
APTX	520.425926	619	292	0	133	227	312	721	0	251	815	282	650	150	1755	197	547	0	0	0	0	0	0	931	0	928	202	0	102	0	0	1134	1474	1490	511	388	1153	515	286	1169	1420	838	300	1890	956	302	1264	1894	962	372	428	0	243	0	0	0
DYRK3	520.055556	746	626	175	389	416	574	740	179	274	811	378	789	232	1297	166	756	0	0	0	0	0	118	647	0	563	0	0	0	0	0	1091	1321	1232	592	447	1325	464	354	1528	1650	1090	510	1287	346	328	701	1716	991	703	531	0	0	0	0	0
SPATA13	519.907407	659	595	155	382	416	602	833	228	235	830	575	635	162	1379	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1165	1333	1589	603	479	1156	394	332	1698	1666	1150	592	2210	999	0	886	1891	1031	436	505	0	0	0	0	0
CFAP58	519.314815	851	595	140	284	279	537	843	183	520	1081	445	979	367	1070	0	183	0	0	0	0	0	0	230	0	227	0	0	0	0	0	1162	1456	1112	786	463	1315	592	265	1427	1420	1114	368	1472	516	345	940	2005	1144	619	708	0	0	0	0	0
C11orf49	518.111111	904	397	0	195	288	574	612	0	260	862	455	666	0	1346	104	425	0	0	0	0	0	0	0	0	148	150	0	0	0	0	1265	1437	1700	704	367	1426	512	331	1659	1700	1034	557	1385	640	460	1375	1905	872	691	572	0	0	0	0	0
C16orf46	517.944444	714	509	0	323	347	555	824	123	229	745	289	791	138	827	177	702	0	0	0	0	0	0	736	0	657	85	0	0	0	0	925	1238	1256	697	546	1180	571	303	1734	1648	1083	516	1721	491	198	974	1704	1041	578	696	0	98	0	0	0
C7orf50	517.833333	846	489	204	293	237	483	945	194	317	916	352	765	307	821	0	298	0	0	0	0	0	0	234	0	228	117	0	0	0	0	867	1174	1070	421	618	1530	596	463	1846	1849	1179	566	1079	914	368	1261	1742	1189	652	533	0	0	0	0	0
KRAS	517.759259	1181	969	0	173	253	477	825	0	513	811	443	786	278	712	0	267	0	0	0	0	0	0	235	0	189	0	0	0	0	0	1663	1524	1615	1097	361	1076	489	303	1110	1015	1242	464	1643	606	808	1554	1609	772	466	430	0	0	0	0	0
RHBDD2	517.444444	896	564	0	332	255	467	888	175	333	846	523	700	278	1035	165	522	0	0	0	0	0	123	634	128	646	0	0	0	0	0	734	1233	1179	850	788	1375	724	363	1105	1153	873	401	1345	646	400	1148	1623	1399	434	659	0	0	0	0	0
ZNF76	516.629630	1133	852	192	399	265	467	625	205	459	937	567	660	252	1103	160	553	0	0	0	0	0	0	424	0	325	0	0	0	0	0	1081	1163	1134	1616	336	962	600	303	1105	1295	1219	543	1262	384	138	1479	1368	889	613	830	0	0	0	0	0
STK11IP	516.537037	745	305	0	199	253	539	914	0	293	913	360	780	263	1478	0	483	0	0	0	0	0	0	440	0	406	0	0	0	0	0	1237	1384	1479	629	445	1315	447	461	1422	1699	928	370	1478	1197	307	1230	1835	909	399	351	0	0	0	0	0
NAA20	516.407407	783	351	0	230	295	457	517	108	244	655	327	520	227	1436	297	946	0	0	0	0	0	0	229	0	147	428	131	175	0	0	1616	1834	1475	513	294	874	427	305	1261	1230	961	453	1696	771	660	1649	1737	776	421	312	0	118	0	0	0
USP54	511.314815	623	299	0	122	249	268	531	169	360	611	340	847	216	1637	0	231	0	0	0	0	0	0	852	0	778	412	0	119	0	0	951	1219	1732	430	409	1093	394	165	1316	1445	708	387	1616	900	465	1774	1691	824	556	378	147	347	0	0	0
RFC2	510.740741	703	430	0	273	288	468	953	215	431	689	396	705	211	1264	129	481	0	0	0	0	0	0	502	0	461	0	0	0	0	0	1163	1268	1341	701	575	1164	658	415	1493	1590	1035	307	1389	628	303	1147	1471	1190	552	482	0	109	0	0	0
PFDN4	510.574074	810	923	281	625	795	1175	785	450	470	1008	821	697	506	543	154	696	0	0	0	0	0	0	352	0	265	603	415	252	202	0	786	782	713	519	710	886	691	468	1123	953	979	909	1062	182	0	411	897	946	710	856	0	160	0	0	0
DNAJA1	510.296296	619	292	0	133	227	312	721	0	251	815	282	650	150	1755	197	547	0	0	0	0	0	0	931	0	928	0	0	0	0	0	1134	1474	1490	511	388	1153	515	286	1169	1420	838	300	1890	956	302	1264	1894	962	372	428	0	0	0	0	0
RALB	508.777778	837	571	147	337	311	500	1046	152	403	1028	535	830	316	943	81	430	0	0	0	0	0	0	290	0	274	0	0	0	0	0	705	936	867	849	470	1368	609	438	1509	2068	1459	689	1135	512	311	651	1756	1072	413	626	0	0	0	0	0
ENTPD5	508.388889	926	491	0	198	282	416	953	173	477	849	543	687	176	963	97	269	0	0	0	0	0	0	386	0	351	0	0	0	0	0	942	1132	1251	570	605	1143	754	416	1632	1472	1089	758	1503	412	182	881	1711	1392	590	781	0	0	0	0	0
BBOF1	508.388889	926	491	0	198	282	416	953	173	477	849	543	687	176	963	97	269	0	0	0	0	0	0	386	0	351	0	0	0	0	0	942	1132	1251	570	605	1143	754	416	1632	1472	1089	758	1503	412	182	881	1711	1392	590	781	0	0	0	0	0
